"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"Klhl2.12",6.2161081389159e-05,0.301717641947494,0.508,0.381,1,"control","Klhl2","oligodendrocyte.precursor.cells"
"Gnb4.11",6.32632172074933e-05,0.364779386772118,0.459,0.34,1,"control","Gnb4","oligodendrocyte.precursor.cells"
"Nfasc.1",6.40605380679046e-05,0.404049013523297,0.663,0.555,1,"control","Nfasc","oligodendrocyte.precursor.cells"
"Atp6v1c1.1",6.53081870915062e-05,0.19013760084294,0.207,0.117,1,"control","Atp6v1c1","oligodendrocyte.precursor.cells"
"Tmem131.11",6.65150210247682e-05,0.151117141144655,0.395,0.266,1,"control","Tmem131","oligodendrocyte.precursor.cells"
"Cdk19.11",6.68331285407008e-05,0.31211777114421,0.53,0.395,1,"control","Cdk19","oligodendrocyte.precursor.cells"
"Wbp1l.1",6.68650687656967e-05,0.17460466008276,0.211,0.121,1,"control","Wbp1l","oligodendrocyte.precursor.cells"
"Hnrnpl.11",6.77009377693751e-05,0.250361278067446,0.514,0.374,1,"control","Hnrnpl","oligodendrocyte.precursor.cells"
"Map2k1.11",6.80522957273047e-05,0.199901328987082,0.24,0.145,1,"control","Map2k1","oligodendrocyte.precursor.cells"
"Dock4.11",7.26398811089166e-05,0.383502895087853,0.923,0.888,1,"control","Dock4","oligodendrocyte.precursor.cells"
"Pitpnm2.12",7.41747771793903e-05,0.260063357385681,0.213,0.124,1,"control","Pitpnm2","oligodendrocyte.precursor.cells"
"Atp5g2.1",7.53468405582245e-05,0.237528451382966,0.204,0.117,1,"control","Atp5g2","oligodendrocyte.precursor.cells"
"Dgkb.12",7.65302463357017e-05,-0.395053679857445,0.47,0.552,1,"control","Dgkb","oligodendrocyte.precursor.cells"
"Kif1b.11",7.95969980214337e-05,0.210352315650694,0.8,0.667,1,"control","Kif1b","oligodendrocyte.precursor.cells"
"Utrn.11",8.00421196871211e-05,-0.339502845334722,0.27,0.369,1,"control","Utrn","oligodendrocyte.precursor.cells"
"Ophn1.11",8.37264420577098e-05,0.291133455124432,0.614,0.495,1,"control","Ophn1","oligodendrocyte.precursor.cells"
"Khsrp.1",8.48223213721602e-05,0.22611394748864,0.292,0.188,1,"control","Khsrp","oligodendrocyte.precursor.cells"
"Cntn5.13",8.51667649163087e-05,0.335520922720521,0.186,0.103,1,"control","Cntn5","oligodendrocyte.precursor.cells"
"Ifrd1.12",8.88798832720403e-05,0.225567897274928,0.254,0.159,1,"control","Ifrd1","oligodendrocyte.precursor.cells"
"Tbck.1",9.36981940771022e-05,0.128935484059854,0.51,0.362,1,"control","Tbck","oligodendrocyte.precursor.cells"
"Fxr1.13",9.62591369005396e-05,0.174965288880611,0.614,0.478,1,"control","Fxr1","oligodendrocyte.precursor.cells"
"Cerk.12",9.74525245493694e-05,0.358139013198281,0.259,0.166,1,"control","Cerk","oligodendrocyte.precursor.cells"
"Ptn.13",9.82606612675393e-05,-0.341041331916501,0.605,0.676,1,"control","Ptn","oligodendrocyte.precursor.cells"
"Ssbp3.12",9.83219825003612e-05,0.116577709748949,0.245,0.147,1,"control","Ssbp3","oligodendrocyte.precursor.cells"
"Rtn4.12",9.89055289048777e-05,0.29387826838301,0.674,0.579,1,"control","Rtn4","oligodendrocyte.precursor.cells"
"Rnf144a.12",9.90357910828588e-05,0.190930571349825,0.618,0.49,1,"control","Rnf144a","oligodendrocyte.precursor.cells"
"Jak2.11",0.000102282370935235,0.178367231319712,0.443,0.324,1,"control","Jak2","oligodendrocyte.precursor.cells"
"Kcnab1.11",0.000104579278113041,-0.591643888230923,0.238,0.319,1,"control","Kcnab1","oligodendrocyte.precursor.cells"
"Cldn11.11",0.000104680753640678,0.364321467394632,0.324,0.221,1,"control","Cldn11","oligodendrocyte.precursor.cells"
"Frmd4a.12",0.000104931323188488,0.621080458373776,0.514,0.412,1,"control","Frmd4a","oligodendrocyte.precursor.cells"
"Arpc1a.1",0.000105463727873936,0.15900645653428,0.405,0.278,1,"control","Arpc1a","oligodendrocyte.precursor.cells"
"Ubl3.12",0.000105927947597151,0.279530391263355,0.422,0.309,1,"control","Ubl3","oligodendrocyte.precursor.cells"
"Itpk1.12",0.000107459261360828,0.228894660171751,0.259,0.162,1,"control","Itpk1","oligodendrocyte.precursor.cells"
"Ralgds.11",0.000108531025023959,0.207714203447858,0.259,0.162,1,"control","Ralgds","oligodendrocyte.precursor.cells"
"Brk1.1",0.000108649395461449,0.198905439227161,0.234,0.143,1,"control","Brk1","oligodendrocyte.precursor.cells"
"B9d1.1",0.000108733728744716,-0.312954919678847,0.074,0.143,1,"control","B9d1","oligodendrocyte.precursor.cells"
"Kcnh8.1",0.000108759331837814,-0.46769187269942,0.323,0.409,1,"control","Kcnh8","oligodendrocyte.precursor.cells"
"Dcbld2.1",0.000112372388738477,0.269986108783438,0.387,0.278,1,"control","Dcbld2","oligodendrocyte.precursor.cells"
"Srpk3.1",0.000116640699569024,0.137858029042177,0.362,0.24,1,"control","Srpk3","oligodendrocyte.precursor.cells"
"Rps24.1",0.00011667341405336,0.199043409179545,0.276,0.174,1,"control","Rps24","oligodendrocyte.precursor.cells"
"Pxn.1",0.000116761982611464,0.153711746209393,0.229,0.136,1,"control","Pxn","oligodendrocyte.precursor.cells"
"Fkbp1a.11",0.000118762961762079,0.186100767454881,0.319,0.209,1,"control","Fkbp1a","oligodendrocyte.precursor.cells"
"Lrrc4c.1",0.000120095945674095,-0.201568919520782,0.993,0.988,1,"control","Lrrc4c","oligodendrocyte.precursor.cells"
"Soga1.1",0.000121207786962764,0.195791982047888,0.548,0.403,1,"control","Soga1","oligodendrocyte.precursor.cells"
"Pgap2.1",0.000121815641253125,0.176676035918119,0.297,0.19,1,"control","Pgap2","oligodendrocyte.precursor.cells"
"Foxn2.11",0.000125254476116531,0.204046156911739,0.344,0.228,1,"control","Foxn2","oligodendrocyte.precursor.cells"
"Gtf2f2.1",0.000130725138636925,0.269664421291082,0.387,0.278,1,"control","Gtf2f2","oligodendrocyte.precursor.cells"
"Abhd2.1",0.000130992385186908,-0.335836488804462,0.578,0.655,1,"control","Abhd2","oligodendrocyte.precursor.cells"
"Zeb2.14",0.000131092138067167,0.25746193595079,0.919,0.884,1,"control","Zeb2","oligodendrocyte.precursor.cells"
"Dnah7b.1",0.000132673115338493,-0.321527558402307,0.117,0.198,1,"control","Dnah7b","oligodendrocyte.precursor.cells"
"Klhl5.11",0.000137040978504979,0.260463065973334,0.623,0.502,1,"control","Klhl5","oligodendrocyte.precursor.cells"
"Bcl6.12",0.000140321497963363,0.36804979257919,0.202,0.121,1,"control","Bcl6","oligodendrocyte.precursor.cells"
"Tnks2.1",0.0001409954418231,0.189059283745726,0.472,0.338,1,"control","Tnks2","oligodendrocyte.precursor.cells"
"Arhgap5.11",0.000148667054357024,0.207058970719869,0.56,0.422,1,"control","Arhgap5","oligodendrocyte.precursor.cells"
"Rhoa.11",0.000149105009958981,0.120985546279367,0.297,0.19,1,"control","Rhoa","oligodendrocyte.precursor.cells"
"Itpr2.1",0.000151214735817362,0.329698149219225,0.87,0.807,1,"control","Itpr2","oligodendrocyte.precursor.cells"
"Cln3.1",0.000152330242203841,0.122048284565834,0.144,0.072,1,"control","Cln3","oligodendrocyte.precursor.cells"
"Gpr180.1",0.000153938480469271,0.135744614428357,0.243,0.145,1,"control","Gpr180","oligodendrocyte.precursor.cells"
"Ctdsp2.1",0.000154853431464503,0.194450900362575,0.297,0.193,1,"control","Ctdsp2","oligodendrocyte.precursor.cells"
"Cpeb2.11",0.0001568707586901,0.243974886513498,0.596,0.476,1,"control","Cpeb2","oligodendrocyte.precursor.cells"
"Gjc3.11",0.000160957266366953,0.286583681051179,0.795,0.703,1,"control","Gjc3","oligodendrocyte.precursor.cells"
"Nsd1.1",0.000167024600529033,0.215902044162797,0.762,0.648,1,"control","Nsd1","oligodendrocyte.precursor.cells"
"Ide.1",0.000168477615605618,0.138312203233547,0.214,0.124,1,"control","Ide","oligodendrocyte.precursor.cells"
"Mast1.1",0.000175795215607603,0.171083192042856,0.121,0.057,1,"control","Mast1","oligodendrocyte.precursor.cells"
"Prickle1.11",0.000175935889386908,0.285650745514375,0.515,0.403,1,"control","Prickle1","oligodendrocyte.precursor.cells"
"Rab18.1",0.000178290580078567,0.124489113232403,0.202,0.116,1,"control","Rab18","oligodendrocyte.precursor.cells"
"Creb5.11",0.000182901649844037,-0.228657870040965,0.31,0.416,1,"control","Creb5","oligodendrocyte.precursor.cells"
"Gm43915.1",0.000183073340283162,0.172296053838464,0.234,0.143,1,"control","Gm43915","oligodendrocyte.precursor.cells"
"Cpm.12",0.000183129874406831,0.172591147153466,0.132,0.064,1,"control","Cpm","oligodendrocyte.precursor.cells"
"Map4k5.13",0.000183388744783243,0.251423731881569,0.537,0.41,1,"control","Map4k5","oligodendrocyte.precursor.cells"
"Mycl.1",0.000183406990645138,0.19657986171663,0.115,0.053,1,"control","Mycl","oligodendrocyte.precursor.cells"
"Arid1a.1",0.000184153281086911,0.157383175437789,0.517,0.384,1,"control","Arid1a","oligodendrocyte.precursor.cells"
"Agpat4.11",0.000184567648109541,0.204483926967896,0.479,0.359,1,"control","Agpat4","oligodendrocyte.precursor.cells"
"Ptprg.1",0.000185962764332288,-0.271314564342821,0.816,0.833,1,"control","Ptprg","oligodendrocyte.precursor.cells"
"Cacng4.1",0.000186345741385092,-0.27477797712393,0.582,0.667,1,"control","Cacng4","oligodendrocyte.precursor.cells"
"Impa1.1",0.00018893348150332,0.122967889991351,0.171,0.093,1,"control","Impa1","oligodendrocyte.precursor.cells"
"Llgl1.1",0.000189917873208577,0.18632481686168,0.216,0.129,1,"control","Llgl1","oligodendrocyte.precursor.cells"
"Styx.1",0.000191817634488502,0.171931370384129,0.245,0.152,1,"control","Styx","oligodendrocyte.precursor.cells"
"Slc6a1.11",0.000193802811402773,0.240846448483907,0.596,0.466,1,"control","Slc6a1","oligodendrocyte.precursor.cells"
"Gm26749.11",0.000194330215247596,0.12057185709234,0.344,0.228,1,"control","Gm26749","oligodendrocyte.precursor.cells"
"Gal3st1.1",0.000194479557705237,0.244184633187969,0.423,0.307,1,"control","Gal3st1","oligodendrocyte.precursor.cells"
"Sept7.12",0.000194952044887671,0.216468347783255,0.795,0.695,1,"control","Sept7","oligodendrocyte.precursor.cells"
"Gm20404.1",0.000195805417327523,0.166899219200666,0.204,0.119,1,"control","Gm20404","oligodendrocyte.precursor.cells"
"Gpaa1.1",0.000196695853017997,0.155370576982663,0.15,0.078,1,"control","Gpaa1","oligodendrocyte.precursor.cells"
"Sema3c.11",0.000198728466986351,0.115304550264736,0.112,0.05,1,"control","Sema3c","oligodendrocyte.precursor.cells"
"Ntm.11",0.000199745689744192,-0.24032928675945,0.84,0.883,1,"control","Ntm","oligodendrocyte.precursor.cells"
"Dpyd.11",0.000201609962693415,-0.303406766845031,0.674,0.716,1,"control","Dpyd","oligodendrocyte.precursor.cells"
"Tfeb.1",0.000210592468220745,0.193750162554978,0.297,0.198,1,"control","Tfeb","oligodendrocyte.precursor.cells"
"Plekhg1.11",0.000211110296193374,0.324418702950372,0.405,0.302,1,"control","Plekhg1","oligodendrocyte.precursor.cells"
"Etv6.11",0.000212728523173343,0.255497950778111,0.676,0.562,1,"control","Etv6","oligodendrocyte.precursor.cells"
"Pak2.12",0.000215254783469481,0.184040859671298,0.405,0.286,1,"control","Pak2","oligodendrocyte.precursor.cells"
"Ttyh2.1",0.000218749454130336,0.158705354340988,0.261,0.167,1,"control","Ttyh2","oligodendrocyte.precursor.cells"
"Anks1.11",0.000221053328722986,0.14436440469539,0.348,0.233,1,"control","Anks1","oligodendrocyte.precursor.cells"
"Map7.12",0.000221253029673257,0.369796198838015,0.519,0.426,1,"control","Map7","oligodendrocyte.precursor.cells"
"5830418P13Rik.1",0.00022179541397934,0.120437012758527,0.265,0.167,1,"control","5830418P13Rik","oligodendrocyte.precursor.cells"
"Zdhhc7.1",0.000233723516275171,0.161232001181958,0.159,0.086,1,"control","Zdhhc7","oligodendrocyte.precursor.cells"
"Desi1.1",0.000234364044768092,0.164630355012019,0.274,0.174,1,"control","Desi1","oligodendrocyte.precursor.cells"
"Got2.1",0.000239328604885144,0.172852942290394,0.175,0.098,1,"control","Got2","oligodendrocyte.precursor.cells"
"Secisbp2l.1",0.000245886441435363,0.299407137333397,0.4,0.286,1,"control","Secisbp2l","oligodendrocyte.precursor.cells"
"Psmc3.1",0.00025264959372867,0.116269359580504,0.141,0.072,1,"control","Psmc3","oligodendrocyte.precursor.cells"
"Lsm14b.1",0.000255128463826261,0.133575107531983,0.13,0.064,1,"control","Lsm14b","oligodendrocyte.precursor.cells"
"Cyfip2.11",0.000255365094065439,0.347092934604297,0.58,0.472,1,"control","Cyfip2","oligodendrocyte.precursor.cells"
"Lgi3.1",0.00025805608300001,0.181728707600762,0.335,0.226,1,"control","Lgi3","oligodendrocyte.precursor.cells"
"Lrrc42.1",0.000259627504241293,0.117308227498673,0.184,0.103,1,"control","Lrrc42","oligodendrocyte.precursor.cells"
"Cdh20.12",0.000262576116239802,0.322243492451254,0.827,0.76,1,"control","Cdh20","oligodendrocyte.precursor.cells"
"Cnksr3.12",0.000264023887847831,0.515626202172297,0.38,0.283,1,"control","Cnksr3","oligodendrocyte.precursor.cells"
"Nrg1.12",0.000265369142822098,0.399172676750331,0.735,0.624,1,"control","Nrg1","oligodendrocyte.precursor.cells"
"Mtrex.1",0.000265553876025218,0.13435752620028,0.332,0.222,1,"control","Mtrex","oligodendrocyte.precursor.cells"
"Camkv.13",0.00026802995352665,0.152957371298728,0.155,0.083,1,"control","Camkv","oligodendrocyte.precursor.cells"
"Ints6.14",0.000270371057882092,0.307719052025763,0.515,0.4,1,"control","Ints6","oligodendrocyte.precursor.cells"
"Ssna1.1",0.000271995566809305,0.195956926207158,0.186,0.109,1,"control","Ssna1","oligodendrocyte.precursor.cells"
"Nfkbib.1",0.00027239096514809,0.102995833662661,0.117,0.055,1,"control","Nfkbib","oligodendrocyte.precursor.cells"
"Kdm4a.11",0.000273660856498338,0.169226323288282,0.195,0.114,1,"control","Kdm4a","oligodendrocyte.precursor.cells"
"Pdcd4.11",0.000274769951267691,0.485440826928321,0.454,0.359,1,"control","Pdcd4","oligodendrocyte.precursor.cells"
"Erp44.1",0.000278738809906789,0.141290510996913,0.317,0.209,1,"control","Erp44","oligodendrocyte.precursor.cells"
"Acss2.1",0.000280173688319719,0.15988915238196,0.243,0.153,1,"control","Acss2","oligodendrocyte.precursor.cells"
"Snrpf.1",0.000280938962392066,0.209115065841586,0.27,0.176,1,"control","Snrpf","oligodendrocyte.precursor.cells"
"Mapt.12",0.00028791857258224,0.290277557228606,0.75,0.64,1,"control","Mapt","oligodendrocyte.precursor.cells"
"Cdyl.1",0.000288815251353349,0.220447158456398,0.386,0.276,1,"control","Cdyl","oligodendrocyte.precursor.cells"
"Gm20646.1",0.000290040028748932,-0.28950754585371,0.105,0.176,1,"control","Gm20646","oligodendrocyte.precursor.cells"
"Cav1.1",0.000293186073079064,0.243271592324463,0.137,0.072,1,"control","Cav1","oligodendrocyte.precursor.cells"
"Caprin1.12",0.000305120934092822,0.169813741640719,0.494,0.359,1,"control","Caprin1","oligodendrocyte.precursor.cells"
"Dusp7.1",0.000306886821503299,0.187394295644624,0.191,0.114,1,"control","Dusp7","oligodendrocyte.precursor.cells"
"Arl8b.11",0.000310272193924697,0.165323062312145,0.263,0.171,1,"control","Arl8b","oligodendrocyte.precursor.cells"
"Sirt2.11",0.000311985127532011,0.206142389922558,0.623,0.503,1,"control","Sirt2","oligodendrocyte.precursor.cells"
"Nolc1.1",0.000312777616896587,0.139146040373747,0.137,0.071,1,"control","Nolc1","oligodendrocyte.precursor.cells"
"Chka.12",0.000319741578103828,0.243334022996301,0.452,0.338,1,"control","Chka","oligodendrocyte.precursor.cells"
"Mpzl1.1",0.000321256618045123,0.410447651287337,0.625,0.552,1,"control","Mpzl1","oligodendrocyte.precursor.cells"
"Eya1.11",0.000322196215022637,-0.409608664423675,0.348,0.428,1,"control","Eya1","oligodendrocyte.precursor.cells"
"Zfp800.1",0.000323457223322197,0.176230595292076,0.256,0.166,1,"control","Zfp800","oligodendrocyte.precursor.cells"
"Tfrc.1",0.000325988710557571,0.125012113245894,0.173,0.097,1,"control","Tfrc","oligodendrocyte.precursor.cells"
"Slc6a8.11",0.000328520453635315,0.153079676461919,0.198,0.117,1,"control","Slc6a8","oligodendrocyte.precursor.cells"
"Elf1.11",0.000334199690042074,0.243472024557489,0.427,0.316,1,"control","Elf1","oligodendrocyte.precursor.cells"
"Rlbp1.1",0.000335570349807043,-0.310134884359372,0.144,0.222,1,"control","Rlbp1","oligodendrocyte.precursor.cells"
"Xpo7.1",0.000337682464408063,0.203952624482671,0.477,0.353,1,"control","Xpo7","oligodendrocyte.precursor.cells"
"Rpl6.11",0.000342302734338005,0.164175473161304,0.431,0.307,1,"control","Rpl6","oligodendrocyte.precursor.cells"
"Ednrb.1",0.000347912227497021,-0.349311069164789,0.207,0.297,1,"control","Ednrb","oligodendrocyte.precursor.cells"
"Zfp36l1.11",0.0003501692530163,-0.337283367126569,0.27,0.366,1,"control","Zfp36l1","oligodendrocyte.precursor.cells"
"Micos10.1",0.000350626369123713,0.144416231262601,0.241,0.15,1,"control","Micos10","oligodendrocyte.precursor.cells"
"Sept5.1",0.000352037606296107,0.11410221100487,0.101,0.045,1,"control","Sept5","oligodendrocyte.precursor.cells"
"D630045J12Rik.1",0.000353643203991461,0.246183944186385,0.659,0.56,1,"control","D630045J12Rik","oligodendrocyte.precursor.cells"
"Cdk14.11",0.000354056660085635,0.350783934940002,0.793,0.734,1,"control","Cdk14","oligodendrocyte.precursor.cells"
"Ctbp1.1",0.000355525313292259,0.153979184644213,0.184,0.107,1,"control","Ctbp1","oligodendrocyte.precursor.cells"
"Copb1.1",0.000366004605078946,0.163991589990361,0.29,0.195,1,"control","Copb1","oligodendrocyte.precursor.cells"
"Rasgef1b.1",0.000366829425497794,0.168337010843279,0.575,0.441,1,"control","Rasgef1b","oligodendrocyte.precursor.cells"
"Zfp248.1",0.000367556755154552,0.14878054508529,0.124,0.062,1,"control","Zfp248","oligodendrocyte.precursor.cells"
"Rora.11",0.000369186203944217,-0.262622637299715,0.823,0.838,1,"control","Rora","oligodendrocyte.precursor.cells"
"Gna12.1",0.000375497690076978,0.149318689235112,0.283,0.184,1,"control","Gna12","oligodendrocyte.precursor.cells"
"Mcmbp.1",0.000381288656784801,0.158418995627959,0.277,0.181,1,"control","Mcmbp","oligodendrocyte.precursor.cells"
"Zadh2.1",0.000382920827620047,0.131058319561218,0.18,0.103,1,"control","Zadh2","oligodendrocyte.precursor.cells"
"Ppm1l.13",0.000383230133353257,0.326138620933188,0.614,0.519,1,"control","Ppm1l","oligodendrocyte.precursor.cells"
"Irs1.1",0.00038719176781493,0.353400611875888,0.38,0.288,1,"control","Irs1","oligodendrocyte.precursor.cells"
"Kdm7a.1",0.000388605485987952,0.169744642244569,0.263,0.169,1,"control","Kdm7a","oligodendrocyte.precursor.cells"
"Epb41l2.1",0.000390703510195164,0.341724726853013,0.508,0.409,1,"control","Epb41l2","oligodendrocyte.precursor.cells"
"Rabggtb.1",0.000394338873418748,0.121381608052333,0.153,0.083,1,"control","Rabggtb","oligodendrocyte.precursor.cells"
"Mitf.12",0.000398447258557594,0.309433414355867,0.53,0.424,1,"control","Mitf","oligodendrocyte.precursor.cells"
"Ntmt1.1",0.000400313166946087,0.13668114145624,0.123,0.06,1,"control","Ntmt1","oligodendrocyte.precursor.cells"
"Fxr2.1",0.000402393545719172,0.14733238811194,0.272,0.174,1,"control","Fxr2","oligodendrocyte.precursor.cells"
"Eif5.1",0.0004024589998876,0.140844697851409,0.295,0.198,1,"control","Eif5","oligodendrocyte.precursor.cells"
"Kif21a.11",0.000404709750932039,0.2815646050999,0.45,0.345,1,"control","Kif21a","oligodendrocyte.precursor.cells"
"Ccser1.11",0.000410067341347687,-0.290071863297589,0.768,0.783,1,"control","Ccser1","oligodendrocyte.precursor.cells"
"Zfp365.12",0.000412707495311573,0.21305451619795,0.342,0.238,1,"control","Zfp365","oligodendrocyte.precursor.cells"
"Gm36988.1",0.000415564802540935,0.264351410817435,0.231,0.147,1,"control","Gm36988","oligodendrocyte.precursor.cells"
"Gm13919.1",0.000419556629879765,0.183537923754197,0.151,0.083,1,"control","Gm13919","oligodendrocyte.precursor.cells"
"Gm13187.1",0.000420062493104981,0.597423794693614,0.256,0.178,1,"control","Gm13187","oligodendrocyte.precursor.cells"
"Per3.11",0.000424634332852545,0.194453384417949,0.378,0.269,1,"control","Per3","oligodendrocyte.precursor.cells"
"Htra1.12",0.000427868725407138,0.339591886696857,0.227,0.148,1,"control","Htra1","oligodendrocyte.precursor.cells"
"Dact3.1",0.000428561428462801,0.176020509595023,0.162,0.091,1,"control","Dact3","oligodendrocyte.precursor.cells"
"Dicer1.1",0.000434040214765667,0.123399072519535,0.456,0.329,1,"control","Dicer1","oligodendrocyte.precursor.cells"
"Asap3.1",0.000437576124841141,0.199946111185199,0.308,0.212,1,"control","Asap3","oligodendrocyte.precursor.cells"
"Zfyve1.12",0.000438007656554032,0.188359741405647,0.315,0.214,1,"control","Zfyve1","oligodendrocyte.precursor.cells"
"Bcar1.13",0.000440153268788926,0.193809672720057,0.305,0.205,1,"control","Bcar1","oligodendrocyte.precursor.cells"
"Fbxw8.1",0.000442246116020398,0.145958444075136,0.259,0.167,1,"control","Fbxw8","oligodendrocyte.precursor.cells"
"Lrp1b.1",0.000446038518325979,-0.187391884046532,0.95,0.96,1,"control","Lrp1b","oligodendrocyte.precursor.cells"
"Cherp.1",0.000456591674486484,0.144622412396608,0.214,0.129,1,"control","Cherp","oligodendrocyte.precursor.cells"
"Rps11.1",0.000458966922739392,0.222640481530562,0.195,0.119,1,"control","Rps11","oligodendrocyte.precursor.cells"
"Gm2164.1",0.000460618552674074,-0.376327569342731,0.36,0.438,1,"control","Gm2164","oligodendrocyte.precursor.cells"
"Tshz2.1",0.00046075592535785,-0.411621078076247,0.276,0.362,1,"control","Tshz2","oligodendrocyte.precursor.cells"
"Cacna1e.11",0.000465257734112649,-0.377771963109295,0.306,0.386,1,"control","Cacna1e","oligodendrocyte.precursor.cells"
"2700097O09Rik.11",0.000470043049607259,0.177603174894011,0.256,0.167,1,"control","2700097O09Rik","oligodendrocyte.precursor.cells"
"Amotl2.1",0.000473265257770747,0.129808499284683,0.171,0.097,1,"control","Amotl2","oligodendrocyte.precursor.cells"
"Qk.1",0.000474952977533956,0.230899237602384,0.993,0.983,1,"control","Qk","oligodendrocyte.precursor.cells"
"Tfcp2.11",0.000482881339624737,0.124504086501055,0.328,0.219,1,"control","Tfcp2","oligodendrocyte.precursor.cells"
"Vps54.1",0.00048598940862044,0.16520118907564,0.454,0.329,1,"control","Vps54","oligodendrocyte.precursor.cells"
"Rbsn.1",0.000486595520939816,0.112561951885971,0.119,0.059,1,"control","Rbsn","oligodendrocyte.precursor.cells"
"Clpx.1",0.00049270782130101,0.131009121087512,0.272,0.176,1,"control","Clpx","oligodendrocyte.precursor.cells"
"Gas7.11",0.000496491507080429,0.347480986666655,0.324,0.229,1,"control","Gas7","oligodendrocyte.precursor.cells"
"Cyth1.12",0.000501885579132385,0.152874373763801,0.35,0.248,1,"control","Cyth1","oligodendrocyte.precursor.cells"
"Eid1.1",0.00050579231631509,0.150318364515663,0.393,0.281,1,"control","Eid1","oligodendrocyte.precursor.cells"
"Naa25.1",0.000506045208567883,0.157869200615295,0.177,0.103,1,"control","Naa25","oligodendrocyte.precursor.cells"
"Synj2.1",0.000511997080588044,0.172886543444584,0.117,0.059,1,"control","Synj2","oligodendrocyte.precursor.cells"
"Usp48.1",0.000528113658896919,0.154977458953287,0.414,0.297,1,"control","Usp48","oligodendrocyte.precursor.cells"
"Chordc1.11",0.000528584533298438,0.137030570365048,0.321,0.216,1,"control","Chordc1","oligodendrocyte.precursor.cells"
"Cdon.1",0.00052984479205005,0.11313009160026,0.121,0.06,1,"control","Cdon","oligodendrocyte.precursor.cells"
"Pakap.12",0.00053044732628424,0.375430753308343,0.249,0.167,1,"control","Pakap","oligodendrocyte.precursor.cells"
"2610035D17Rik.1",0.000534128696786929,0.271592598002516,0.796,0.698,1,"control","2610035D17Rik","oligodendrocyte.precursor.cells"
"Prkcb.1",0.000543030278537269,-0.276927356282533,0.739,0.759,1,"control","Prkcb","oligodendrocyte.precursor.cells"
"Gtf2h1.1",0.000547676213227636,0.20854185509765,0.382,0.281,1,"control","Gtf2h1","oligodendrocyte.precursor.cells"
"Jph1.1",0.000547762043631876,0.175205306344344,0.128,0.067,1,"control","Jph1","oligodendrocyte.precursor.cells"
"Zfp516.1",0.000550356138283017,0.164755267627246,0.411,0.295,1,"control","Zfp516","oligodendrocyte.precursor.cells"
"Ssh3.1",0.000551076187016303,0.110542650842447,0.175,0.102,1,"control","Ssh3","oligodendrocyte.precursor.cells"
"Ago2.11",0.000552676055121776,0.163006910504628,0.344,0.234,1,"control","Ago2","oligodendrocyte.precursor.cells"
"Sptan1.11",0.000555096200609329,0.228207608633428,0.526,0.41,1,"control","Sptan1","oligodendrocyte.precursor.cells"
"Slc1a1.12",0.000555549404946228,0.268467608544343,0.715,0.614,1,"control","Slc1a1","oligodendrocyte.precursor.cells"
"Mtmr3.1",0.000560464823522393,0.206806497938133,0.584,0.459,1,"control","Mtmr3","oligodendrocyte.precursor.cells"
"Chst8.1",0.000566610385267081,0.277328686675377,0.25,0.169,1,"control","Chst8","oligodendrocyte.precursor.cells"
"Sik2.12",0.000568272505232252,0.13829179736637,0.503,0.379,1,"control","Sik2","oligodendrocyte.precursor.cells"
"Spns2.11",0.00056850134548227,0.133395626767064,0.276,0.179,1,"control","Spns2","oligodendrocyte.precursor.cells"
"Tada2a.1",0.000581826638455574,0.161017529752071,0.252,0.164,1,"control","Tada2a","oligodendrocyte.precursor.cells"
"Lgals8.1",0.00058917493006222,0.162493978000113,0.198,0.121,1,"control","Lgals8","oligodendrocyte.precursor.cells"
"Shcbp1l.11",0.000593366391414758,0.139619331275942,0.141,0.076,1,"control","Shcbp1l","oligodendrocyte.precursor.cells"
"Col20a1.1",0.000607140513128581,0.136552798670673,0.198,0.119,1,"control","Col20a1","oligodendrocyte.precursor.cells"
"Mllt10.1",0.000623357544429907,0.184469576270318,0.62,0.497,1,"control","Mllt10","oligodendrocyte.precursor.cells"
"Med13.1",0.000625566776296558,0.125170368401094,0.512,0.371,1,"control","Med13","oligodendrocyte.precursor.cells"
"Josd2.1",0.000628169498140968,0.181978729875215,0.314,0.214,1,"control","Josd2","oligodendrocyte.precursor.cells"
"Selenow.11",0.000634349453203881,0.15943755897439,0.286,0.191,1,"control","Selenow","oligodendrocyte.precursor.cells"
"Edil3.12",0.000635701249493566,0.327511316203489,0.634,0.564,1,"control","Edil3","oligodendrocyte.precursor.cells"
"Stard13.11",0.000638083522853236,0.27530033267846,0.647,0.547,1,"control","Stard13","oligodendrocyte.precursor.cells"
"Pid1.11",0.000640826069031581,-0.3085695204842,0.714,0.741,1,"control","Pid1","oligodendrocyte.precursor.cells"
"Carm1.1",0.000648477911844642,0.121359199237034,0.24,0.15,1,"control","Carm1","oligodendrocyte.precursor.cells"
"Memo1.11",0.000649609979413283,0.146479669008792,0.436,0.314,1,"control","Memo1","oligodendrocyte.precursor.cells"
"4932413F04Rik.1",0.000651660085412965,0.103495989413592,0.155,0.086,1,"control","4932413F04Rik","oligodendrocyte.precursor.cells"
"Tma7.1",0.000652755665800928,0.170280793382064,0.202,0.124,1,"control","Tma7","oligodendrocyte.precursor.cells"
