"","p_val","gene","diffexpressed","celltype"
"4105",0.000134340433072413,"Adcyap1r1","DOWN","astrocytes"
"4106",0.000136492482213725,"Srgap1","UP","astrocytes"
"4107",0.000137331232378273,"Rassf8","DOWN","astrocytes"
"4108",0.000138463148957771,"Tprkb","UP","astrocytes"
"4109",0.000139777520538715,"Ern1","DOWN","astrocytes"
"4110",0.000140256241125464,"Zfand3","DOWN","astrocytes"
"4111",0.000141234413256882,"Poglut1","DOWN","astrocytes"
"4112",0.000145610785437787,"9430015G10Rik","DOWN","astrocytes"
"4113",0.000148115063238825,"Mboat2","DOWN","astrocytes"
"4114",0.00014921258816668,"Rap1gds1","DOWN","astrocytes"
"4115",0.00014951319758866,"Cnot3","DOWN","astrocytes"
"4116",0.000151784024080846,"Uqcr10","DOWN","astrocytes"
"4117",0.000152851830307415,"Ctnna2","UP","astrocytes"
"4118",0.000155884555846285,"Limk2","UP","astrocytes"
"4119",0.000162880191954164,"Nck2","DOWN","astrocytes"
"4120",0.000168132110807372,"Xkr4","DOWN","astrocytes"
"4121",0.000170148871571334,"Osbpl9","DOWN","astrocytes"
"4122",0.000171049152418172,"Dctd","DOWN","astrocytes"
"4123",0.000172569183168811,"Slc22a23","UP","astrocytes"
"4124",0.000174181827628852,"Dmd","UP","astrocytes"
"4125",0.000175745391985066,"2900097C17Rik","DOWN","astrocytes"
"4126",0.000178304207891626,"Cdh19","DOWN","astrocytes"
"4127",0.000178968653146954,"Gstm1","UP","astrocytes"
"4128",0.000180431379665559,"Adamts6","UP","astrocytes"
"4129",0.00018051303600963,"Med12l","DOWN","astrocytes"
"4130",0.000181100111088044,"Unc13c","DOWN","astrocytes"
"4131",0.000181352173549481,"Uggt1","DOWN","astrocytes"
"4132",0.000184753700294597,"Dapk1","UP","astrocytes"
"4133",0.00018797253994666,"Slc1a4","UP","astrocytes"
"4134",0.000191929570928226,"Pbx1","UP","astrocytes"
"4135",0.000192555774444104,"Rhob","DOWN","astrocytes"
"4136",0.000193973158558324,"Spred1","DOWN","astrocytes"
"4137",0.000194334733197241,"Slc13a5","UP","astrocytes"
"4138",0.000194979600145523,"AA387883","DOWN","astrocytes"
"4139",0.000195447764646878,"Vamp2","DOWN","astrocytes"
"4140",0.000199761350757297,"Arih1","DOWN","astrocytes"
"4141",0.000202015433402956,"Rps6kb1","DOWN","astrocytes"
"4142",0.000206090121443162,"Ostm1","UP","astrocytes"
"4143",0.000207764995473983,"Ankrd16","DOWN","astrocytes"
"4144",0.000209693835538329,"Trmt9b","UP","astrocytes"
"4145",0.000209867269623372,"Ash1l","DOWN","astrocytes"
"4146",0.000213547935259488,"Gfod1","UP","astrocytes"
"4147",0.000213705447692711,"Bhlhe40","DOWN","astrocytes"
"4148",0.000218554061907324,"Lmbr1","DOWN","astrocytes"
"4149",0.000219627875149902,"Gadd45g","DOWN","astrocytes"
"4150",0.000224309131027709,"Sox8","DOWN","astrocytes"
"4151",0.000228880356078662,"Nebl","UP","astrocytes"
"4152",0.000233450795280053,"Ppp1r16b","UP","astrocytes"
"4153",0.000235676928414577,"Fyttd1","DOWN","astrocytes"
"4154",0.000235754439197501,"Pde7b","UP","astrocytes"
"4155",0.000236543933236354,"Wwc1","UP","astrocytes"
"4156",0.000249010012952702,"Pacrg","DOWN","astrocytes"
"4157",0.000252907389448134,"Bcat2","UP","astrocytes"
"4158",0.000253336075122828,"Dip2b","DOWN","astrocytes"
"4159",0.000256190918227092,"Gm37240","DOWN","astrocytes"
"4160",0.000261206349652332,"Otud7a","DOWN","astrocytes"
"4161",0.000261494910479846,"Snph","DOWN","astrocytes"
"4162",0.000263228085131585,"Pcbp2","DOWN","astrocytes"
"4163",0.000268597202231855,"Add3","UP","astrocytes"
"4164",0.000276934167495112,"Map1b","DOWN","astrocytes"
"4165",0.000281514500322386,"Dop1b","UP","astrocytes"
"4166",0.000287294375787677,"Tafa2","DOWN","astrocytes"
"4167",0.000292399712412314,"Setx","DOWN","astrocytes"
"4168",0.000294123829646843,"Psmd7","DOWN","astrocytes"
"4169",0.000295768081735311,"Srpk1","DOWN","astrocytes"
"4170",0.000296662870390359,"Wwox","DOWN","astrocytes"
"4171",0.000297309036902032,"Ptar1","UP","astrocytes"
"4172",0.000299471277934722,"Kank1","UP","astrocytes"
"4173",0.000299506390875003,"Ppil2","DOWN","astrocytes"
"4174",0.000302801654130095,"Tubb2a","UP","astrocytes"
"4175",0.000302829072696798,"Rsf1","DOWN","astrocytes"
"4176",0.000303716463971438,"Fam98a","DOWN","astrocytes"
"4177",0.000304301689581372,"Lef1","DOWN","astrocytes"
"4178",0.00030549869355522,"Mtr","DOWN","astrocytes"
"4179",0.000306860625466052,"Ap3m1","DOWN","astrocytes"
"4180",0.000308860975254662,"Ttll4","DOWN","astrocytes"
"4181",0.000314170268278834,"Zfp641","DOWN","astrocytes"
"4182",0.000322499173971833,"Tapt1","DOWN","astrocytes"
"4183",0.000324758777367432,"Zbtb11","DOWN","astrocytes"
"4184",0.00033127625535248,"Sfswap","DOWN","astrocytes"
"4185",0.000337601322067493,"Frmpd4","DOWN","astrocytes"
"4186",0.000343331682264082,"Lingo2","DOWN","astrocytes"
"4187",0.000350167856515468,"Cyth1","DOWN","astrocytes"
"4188",0.000350567233016873,"Amot","DOWN","astrocytes"
"4189",0.00035181575511934,"Kirrel2","DOWN","astrocytes"
"4190",0.000358415237553976,"Uhrf1bp1l","DOWN","astrocytes"
"4191",0.000365511297513326,"Elmod3","DOWN","astrocytes"
"4192",0.000369359458152821,"Exoc7","DOWN","astrocytes"
"4193",0.000389884404048067,"Astn2","DOWN","astrocytes"
"4194",0.000390798248171781,"Dbx2","DOWN","astrocytes"
"4195",0.000400471693196766,"Lrp1","UP","astrocytes"
"4196",0.000400673961857896,"Glis3","DOWN","astrocytes"
"4197",0.000402045362944082,"Ptms","DOWN","astrocytes"
"4198",0.000403897467523819,"Rarb","UP","astrocytes"
"4199",0.000410851253177778,"Rufy3","DOWN","astrocytes"
"4200",0.000411260466588098,"Hepacam","DOWN","astrocytes"
"4201",0.000412870183220508,"Itga6","UP","astrocytes"
"4202",0.00041653382645823,"Galnt7","DOWN","astrocytes"
"4203",0.000416722812014697,"Mapk14","DOWN","astrocytes"
"4204",0.000417095168033878,"Tcf7l2","DOWN","astrocytes"
"4205",0.000432606364215705,"Apoe","UP","astrocytes"
"4206",0.000439659619899756,"Slc20a2","UP","astrocytes"
"4207",0.00044399886058331,"Sae1","DOWN","astrocytes"
"4208",0.00044435036607591,"Pou3f3","UP","astrocytes"
"4209",0.000446471635832883,"Zfp654","DOWN","astrocytes"
"4210",0.000450729525190077,"Pitpna","DOWN","astrocytes"
"4211",0.000451034036234818,"Gm7967","UP","astrocytes"
"4212",0.000459159946476284,"Diaph3","UP","astrocytes"
"4213",0.000472117278779238,"Ss18","DOWN","astrocytes"
"4214",0.000474782191135823,"Atg5","DOWN","astrocytes"
"4215",0.000475418707616397,"Mir124-2hg","UP","astrocytes"
"4216",0.000478411629292425,"Pcmtd1","UP","astrocytes"
"4217",0.000487904012584376,"Acss1","UP","astrocytes"
"4218",0.000489944407529932,"Chpt1","DOWN","astrocytes"
"4219",0.00049205964325989,"Cdc42ep4","UP","astrocytes"
"4220",0.000503019219040597,"Tmtc3","DOWN","astrocytes"
"4221",0.000512741975925034,"Dennd2a","UP","astrocytes"
"4222",0.000519496113779394,"Spata5","DOWN","astrocytes"
"4223",0.000525257384152835,"Mad1l1","DOWN","astrocytes"
"4224",0.000527433176719865,"Slc8b1","UP","astrocytes"
"4225",0.000531679111762736,"Prr16","DOWN","astrocytes"
"4226",0.000541647424347893,"Arid2","DOWN","astrocytes"
"4227",0.000543564364088068,"Ranbp9","DOWN","astrocytes"
"4228",0.000547814589810131,"Ncor1","UP","astrocytes"
"4229",0.000558254402562629,"Ghr","DOWN","astrocytes"
"4230",0.0005614023841725,"Cul2","DOWN","astrocytes"
"4231",0.000566769310243711,"Atad2b","DOWN","astrocytes"
"4232",0.000575552599906061,"Nsf","DOWN","astrocytes"
"4233",0.00058485858888622,"Gm26512","DOWN","astrocytes"
"4234",0.00059058497560742,"Bmpr1b","UP","astrocytes"
"4235",0.00059646032504049,"Lrp8","UP","astrocytes"
"4236",0.000600843616418405,"Prkg1","DOWN","astrocytes"
"4237",0.000614533240512681,"Lamc1","DOWN","astrocytes"
"4238",0.00062064879087779,"Vamp1","DOWN","astrocytes"
"4239",0.000630651157395275,"Uchl3","DOWN","astrocytes"
"4240",0.000636190624777667,"Ctnnbl1","UP","astrocytes"
"4241",0.000640794813880937,"St6gal1","DOWN","astrocytes"
"4242",0.000672240828109277,"Ube2v2","DOWN","astrocytes"
"4243",0.000678493569171011,"Pten","DOWN","astrocytes"
"4244",0.000683127945684845,"Gopc","DOWN","astrocytes"
"4245",0.00068567604484212,"Jak2","DOWN","astrocytes"
"4246",0.000687358090009458,"Klf12","UP","astrocytes"
"4247",0.000692575082028599,"Polr3h","DOWN","astrocytes"
"4248",0.000695397339591224,"Lars2","DOWN","astrocytes"
"4249",0.000707745882643666,"Uba5","DOWN","astrocytes"
"4250",0.000711680893145906,"Nr3c2","DOWN","astrocytes"
"4251",0.000712523662156346,"Lhfpl2","UP","astrocytes"
"4252",0.00071757232588557,"Gria4","DOWN","astrocytes"
"4253",0.000718302999677216,"Tle1","DOWN","astrocytes"
"4254",0.000725276433556905,"Btbd9","DOWN","astrocytes"
"4255",0.000735138581243979,"Ablim1","DOWN","astrocytes"
"4256",0.000737201891525638,"Tmod2","DOWN","astrocytes"
"4257",0.000738589148164658,"Gm12239","UP","astrocytes"
"4258",0.000754682226509051,"Cbr3","UP","astrocytes"
"4259",0.000772742622015317,"Spon1","UP","astrocytes"
"4260",0.000773068323275306,"Lrch3","DOWN","astrocytes"
"4261",0.000775434347920644,"Psd3","DOWN","astrocytes"
"4262",0.000776625512312081,"Rpp14","UP","astrocytes"
"4263",0.000782192276720677,"Prkacb","DOWN","astrocytes"
"4264",0.000782391277226912,"Unk","UP","astrocytes"
"4265",0.000794843632030326,"Pabpc1","DOWN","astrocytes"
"4266",0.000798989508258877,"Nudt5","DOWN","astrocytes"
"4267",0.000805192580876457,"Aqp9","UP","astrocytes"
"4268",0.00081092657446878,"Ppm1l","DOWN","astrocytes"
"4269",0.00081723421596901,"Nup188","DOWN","astrocytes"
"4270",0.00082119623497932,"Ipo11","DOWN","astrocytes"
"4271",0.000826941854233956,"Heph","DOWN","astrocytes"
"4272",0.000852753701635398,"Itm2b","UP","astrocytes"
"4273",0.000853682499144394,"Sec11a","DOWN","astrocytes"
"4274",0.000859058544398891,"Myo16","DOWN","astrocytes"
"4275",0.000859578285415039,"Plcl2","DOWN","astrocytes"
"4276",0.000865342264751169,"Fbrsl1","UP","astrocytes"
"4277",0.00087532831481629,"Il18","DOWN","astrocytes"
"4278",0.000885558479811321,"Nrg2","DOWN","astrocytes"
"4279",0.0008916009563606,"Ftl1","DOWN","astrocytes"
"4280",0.000903797523259308,"Dtx3","UP","astrocytes"
"4281",0.000907734445419293,"Fbxo2","UP","astrocytes"
"4282",0.000911455720902987,"Hip1","DOWN","astrocytes"
"4283",0.000934804772330918,"Cdh4","UP","astrocytes"
"4284",0.000945199407187698,"Khdrbs1","DOWN","astrocytes"
"4285",0.000949523396867079,"Agmo","DOWN","astrocytes"
"4286",0.000957607476286791,"Pde9a","UP","astrocytes"
"4287",0.000976210475100359,"Enox1","DOWN","astrocytes"
"4288",0.000987947523303903,"Chst11","UP","astrocytes"
"4289",0.000990549144856069,"Zdhhc14","DOWN","astrocytes"
"4290",0.000990662766071785,"Notch1","UP","astrocytes"
"4291",0.00101148791286178,"Tom1l1","UP","astrocytes"
"4292",0.00103220400698291,"Shc3","UP","astrocytes"
"4293",0.00103820086364033,"Kif1b","DOWN","astrocytes"
"4294",0.00107841442527022,"Itpr1","DOWN","astrocytes"
"4295",0.00108769035566709,"Atg16l1","DOWN","astrocytes"
"4296",0.0010983505722179,"Wnt7a","UP","astrocytes"
"4297",0.00111300949163393,"Stk40","DOWN","astrocytes"
"4298",0.00112891797693824,"Ndp","DOWN","astrocytes"
"4299",0.00114342104729688,"P2rx4","UP","astrocytes"
"4300",0.00114960498009821,"Fbxo10","UP","astrocytes"
"4301",0.00115913318912762,"Mkln1","DOWN","astrocytes"
"4302",0.00117188561933729,"Timp3","UP","astrocytes"
"4303",0.00118334353173623,"Tmf1","DOWN","astrocytes"
"4304",0.00119366855562961,"Rimklb","UP","astrocytes"
"4305",0.00120064746553303,"Papss2","UP","astrocytes"
"4306",0.00121428757988864,"Dnajc3","DOWN","astrocytes"
"4307",0.00125106521679676,"Pdzph1","DOWN","astrocytes"
"4308",0.00127234941472006,"Nfat5","UP","astrocytes"
"4309",0.00127351409311743,"Mtch2","DOWN","astrocytes"
"4310",0.00130771890336965,"Slc30a10","UP","astrocytes"
"4311",0.00132077849436401,"Kansl1l","DOWN","astrocytes"
"4312",0.0013230179633223,"Pfkp","DOWN","astrocytes"
"4313",0.00134476963471777,"C030005K06Rik","UP","astrocytes"
"4314",0.00136750406131576,"4632427E13Rik","UP","astrocytes"
"4315",0.00137391841569301,"Amer2","UP","astrocytes"
"4316",0.00138652889203506,"Chka","DOWN","astrocytes"
"4317",0.00141964479422463,"Kifc3","UP","astrocytes"
"4318",0.00143424081628224,"Cacna1a","UP","astrocytes"
"4319",0.00143692969100484,"Pde1a","DOWN","astrocytes"
"4320",0.0014579535037256,"Catspere2","DOWN","astrocytes"
"4321",0.00147953286373199,"Caprin1","DOWN","astrocytes"
"4322",0.00148209191264923,"E130114P18Rik","UP","astrocytes"
"4323",0.00150092760659073,"P2ry14","DOWN","astrocytes"
"4324",0.00151428993563702,"Mpc1","DOWN","astrocytes"
"4325",0.00154989875112031,"Cep83","DOWN","astrocytes"
"4326",0.00155528457187927,"Ror1","DOWN","astrocytes"
"4327",0.00157340665175609,"Timp4","DOWN","astrocytes"
"4328",0.00157423883523833,"Zeb2","UP","astrocytes"
"4329",0.00158008452994899,"Rnh1","DOWN","astrocytes"
"4330",0.0015814976938458,"Tmem135","DOWN","astrocytes"
"4331",0.00158469526512424,"Tcerg1","DOWN","astrocytes"
"4332",0.0016014260131219,"Igfbp2","UP","astrocytes"
"4333",0.0016366417913734,"Gm31224","UP","astrocytes"
"4334",0.00163786065374288,"Esyt2","DOWN","astrocytes"
"4335",0.00164798665838294,"Ptpn2","DOWN","astrocytes"
"4336",0.00165102065410529,"Gm28411","UP","astrocytes"
"4337",0.00165574868577829,"Pum1","DOWN","astrocytes"
"4338",0.0016824124796821,"Lypd6","UP","astrocytes"
"4339",0.00170587842512574,"Lrp1b","DOWN","astrocytes"
"4340",0.00172072434847324,"Adhfe1","UP","astrocytes"
"4341",0.00174746302472621,"Psmd11","DOWN","astrocytes"
"4342",0.00175394776668928,"Kcnma1","UP","astrocytes"
"4343",0.00175789805906162,"Triobp","UP","astrocytes"
"4344",0.00179221458118638,"Fbxw7","DOWN","astrocytes"
"4345",0.00179952805423978,"Atp5c1","DOWN","astrocytes"
"4346",0.00186574662994733,"Gabrg1","UP","astrocytes"
"4347",0.00187975969796733,"Btbd17","UP","astrocytes"
"4348",0.00190225623862304,"Lgr6","UP","astrocytes"
"4349",0.00192693897157609,"Larp1","DOWN","astrocytes"
"4350",0.002030553442292,"Arid4b","DOWN","astrocytes"
"4351",0.00203650070049034,"Clip2","UP","astrocytes"
"4352",0.00204484066341606,"Gm31323","UP","astrocytes"
"4353",0.00204700645290328,"Arhgap24","UP","astrocytes"
"4354",0.00209656972878061,"Clint1","DOWN","astrocytes"
"4355",0.00215606062566684,"Plxna2","DOWN","astrocytes"
"4356",0.0021586685351944,"Tmtc2","DOWN","astrocytes"
"4357",0.00216325200884791,"Msl1","DOWN","astrocytes"
"4358",0.00217512203683293,"Foxn2","UP","astrocytes"
"4359",0.00222400987774674,"Gm11149","UP","astrocytes"
"4360",0.00223170410624876,"Stk24","DOWN","astrocytes"
"4361",0.00224331265598879,"Plekho1","UP","astrocytes"
"4362",0.00232832195107276,"Cep350","DOWN","astrocytes"
"4363",0.00232951853456426,"Rtp4","DOWN","astrocytes"
"4364",0.00234025937149784,"St3gal4","DOWN","astrocytes"
"4365",0.00234708745152293,"Dcc","UP","astrocytes"
"4366",0.00236904635028188,"Ugp2","UP","astrocytes"
"4367",0.00244124489135562,"Igf1r","UP","astrocytes"
"4368",0.00244657762175209,"Mfn1","DOWN","astrocytes"
"4369",0.00246427746469496,"Dio2","DOWN","astrocytes"
"4370",0.0025574306257063,"Aldh1l1","UP","astrocytes"
"4371",0.00262650353567207,"Crtc3","DOWN","astrocytes"
"4372",0.00263945471210631,"Arhgef19","UP","astrocytes"
"4373",0.00268917764863332,"Cd2ap","UP","astrocytes"
"4374",0.00269286841373181,"Lrrc49","UP","astrocytes"
"4375",0.00270721525695016,"Syt7","DOWN","astrocytes"
"4376",0.00279286654873471,"Gm12224","UP","astrocytes"
"4377",0.00280902460845083,"Mtus1","UP","astrocytes"
"4378",0.00295585106049613,"Lonrf3","DOWN","astrocytes"
"4379",0.00298420282329542,"Gdi2","DOWN","astrocytes"
"4380",0.00299726018277254,"Mcc","DOWN","astrocytes"
"4381",0.0030003394230928,"Ube2g1","DOWN","astrocytes"
"4382",0.00300373025196529,"Col16a1","UP","astrocytes"
"4383",0.00310387156485472,"Ppm1a","DOWN","astrocytes"
"4384",0.00312040974114903,"Cat","UP","astrocytes"
"4385",0.00314198589127412,"Nt5dc1","UP","astrocytes"
"4386",0.00330417593961016,"1700025G04Rik","DOWN","astrocytes"
"4387",0.00342248950725447,"Napb","DOWN","astrocytes"
"4388",0.0034365842302241,"Paxx","DOWN","astrocytes"
"4389",0.00349786876855662,"Tnrc18","UP","astrocytes"
"4390",0.00352142128477235,"Adgrg1","UP","astrocytes"
"4391",0.00354207637117721,"Fabp5","UP","astrocytes"
"4392",0.00359825576249247,"Slc12a2","DOWN","astrocytes"
"4393",0.00373281644102709,"Kcnk1","DOWN","astrocytes"
"4394",0.00373813443319411,"Trim2","UP","astrocytes"
"4395",0.00388431881323925,"Ube3c","DOWN","astrocytes"
"4396",0.00397006281800967,"Nsdhl","DOWN","astrocytes"
"4397",0.00401902499172356,"Lcat","UP","astrocytes"
"4398",0.00409789134060467,"Dgkh","DOWN","astrocytes"
"4399",0.00412026813326478,"Smad5","DOWN","astrocytes"
"4400",0.00413496362001787,"Mapk6","UP","astrocytes"
"4401",0.00422350319769438,"Sema6d","UP","astrocytes"
"4402",0.00425393453685124,"Snx13","UP","astrocytes"
"4403",0.00428278482137714,"Rps6ka3","DOWN","astrocytes"
"4404",0.00429624640548904,"Ccdc80","UP","astrocytes"
"4405",0.00430827803742708,"Stat5b","DOWN","astrocytes"
"4406",0.00451539182323713,"Slc25a21","UP","astrocytes"
"4407",0.004517653661715,"Itih5","DOWN","astrocytes"
"4408",0.004518599982615,"Decr1","UP","astrocytes"
"4409",0.00455928026854352,"Rsrc2","UP","astrocytes"
"4410",0.00459658291403965,"Uvrag","DOWN","astrocytes"
"4411",0.00463373518868577,"Dnajc5","DOWN","astrocytes"
"4412",0.00465325466642662,"Tulp4","UP","astrocytes"
"4413",0.00476727436224593,"Rock2","DOWN","astrocytes"
"4414",0.00495615882562291,"Gm19522","UP","astrocytes"
"4415",0.00500157001608496,"Slc25a3","DOWN","astrocytes"
"4416",0.00507184929822776,"Pgm1","DOWN","astrocytes"
"4417",0.00511882196259315,"Lysmd4","UP","astrocytes"
"4418",0.00514748940890142,"Tmem56","UP","astrocytes"
"4419",0.00525924145990477,"Tex9","UP","astrocytes"
"4420",0.005275594232697,"Aven","DOWN","astrocytes"
"4421",0.00531475274104483,"Fam227a","UP","astrocytes"
"4422",0.00535521069397481,"Rnft2","UP","astrocytes"
"4423",0.00539398431672089,"Syne2","UP","astrocytes"
"4424",0.00544248294183541,"Hsp90b1","UP","astrocytes"
"4425",0.00575188869114875,"Rhoq","UP","astrocytes"
"4426",0.00575480084203232,"Camk2a","DOWN","astrocytes"
"4427",0.00589836329390758,"Fam102a","UP","astrocytes"
"4428",0.00596295665102596,"Elmo2","UP","astrocytes"
"4429",0.00623342388044897,"Cs","UP","astrocytes"
"4430",0.00633506395665637,"Itgb3bp","UP","astrocytes"
"4431",0.00633729062889795,"Pbx3","UP","astrocytes"
"4432",0.0063796278327658,"Olfml1","UP","astrocytes"
"4433",0.00645018405818465,"Gnai2","UP","astrocytes"
"4434",0.00647565209261371,"Tafa1","DOWN","astrocytes"
"4435",0.0066699141404834,"Gria3","DOWN","astrocytes"
"4436",0.00668991253895555,"C030018K13Rik","UP","astrocytes"
"4437",0.00670605121846873,"Pitpnc1","UP","astrocytes"
"4438",0.00680920519173046,"Nfs1","DOWN","astrocytes"
"4439",0.00681056023835916,"Bahcc1","UP","astrocytes"
"4440",0.00681636168666073,"Col4a5","UP","astrocytes"
"4441",0.00685853593532719,"Sned1","UP","astrocytes"
"4442",0.00701888936866098,"Tnc","DOWN","astrocytes"
"4443",0.00708909106341046,"Bcl11a","UP","astrocytes"
"4444",0.00726901210904439,"Bckdhb","UP","astrocytes"
"4445",0.00732973685448483,"Thbs3","UP","astrocytes"
"4446",0.00742133280676692,"1500004A13Rik","UP","astrocytes"
"4447",0.00745967536071466,"Mrpl52","UP","astrocytes"
"4448",0.00752124415423762,"Cnot2","DOWN","astrocytes"
"4449",0.00777188162696082,"Ifi27","UP","astrocytes"
"4450",0.00777500311553822,"Pak1","DOWN","astrocytes"
"4451",0.00783316680748317,"Aass","DOWN","astrocytes"
"4452",0.00805248576662758,"Pdia6","UP","astrocytes"
"4453",0.00807835687751595,"Ercc6l2","UP","astrocytes"
"4454",0.00826541656512516,"Sorbs3","UP","astrocytes"
"4455",0.00836185766984946,"Airn","UP","astrocytes"
"4456",0.00847512608979435,"4930544I03Rik","DOWN","astrocytes"
"4457",0.00849026387064563,"Tmem178b","UP","astrocytes"
"4458",0.00856442979769567,"Itih3","UP","astrocytes"
"4459",0.00926704648164793,"Heg1","DOWN","astrocytes"
"4460",0.00929981046644875,"Grhl1","UP","astrocytes"
"4461",0.00950192820367275,"Vcp","UP","astrocytes"
"4462",0.00961376006070112,"Arid5b","DOWN","astrocytes"
"4463",0.00983725877445835,"Klhl12","UP","astrocytes"
"4464",0.00987956213779483,"Micu2","UP","astrocytes"
"4465",2.58296166515088e-09,"Zbtb16","DOWN","mural.cells"
"4466",7.00184554442106e-05,"Med12","UP","mural.cells"
"4467",0.000114386667552098,"Mcf2l","DOWN","mural.cells"
"4468",0.000115965789237324,"Jmjd1c","UP","mural.cells"
"4469",0.000238032728508698,"Rassf8","UP","mural.cells"
"4470",0.000356103964560854,"Apold1","DOWN","mural.cells"
"4471",0.000514719178959198,"Foxp1","UP","mural.cells"
"4472",0.000538507127089281,"Nostrin","DOWN","mural.cells"
"4473",0.000560783280055605,"Tfrc","UP","mural.cells"
"4474",0.000845553118488718,"Adamtsl2","UP","mural.cells"
"4475",0.0010830936273526,"Cttnbp2nl","DOWN","mural.cells"
"4476",0.00121693549720835,"Lrch3","DOWN","mural.cells"
"4477",0.00125031410603673,"Mat2a","DOWN","mural.cells"
"4478",0.00128369143315818,"Pnisr","UP","mural.cells"
"4479",0.00133292051118892,"Btg2","DOWN","mural.cells"
"4480",0.00138997977399249,"Paqr5","DOWN","mural.cells"
"4481",0.00151606899551202,"Pla2g4a","UP","mural.cells"
"4482",0.00157377519519926,"Slc6a6","UP","mural.cells"
"4483",0.0015962070050136,"Ptpn9","DOWN","mural.cells"
"4484",0.00160492723952344,"Slc2a1","DOWN","mural.cells"
"4485",0.0017150004413282,"Rbpms","DOWN","mural.cells"
"4486",0.00171962227283994,"Slc38a2","DOWN","mural.cells"
"4487",0.00174278973754784,"Mms22l","UP","mural.cells"
"4488",0.00178229620140114,"Vrk2","UP","mural.cells"
"4489",0.00179856236349055,"Gm8098","UP","mural.cells"
"4490",0.00199774213961161,"Mmp28","UP","mural.cells"
"4491",0.00210284209250111,"Mfng","UP","mural.cells"
"4492",0.00211493964546122,"Gnas","DOWN","mural.cells"
"4493",0.00215065396336614,"Ncald","DOWN","mural.cells"
"4494",0.00220904733562786,"Acer2","DOWN","mural.cells"
"4495",0.00229953544420331,"Dusp1","DOWN","mural.cells"
"4496",0.00240025718941485,"Per1","DOWN","mural.cells"
"4497",0.00240425864344153,"Pcp4l1","UP","mural.cells"
"4498",0.00266969851834105,"Ube2d3","DOWN","mural.cells"
"4499",0.00268448583829627,"Rgs7bp","DOWN","mural.cells"
"4500",0.00294048305112344,"Slc3a2","UP","mural.cells"
"4501",0.00315726177069008,"Kdm5b","DOWN","mural.cells"
"4502",0.00327080935525718,"Nxn","UP","mural.cells"
"4503",0.00332532570174021,"Cog7","DOWN","mural.cells"
"4504",0.00344215043637098,"Gm26532","DOWN","mural.cells"
"4505",0.00356969802611488,"Proser2","DOWN","mural.cells"
"4506",0.00369235609480654,"AU040320","UP","mural.cells"
"4507",0.00374024778834531,"Tmem252","DOWN","mural.cells"
"4508",0.00382697341984652,"Nfkbia","DOWN","mural.cells"
"4509",0.00403343705575619,"Clic4","DOWN","mural.cells"
"4510",0.00417750583013803,"Sec61a1","DOWN","mural.cells"
"4511",0.00442864540804652,"A230057D06Rik","DOWN","mural.cells"
"4512",0.00452798239052322,"Ensa","DOWN","mural.cells"
"4513",0.00482670765084439,"Vps13d","UP","mural.cells"
"4514",0.00482935568978662,"Dcaf7","DOWN","mural.cells"
"4515",0.00482935568978662,"Nup153","DOWN","mural.cells"
"4516",0.00493878561327728,"Copa","DOWN","mural.cells"
"4517",0.00495056659574953,"Cisd2","DOWN","mural.cells"
"4518",0.00501361439832695,"Mob3b","UP","mural.cells"
"4519",0.00502242933877054,"Ephx1","DOWN","mural.cells"
"4520",0.00505463516817219,"Fkrp","UP","mural.cells"
"4521",0.00508080501993304,"Shroom2","DOWN","mural.cells"
"4522",0.00518731628411989,"Prkd2","DOWN","mural.cells"
"4523",0.00528507556366062,"Tspan9","UP","mural.cells"
"4524",0.00547359104985298,"Tek","UP","mural.cells"
"4525",0.00554375608918422,"Tsc22d3","DOWN","mural.cells"
"4526",0.00554375608918422,"Strn","DOWN","mural.cells"
"4527",0.00566341932276392,"Kat14","UP","mural.cells"
"4528",0.00586997476526812,"Eepd1","UP","mural.cells"
"4529",0.00615245229515533,"Rnf166","DOWN","mural.cells"
"4530",0.00621450715805527,"Mob2","DOWN","mural.cells"
"4531",0.00622606888996074,"Bicral","UP","mural.cells"
"4532",0.00625148522046049,"Ppp4r2","DOWN","mural.cells"
"4533",0.00626372224644923,"Plxnb1","UP","mural.cells"
"4534",0.00638194021718024,"Nat8f1","UP","mural.cells"
"4535",0.00645977597684201,"Nod1","UP","mural.cells"
"4536",0.00697357957624541,"Mb21d2","UP","mural.cells"
"4537",0.00697357957624541,"Exosc8","UP","mural.cells"
"4538",0.00729224804513875,"Dbp","DOWN","mural.cells"
"4539",0.00749147233835747,"Eml6","UP","mural.cells"
"4540",0.00751270752158854,"Rock1","DOWN","mural.cells"
"4541",0.00762529587470649,"Klhdc10","UP","mural.cells"
"4542",0.00765242255311377,"Tmc7","DOWN","mural.cells"
"4543",0.00767432743479179,"Atp2a2","DOWN","mural.cells"
"4544",0.00775329751154527,"Fkbp5","DOWN","mural.cells"
"4545",0.00798636797291705,"Klhl7","UP","mural.cells"
"4546",0.00813172633147892,"Nr1d2","DOWN","mural.cells"
"4547",0.00820996607197169,"Spin1","DOWN","mural.cells"
"4548",0.00825391662912564,"Tshz3","DOWN","mural.cells"
"4549",0.00834364642743965,"Cdkn1a","DOWN","mural.cells"
"4550",0.00834364642743965,"Dph3","DOWN","mural.cells"
"4551",0.008760934438935,"Serinc3","DOWN","mural.cells"
