"","p_val_adj","gene","diffexpressed","celltype"
"130",1,"Sufu","NO","bcell"
"131",1,"Adam17","NO","bcell"
"132",1,"Aak1","NO","bcell"
"133",1,"Smarca5","NO","bcell"
"134",1,"Wdr12","NO","bcell"
"135",1,"Ugp2","NO","bcell"
"136",1,"2310033P09Rik","NO","bcell"
"137",1,"Tnfrsf21","NO","bcell"
"138",1,"Arl8a","NO","bcell"
"139",1,"Rela","NO","bcell"
"140",1,"Acnat2","NO","bcell"
"141",1,"Zfp142","NO","bcell"
"142",1,"Olfm4","NO","bcell"
"143",1,"Cop1","NO","bcell"
"144",1,"Narf","NO","bcell"
"145",1,"Tent4a","NO","bcell"
"146",1,"Rab11fip3","NO","bcell"
"147",1,"Baz1a","NO","bcell"
"148",1,"Foxo1","NO","bcell"
"149",1,"Snapc3","NO","bcell"
"150",1,"Syk","NO","bcell"
"151",1,"Trio","NO","bcell"
"152",1,"Nr1h3","NO","bcell"
"153",1,"Nptn","NO","bcell"
"154",1,"Snhg11","NO","bcell"
"155",1,"Tsta3","NO","bcell"
"156",1,"Agpat4","NO","bcell"
"157",1,"Gm40123","NO","bcell"
"158",1,"Pdlim5","NO","bcell"
"159",1,"Git2","NO","bcell"
"160",1,"Wdfy4","NO","bcell"
"161",1,"Akap12","NO","bcell"
"162",1,"Clns1a","NO","bcell"
"163",1,"Trim32","NO","bcell"
"164",1,"Dgkd","NO","bcell"
"165",1,"Tnfaip8","NO","bcell"
"166",1,"Uso1","NO","bcell"
"167",1,"Rnf40","NO","bcell"
"168",1,"Sp100","NO","bcell"
"169",1,"Kctd20","NO","bcell"
"170",1,"Cry1","NO","bcell"
"171",1,"Tmem163","NO","bcell"
"172",1,"Nat8f3","NO","bcell"
"173",1,"Nup85","NO","bcell"
"174",1,"Herc4","NO","bcell"
"175",1,"Rpl34","NO","bcell"
"176",1,"Rab22a","NO","bcell"
"177",1,"H2-K1","NO","bcell"
"178",1,"Pik3ca","NO","bcell"
"179",1,"Dis3l2","NO","bcell"
"180",1,"Gm14764","NO","bcell"
"181",1,"Ccnl1","NO","bcell"
"182",1,"Evc2","NO","bcell"
"183",1,"Fbxo42","NO","bcell"
"184",1,"Kdm6b","NO","bcell"
"185",1,"Ggta1","NO","bcell"
"186",1,"Ino80e","NO","bcell"
"187",1,"Dync1i2","NO","bcell"
"188",1,"Pik3c2a","NO","bcell"
"189",1,"Ubap2","NO","bcell"
"190",1,"Fndc3a","NO","bcell"
"191",1,"Sik1","NO","bcell"
"192",1,"Chmp2b","NO","bcell"
"193",1,"Kansl1l","NO","bcell"
"194",1,"Sae1","NO","bcell"
"195",1,"Dhx16","NO","bcell"
"196",1,"Pdgfb","NO","bcell"
"197",1,"Med27","NO","bcell"
"198",1,"Sucla2","NO","bcell"
"199",1,"Usp2","NO","bcell"
"200",1,"Mast3","NO","bcell"
"201",1,"Pkig","NO","bcell"
"202",1,"Rtn3","NO","bcell"
"203",1,"Spns3","NO","bcell"
"204",1,"Phlpp1","NO","bcell"
"205",1,"Slc51a","NO","bcell"
"206",1,"Srrm2","NO","bcell"
"207",1,"0610043K17Rik","NO","bcell"
"208",1,"Ramac","NO","bcell"
"209",1,"Btk","NO","bcell"
"210",1,"Nipal3","NO","bcell"
"211",1,"Zcchc8","NO","bcell"
"212",1,"Myo1e","NO","bcell"
"213",1,"Capns1","NO","bcell"
"214",1,"Qsox1","NO","bcell"
"215",1,"Taf1d","NO","bcell"
"216",1,"Aff1","NO","bcell"
"217",1,"Etf1","NO","bcell"
"218",1,"Brd9","NO","bcell"
"219",1,"Vps33a","NO","bcell"
"220",1,"Tvp23b","NO","bcell"
"221",1,"Ankrd52","NO","bcell"
"222",1,"Sbk1","NO","bcell"
"223",1,"Plekhg2","NO","bcell"
"224",1,"Cux1","NO","bcell"
"225",1,"Ugt8a","NO","bcell"
"226",1,"Zbtb16","NO","bcell"
"227",1,"8030462N17Rik","NO","bcell"
"228",1,"Slc43a3","NO","bcell"
"229",1,"Tmem87b","NO","bcell"
"230",1,"Xpnpep3","NO","bcell"
"231",1,"Isca2","NO","bcell"
"232",1,"Brwd1","NO","bcell"
"233",1,"Polr1d","NO","bcell"
"234",1,"Fam169b","NO","bcell"
"235",1,"Top1","NO","bcell"
"236",1,"Foxn3","NO","bcell"
"237",1,"BC035947","NO","bcell"
"238",1,"Serinc3","NO","bcell"
"239",1,"Ucp2","NO","bcell"
"240",1,"Tom1","NO","bcell"
"241",1,"Rere","NO","bcell"
"242",1,"Tgfbr2","NO","bcell"
"243",1,"Adipor1","NO","bcell"
"244",1,"Ist1","NO","bcell"
"245",1,"Nat8f6","NO","bcell"
"246",1,"Dync1li1","NO","bcell"
"247",1,"Vps13a","NO","bcell"
"248",1,"Wsb2","NO","bcell"
"249",1,"Brd4","NO","bcell"
"250",1,"Smchd1","NO","bcell"
"251",1,"Slc20a1","NO","bcell"
"252",1,"Sec24a","NO","bcell"
"253",1,"Gbe1","NO","bcell"
"254",1,"Hsd3b2","NO","bcell"
"255",1,"Prkab2","NO","bcell"
"256",1,"Cdyl","NO","bcell"
"257",1,"F3","NO","bcell"
"258",1,"Stk25","NO","bcell"
"259",1,"Cxcr4","NO","bcell"
"260",1,"Ranbp3","NO","bcell"
"261",1,"Col27a1","NO","bcell"
"262",1,"Lman2l","NO","bcell"
"263",1,"Spop","NO","bcell"
"264",1,"Amd1","NO","bcell"
"265",1,"Zhx2","NO","bcell"
"266",1,"Zfp423","NO","bcell"
"267",1,"Esco1","NO","bcell"
"268",1,"Clasp1","NO","bcell"
"269",1,"Cpeb1","NO","bcell"
"270",1,"Vegfa","NO","bcell"
"271",1,"Nlrc5","NO","bcell"
"272",1,"Asl","NO","bcell"
"273",1,"Rab11b","NO","bcell"
"274",1,"Trip12","NO","bcell"
"275",1,"Arid1b","NO","bcell"
"276",1,"Sdad1","NO","bcell"
"277",1,"Xdh","NO","bcell"
"278",1,"Snta1","NO","bcell"
"279",1,"BC035044","NO","bcell"
"280",1,"Rora","NO","bcell"
"281",1,"Zrsr2","NO","bcell"
"282",1,"Cntnap5a","NO","bcell"
"283",1,"Mbnl2","NO","bcell"
"284",1,"Tbp","NO","bcell"
"285",1,"Sdccag8","NO","bcell"
"286",1,"Rpl18a","NO","bcell"
"287",1,"Casd1","NO","bcell"
"288",1,"Slc25a42","NO","bcell"
"289",1,"Lamtor1","NO","bcell"
"290",1,"Usf3","NO","bcell"
"291",1,"Med25","NO","bcell"
"292",1,"Pitpnc1","NO","bcell"
"293",1,"Egfr","NO","bcell"
"294",1,"Dcun1d1","NO","bcell"
"295",1,"Stard10","NO","bcell"
"296",1,"Btbd9","NO","bcell"
"297",1,"Lztr1","NO","bcell"
"298",1,"Eml5","NO","bcell"
"299",1,"Pex11b","NO","bcell"
"300",1,"Cul4a","NO","bcell"
"301",1,"Lmbrd1","NO","bcell"
"302",1,"Hacd2","NO","bcell"
"303",1,"Cnot9","NO","bcell"
"304",1,"Tns1","NO","bcell"
"305",1,"Gm6999","NO","bcell"
"306",1,"Tob2","NO","bcell"
"307",1,"Lmtk2","NO","bcell"
"308",1,"Nkain1","NO","bcell"
"309",1,"Dapp1","NO","bcell"
"310",1,"Trerf1","NO","bcell"
"311",1,"Mef2d","NO","bcell"
"312",1,"Uspl1","NO","bcell"
"313",1,"Palld","NO","bcell"
"314",1,"Tomm34","NO","bcell"
"315",1,"Fbrs","NO","bcell"
"316",1,"Zhx3","NO","bcell"
"317",1,"Retreg2","NO","bcell"
"318",1,"Slc15a2","NO","bcell"
"319",1,"Rbm33","NO","bcell"
"320",1,"Hus1","NO","bcell"
"321",1,"Sf1","NO","bcell"
"322",1,"Tnrc18","NO","bcell"
"323",1,"Polr2j","NO","bcell"
"324",1,"Arhgef16","NO","bcell"
"325",1,"Chac2","NO","bcell"
"326",1,"Pawr","NO","bcell"
"327",1,"Nedd4l","NO","bcell"
"328",1,"Asap2","NO","bcell"
"329",1,"Txndc11","NO","bcell"
"330",1,"Pou2af1","NO","bcell"
"331",1,"Sypl2","NO","bcell"
"332",1,"Elf1","NO","bcell"
"333",1,"0610040J01Rik","NO","bcell"
"334",1,"Zfp36l2","NO","bcell"
"335",1,"Susd6","NO","bcell"
"336",1,"Fam133b","NO","bcell"
"337",1,"Pitpna","NO","bcell"
"338",1,"Xylb","NO","bcell"
"339",1,"Ago3","NO","bcell"
"340",1,"Slc35e2","NO","bcell"
"341",1,"Jmjd1c","NO","bcell"
"342",1,"Kdm7a","NO","bcell"
"343",1,"Pex14","NO","bcell"
"344",1,"Usp39","NO","bcell"
"345",1,"Hps3","NO","bcell"
"346",1,"Gripap1","NO","bcell"
"347",1,"Scfd1","NO","bcell"
"348",1,"Ddx3y","NO","bcell"
"349",1,"Dgkh","NO","bcell"
"350",1,"Gm16311","NO","bcell"
"351",1,"Dusp16","NO","bcell"
"352",1,"Tmem178b","NO","bcell"
"353",1,"Apbb2","NO","bcell"
"354",1,"Hnrnph1","NO","bcell"
"355",1,"Dip2b","NO","bcell"
"356",1,"Agmo","NO","bcell"
"357",1,"Uba7","NO","bcell"
"358",1,"Cxadr","NO","bcell"
"359",1,"Tcf20","NO","bcell"
"360",1,"Ubxn7","NO","bcell"
"361",1,"Slc10a7","NO","bcell"
"362",1,"Tspan5","NO","bcell"
"363",1,"Il7","NO","bcell"
"364",1,"Cse1l","NO","bcell"
"365",1,"Kmt2a","NO","bcell"
"366",1,"Nars2","NO","bcell"
"367",1,"Taf5l","NO","bcell"
"368",1,"Fam117b","NO","bcell"
"369",1,"Rbfox1","NO","bcell"
"370",1,"Trak1","NO","bcell"
"371",1,"Timm8b","NO","bcell"
"372",1,"Neu1","NO","bcell"
"373",1,"Ssh2","NO","bcell"
"374",1,"Nsrp1","NO","bcell"
"375",1,"Evc","NO","bcell"
"376",1,"Cacul1","NO","bcell"
"377",1,"D930016D06Rik","NO","bcell"
"378",1,"Rab1a","NO","bcell"
"379",1,"Mad1l1","NO","bcell"
"380",1,"Gm49708","NO","bcell"
"381",1,"Stx8","NO","bcell"
"382",1,"Snx4","NO","bcell"
"383",1,"A330023F24Rik","NO","bcell"
"384",1,"Zfp846","NO","bcell"
"385",1,"Gdi1","NO","bcell"
"386",1,"Sardhos","NO","bcell"
"387",1,"Ksr1","NO","bcell"
"388",1,"Gm37245","NO","bcell"
"389",1,"Abi1","NO","bcell"
"390",1,"Cd300lg","NO","bcell"
"391",1,"Vkorc1l1","NO","bcell"
"392",1,"Elf2","NO","bcell"
"393",1,"Pah","NO","bcell"
"394",1,"Chst3","NO","bcell"
"395",1,"Atxn1","NO","bcell"
"396",1,"Pag1","NO","bcell"
"397",1,"Galnt12","NO","bcell"
"398",1,"Gk","NO","bcell"
"399",1,"Eps8","NO","bcell"
"400",1,"Slc6a19","NO","bcell"
"401",1,"Ddx5","NO","bcell"
"402",1,"Usp37","NO","bcell"
"403",1,"Rnf8","NO","bcell"
"404",1,"H2-Q7","NO","bcell"
"405",1,"Cpne4","NO","bcell"
"406",1,"Pqlc2","NO","bcell"
"407",1,"Frmd4b","NO","bcell"
"408",1,"Cep70","NO","bcell"
"409",1,"Gm19710","NO","bcell"
"410",1,"Tra2a","NO","bcell"
"411",1,"Zbtb11","NO","bcell"
"412",1,"Mafg","NO","bcell"
"413",1,"Src","NO","bcell"
"414",1,"Eci2","NO","bcell"
"415",1,"Rxrb","NO","bcell"
"416",1,"Paip2","NO","bcell"
"417",1,"Idnk","NO","bcell"
"418",1,"Mbd6","NO","bcell"
"419",1,"Epb41l3","NO","bcell"
"420",1,"Midn","NO","bcell"
"421",1,"Fhit","NO","bcell"
"422",1,"Eif4ebp2","NO","bcell"
"423",1,"B3galt5","NO","bcell"
"424",1,"Hspbap1","NO","bcell"
"425",1,"Gna12","NO","bcell"
"426",1,"Arhgap10","NO","bcell"
"427",1,"Tanc2","NO","bcell"
"428",1,"Cblb","NO","bcell"
"429",1,"Fam219a","NO","bcell"
"430",1,"Gas2","NO","bcell"
"431",1,"Slc25a14","NO","bcell"
"432",1,"Tmem63b","NO","bcell"
"433",1,"Cmip","NO","bcell"
"434",1,"Tle4","NO","bcell"
"435",1,"Dcaf11","NO","bcell"
"436",1,"Tbc1d10a","NO","bcell"
"437",1,"Mpp1","NO","bcell"
"438",1,"4930523C07Rik","NO","bcell"
"439",1,"Gnb1","NO","bcell"
"440",1,"Ephx1","NO","bcell"
"441",1,"Dyrk1a","NO","bcell"
"442",1,"Ap1g1","NO","bcell"
"443",1,"Gga3","NO","bcell"
"444",1,"Ints6","NO","bcell"
"445",1,"Ccdc88c","NO","bcell"
"446",1,"Arl5c","NO","bcell"
"447",1,"Bend7","NO","bcell"
"448",1,"Ankrd11","NO","bcell"
"449",1,"Gimap8","NO","bcell"
"450",1,"4933439C10Rik","NO","bcell"
"451",1,"Slc22a5","NO","bcell"
"452",1,"Mtmr4","NO","bcell"
"453",1,"Map3k13","NO","bcell"
"454",1,"Zfp131","NO","bcell"
"455",1,"Pomt2","NO","bcell"
"456",1,"Coa7","NO","bcell"
"457",1,"Mxd1","NO","bcell"
"458",1,"Ptcd2","NO","bcell"
"459",1,"Gm9968","NO","bcell"
"460",1,"Ube4b","NO","bcell"
"461",1,"Vps52","NO","bcell"
"462",1,"Gigyf1","NO","bcell"
"463",1,"Anapc16","NO","bcell"
"464",1,"Wdr5","NO","bcell"
"465",1,"Psmc5","NO","bcell"
"466",1,"Prkn","NO","bcell"
"467",1,"Dnah8","NO","bcell"
"468",1,"Ankle2","NO","bcell"
"469",1,"Fam214a","NO","bcell"
"470",1,"Dleu2","NO","bcell"
"471",1,"Aacs","NO","bcell"
"472",1,"Txlna","NO","bcell"
"473",1,"Ripor2","NO","bcell"
"474",1,"Phip","NO","bcell"
"475",1,"Psmc1","NO","bcell"
"476",1,"Snx8","NO","bcell"
"477",1,"Tollip","NO","bcell"
"478",1,"Fryl","NO","bcell"
"479",1,"Arhgap42","NO","bcell"
"480",1,"Smarca2","NO","bcell"
"481",1,"Serinc5","NO","bcell"
"482",1,"Hivep2","NO","bcell"
"483",1,"Tut7","NO","bcell"
"484",1,"3300002I08Rik","NO","bcell"
"485",1,"Papola","NO","bcell"
"486",1,"Eif2a","NO","bcell"
"487",1,"Csrp2","NO","bcell"
"488",1,"Znrf1","NO","bcell"
"489",1,"Ifnar1","NO","bcell"
"490",1,"Tle1","NO","bcell"
"491",1,"Tmem127","NO","bcell"
"492",1,"Gga2","NO","bcell"
"493",1,"Chm","NO","bcell"
"494",1,"Slc37a4","NO","bcell"
"495",1,"Rnf38","NO","bcell"
"496",1,"Trabd","NO","bcell"
"497",1,"Abhd17c","NO","bcell"
"498",1,"Cog7","NO","bcell"
"499",1,"Pan2","NO","bcell"
"500",1,"Usp20","NO","bcell"
"501",1,"Srpk1","NO","bcell"
"502",1,"Dlg2","NO","bcell"
"503",1,"Casp8","NO","bcell"
"504",1,"Mdm2","NO","bcell"
"505",1,"Coq10b","NO","bcell"
"506",1,"Tlr4","NO","bcell"
"507",1,"Acp6","NO","bcell"
"508",1,"Mettl3","NO","bcell"
"509",1,"Slc25a13","NO","bcell"
"510",1,"Efna1","NO","bcell"
"511",1,"Cd19","NO","bcell"
"512",1,"Gbp8","NO","bcell"
"513",1,"Arhgef28","NO","bcell"
"514",1,"Bcl6","NO","bcell"
"515",1,"Mknk2","NO","bcell"
"516",1,"Oaz2","NO","bcell"
"517",1,"Armh3","NO","bcell"
"518",1,"Nup35","NO","bcell"
"519",1,"Pnpla8","NO","bcell"
"520",1,"Gramd1b","NO","bcell"
"521",1,"Glyctk","NO","bcell"
"522",1,"Fam168b","NO","bcell"
"523",1,"Kantr","NO","bcell"
"524",1,"Poldip3","NO","bcell"
"525",1,"Sgms1","NO","bcell"
"526",1,"Usp7","NO","bcell"
"527",1,"Oxr1","NO","bcell"
"528",1,"4930549G23Rik","NO","bcell"
"529",1,"Isy1","NO","bcell"
"530",1,"Ankrd33b","NO","bcell"
"531",1,"Iqcb1","NO","bcell"
"532",1,"Kdm6a","NO","bcell"
"533",1,"Ip6k2","NO","bcell"
"534",1,"Srsf5","NO","bcell"
"535",1,"Tmem213","NO","bcell"
"536",1,"Ebf1","NO","bcell"
"537",1,"Tubgcp4","NO","bcell"
"538",1,"Scarb1","NO","bcell"
"539",1,"Pcmt1","NO","bcell"
"540",1,"Synpo","NO","bcell"
"541",1,"Trpc1","NO","bcell"
"542",1,"Jak1","NO","bcell"
"543",1,"Cep350","NO","bcell"
"544",1,"Cnot4","NO","bcell"
"545",1,"Ap3b1","NO","bcell"
"546",9.3973002640291e-132,"Egr1","DOWN","CDPC"
"547",4.36201808501182e-113,"Nr4a1","DOWN","CDPC"
"548",8.19778181404348e-98,"Hivep2","DOWN","CDPC"
"549",1.21499134525689e-91,"Zbtb16","DOWN","CDPC"
"550",6.24696716162885e-89,"Nr1d2","DOWN","CDPC"
"551",3.71294136707584e-87,"Arid5b","DOWN","CDPC"
"552",1.91792088539083e-85,"Sik3","DOWN","CDPC"
"553",9.41243818440093e-81,"P3h2","DOWN","CDPC"
"554",9.68601258377345e-80,"Arntl","UP","CDPC"
"555",2.52715464792428e-79,"Npas2","UP","CDPC"
"556",6.73383662493656e-70,"Sh3rf1","DOWN","CDPC"
"557",9.65383551893604e-69,"Stim2","DOWN","CDPC"
"558",2.97955305572063e-68,"Pde3b","DOWN","CDPC"
"559",5.88482055047444e-67,"Neat1","DOWN","CDPC"
"560",6.89914716619698e-59,"Fosl2","DOWN","CDPC"
"561",1.3606095282347e-55,"Chka","DOWN","CDPC"
"562",2.52700856076976e-53,"Nr4a2","DOWN","CDPC"
"563",5.91649210032423e-50,"Nuak2","UP","CDPC"
"564",1.74947747743653e-49,"Per1","DOWN","CDPC"
"565",1.06847690744852e-47,"Zswim6","DOWN","CDPC"
"566",1.9882088419582e-47,"Arhgap24","UP","CDPC"
"567",3.37885511601114e-44,"Esrp1","DOWN","CDPC"
"568",9.21012780383778e-43,"Abtb2","DOWN","CDPC"
"569",2.43217672896902e-42,"Efemp1","UP","CDPC"
"570",1.53094483468511e-41,"Fkbp5","DOWN","CDPC"
"571",4.08623073278089e-41,"Mid1","UP","CDPC"
"572",6.54730505460149e-41,"Gm42418","UP","CDPC"
"573",4.48878125413e-40,"Hbegf","DOWN","CDPC"
"574",1.2402731626535e-36,"Gm43305","DOWN","CDPC"
"575",1.67498891398357e-36,"Bicc1","UP","CDPC"
"576",5.4366125036533e-36,"Srpk2","DOWN","CDPC"
"577",2.77278811283143e-34,"Lncpint","DOWN","CDPC"
"578",1.3392151151571e-33,"Atp2b1","DOWN","CDPC"
"579",3.29311961577104e-33,"Kansl1l","DOWN","CDPC"
"580",3.56337656350452e-33,"Nab1","DOWN","CDPC"
"581",4.32742985229323e-33,"Morf4l2","DOWN","CDPC"
"582",3.84040398696575e-32,"Gsta2","UP","CDPC"
"583",9.39946031832367e-32,"Coq10b","DOWN","CDPC"
"584",1.60296144518681e-31,"Lnx1","DOWN","CDPC"
"585",2.4245959191704e-31,"Cdkl1","UP","CDPC"
"586",2.62320335315177e-31,"Itgav","DOWN","CDPC"
"587",3.32653625035931e-31,"Gm4258","UP","CDPC"
"588",3.73638757692826e-31,"Sema4b","DOWN","CDPC"
"589",3.4773600366926e-30,"Gpd2","DOWN","CDPC"
"590",6.23562644458358e-29,"Clu","DOWN","CDPC"
"591",1.30509053171641e-28,"Mcoln3","UP","CDPC"
"592",1.96347600207667e-28,"Myh9","DOWN","CDPC"
"593",3.32775243704614e-28,"Arih1","DOWN","CDPC"
"594",3.75337947636748e-28,"Frem2","UP","CDPC"
"595",4.15431583742414e-28,"Spred2","DOWN","CDPC"
"596",5.82419517232657e-28,"Itpkb","DOWN","CDPC"
"597",7.81978180591159e-28,"Vcl","DOWN","CDPC"
"598",8.78904039203707e-28,"Wwc1","UP","CDPC"
"599",2.28428156264584e-27,"Ptpn12","DOWN","CDPC"
"600",5.59288133149462e-27,"Dock8","DOWN","CDPC"
"601",6.34519842560425e-27,"Pck1","UP","CDPC"
"602",7.03335578480487e-27,"Stk40","DOWN","CDPC"
"603",7.19385379440501e-27,"Tacc2","DOWN","CDPC"
"604",1.54166127076864e-26,"Azin1","DOWN","CDPC"
"605",2.60366383153836e-26,"Pde10a","DOWN","CDPC"
"606",1.53949154146785e-25,"Col4a4","UP","CDPC"
"607",2.7782732440934e-25,"Fgf12","UP","CDPC"
"608",8.76678989800313e-25,"Trim2","UP","CDPC"
"609",2.23677956047346e-24,"Sim1","UP","CDPC"
"610",3.40434012289614e-24,"Cltrn","UP","CDPC"
"611",3.55158276861884e-24,"St6gal1","UP","CDPC"
"612",4.09308724319872e-24,"Ipcef1","UP","CDPC"
"613",7.02078597442184e-24,"Setbp1","DOWN","CDPC"
"614",7.23870337810428e-24,"Pde7b","DOWN","CDPC"
"615",7.98251192404072e-24,"Ptprj","DOWN","CDPC"
"616",8.13351495521606e-24,"Fign","UP","CDPC"
"617",1.02429450496824e-23,"Suclg2","UP","CDPC"
"618",1.24915381594196e-23,"Akr1c21","UP","CDPC"
"619",1.34583823611343e-23,"Ssh2","DOWN","CDPC"
"620",2.33945459116581e-23,"Btbd9","DOWN","CDPC"
"621",3.39509184534655e-23,"Nab2","DOWN","CDPC"
"622",5.15455808673127e-23,"Kdm2a","DOWN","CDPC"
"623",5.77506366526595e-23,"Stat3","DOWN","CDPC"
"624",5.83949996564203e-23,"Robo2","UP","CDPC"
"625",7.65990637571784e-23,"Hao2","UP","CDPC"
"626",1.61883700561518e-22,"Bcl2","UP","CDPC"
"627",1.79662996124626e-22,"Rabgef1","DOWN","CDPC"
"628",2.71768981862899e-22,"Map3k14","DOWN","CDPC"
"629",3.10777321687527e-22,"Fam129a","DOWN","CDPC"
