"","p_val","gene","diffexpressed","celltype"
"106",0.000967562953617596,"Foxo1","DOWN","blymph"
"107",0.000971633345398662,"Isy1","DOWN","blymph"
"108",0.00100439088169752,"Defb29","UP","blymph"
"109",0.00109086491180559,"Mettl7a2","UP","blymph"
"110",0.00109882911262892,"Gprc5c","UP","blymph"
"111",0.00110311260454089,"Map1lc3b","UP","blymph"
"112",0.00112587256656424,"Atp5d","UP","blymph"
"113",0.00119421491225381,"Xylt1","DOWN","blymph"
"114",0.00122556999547829,"Rpl22","UP","blymph"
"115",0.00124147192015994,"Ly6a","UP","blymph"
"116",0.00125415064913577,"Epm2a","UP","blymph"
"117",0.00126898018258319,"Trip12","DOWN","blymph"
"118",0.00128062854059994,"Atp5l","UP","blymph"
"119",0.00128631958203646,"Cblc","UP","blymph"
"120",0.00130279424987148,"Ndufa2","UP","blymph"
"121",0.00130311095112044,"Ptger3","UP","blymph"
"122",0.00131862026332046,"Use1","UP","blymph"
"123",0.0013232639174116,"Kmt2a","DOWN","blymph"
"124",0.00132558541615643,"P4hb","UP","blymph"
"125",0.00134866230651688,"Nme1","UP","blymph"
"126",0.00138527997443185,"Cox6c","UP","blymph"
"127",0.00139302717958128,"Atp1b1","UP","blymph"
"128",0.00146006314977394,"Mkrn2","UP","blymph"
"129",0.00146337405280655,"Cpn1","UP","blymph"
"130",0.00147928397681012,"Pes1","UP","blymph"
"131",0.00149138484240323,"Wdr26","DOWN","blymph"
"132",0.00151625738664968,"Pde7b","DOWN","blymph"
"133",0.0015236084750503,"Ttc36","UP","blymph"
"134",0.00154099893102802,"Lrrc8a","DOWN","blymph"
"135",0.00154696586536051,"Ermp1","UP","blymph"
"136",0.00156366250204721,"Cgnl1","UP","blymph"
"137",0.00159268880400317,"Gucy1a1","UP","blymph"
"138",0.00159294745382771,"Atf1","UP","blymph"
"139",0.00160694393179942,"Hint2","UP","blymph"
"140",0.00162349033332484,"Foxn3","DOWN","blymph"
"141",0.00164203966372455,"Col4a3","UP","blymph"
"142",0.00167637429585387,"Akap11","UP","blymph"
"143",0.00167955282234163,"Uqcr11","UP","blymph"
"144",0.00168318380852293,"Smg1","DOWN","blymph"
"145",0.00170657207010345,"Ephb2","UP","blymph"
"146",0.00171524853112984,"Cox5a","UP","blymph"
"147",0.00173281378271861,"Cox14","UP","blymph"
"148",0.00175444737384939,"Rdh16f2","UP","blymph"
"149",0.00176225620905912,"Mettl9","UP","blymph"
"150",0.00176562862982395,"Rpl36a","UP","blymph"
"151",0.00179660899287653,"Slco2a1","UP","blymph"
"152",0.00182175054890315,"Car2","UP","blymph"
"153",0.00182832247014196,"Irf2","DOWN","blymph"
"154",0.00185904764962243,"Rpl27","UP","blymph"
"155",0.00189663454105604,"Ccnl1","DOWN","blymph"
"156",0.00190694589939937,"Atp6v1g3","UP","blymph"
"157",0.00190800909904057,"Rps7","UP","blymph"
"158",0.00191096811877034,"1810037I17Rik","UP","blymph"
"159",0.00191532628264499,"Prkcg","DOWN","blymph"
"160",0.00193611917271613,"Nudt4","UP","blymph"
"161",0.00195896630233108,"Noct","DOWN","blymph"
"162",0.0019700852515572,"Cdo1","UP","blymph"
"163",0.002002294741877,"Smarca5","DOWN","blymph"
"164",0.00204718836927658,"Serinc3","DOWN","blymph"
"165",0.00208924272273573,"Per2","DOWN","blymph"
"166",0.00209809295495863,"mt-Nd4","UP","blymph"
"167",0.00210544593485696,"Tmem207","UP","blymph"
"168",0.00210794820148393,"Mtmr3","DOWN","blymph"
"169",0.00212082927364589,"Mmut","UP","blymph"
"170",0.00217419104739269,"Cux1","DOWN","blymph"
"171",0.00218887478000886,"Akr1c21","UP","blymph"
"172",0.00221367626623271,"Mdh1","UP","blymph"
"173",0.00222239901556495,"Antxr2","UP","blymph"
"174",0.00226711071402311,"Cox5b","UP","blymph"
"175",0.00226967715907876,"Serpina1d","UP","blymph"
"176",0.002274811645822,"Srrm2","DOWN","blymph"
"177",0.00227962475408069,"Diablo","DOWN","blymph"
"178",0.00232455959059154,"Palm","UP","blymph"
"179",0.00232859832486336,"Ctse","DOWN","blymph"
"180",0.00234301718784373,"Ube2k","DOWN","blymph"
"181",0.00238296032697882,"BC017158","UP","blymph"
"182",0.00239174896127858,"Hdhd2","UP","blymph"
"183",0.00239298420327756,"Ndufa7","UP","blymph"
"184",0.00241308576178727,"1700029J07Rik","UP","blymph"
"185",0.00242552800779394,"2900093K20Rik","UP","blymph"
"186",0.00247468171201957,"1700084C06Rik","UP","blymph"
"187",0.0024915415940382,"Nnt","UP","blymph"
"188",0.0025060696030848,"Usp39","DOWN","blymph"
"189",0.00250790971181633,"Mlxip","DOWN","blymph"
"190",0.00251915892430125,"mt-Nd2","UP","blymph"
"191",0.00256987314446867,"Ubr4","UP","blymph"
"192",0.00259774383877762,"Anxa2","UP","blymph"
"193",0.00261418973221863,"Calcoco1","UP","blymph"
"194",0.00267715011195478,"Inpp5d","DOWN","blymph"
"195",0.00269950140984539,"Gm3716","UP","blymph"
"196",0.00270494040527852,"Akr1b10","UP","blymph"
"197",0.00272363234593718,"Suclg1","UP","blymph"
"198",0.00273952928920192,"Anapc13","UP","blymph"
"199",0.00275115753300692,"Pdk3","UP","blymph"
"200",0.00275127378775204,"Herc4","DOWN","blymph"
"201",0.00280031339794614,"Rpl7a","UP","blymph"
"202",0.00281691290990591,"Tcf20","DOWN","blymph"
"203",0.00285320543908719,"Rps18","UP","blymph"
"204",0.00294233089397092,"Adamts5","UP","blymph"
"205",0.00298629474687849,"Ankrd11","DOWN","blymph"
"206",0.003029993841395,"Tpt1","UP","blymph"
"207",0.0030686060114795,"Gm30097","UP","blymph"
"208",0.00309188434935769,"Car15","UP","blymph"
"209",0.00316210761813242,"Gimap8","DOWN","blymph"
"210",0.00318513051584742,"Pik3ca","DOWN","blymph"
"211",0.00323930703834301,"Prdm16","UP","blymph"
"212",0.00324180537334691,"Abcf1","DOWN","blymph"
"213",0.00325379882789612,"Ndufb7","UP","blymph"
"214",0.00326503380351388,"Stk24","DOWN","blymph"
"215",0.00327131774284605,"Il6ra","DOWN","blymph"
"216",0.00330903676690788,"Flcn","DOWN","blymph"
"217",0.00331988067859134,"Igfbp5","UP","blymph"
"218",0.00338307414421798,"Smchd1","DOWN","blymph"
"219",0.00350174779428948,"Defb1","UP","blymph"
"220",0.00353095527957248,"Zfp697","DOWN","blymph"
"221",0.00354777810829855,"Cndp2","UP","blymph"
"222",0.00355125477001425,"Kdm2a","DOWN","blymph"
"223",0.00358192655237196,"Ucp2","DOWN","blymph"
"224",0.00359068063633295,"Park7","UP","blymph"
"225",0.00366105974185158,"Ebf1","DOWN","blymph"
"226",0.00366661058204381,"Acot13","UP","blymph"
"227",0.00375583238122,"Gsr","UP","blymph"
"228",0.00380446045360652,"Kcnt2","UP","blymph"
"229",0.00382026997402688,"Atp5mpl","UP","blymph"
"230",0.00386741098322291,"Gm42418","UP","blymph"
"231",0.00393736833968613,"Atp5f1","UP","blymph"
"232",0.0039743459516762,"Hnrnph1","DOWN","blymph"
"233",0.0039880617288356,"Rps11","UP","blymph"
"234",0.0040188169427147,"Zmat1","UP","blymph"
"235",0.00403767683048652,"Mctp2","DOWN","blymph"
"236",0.0040434864513705,"Slc25a5","UP","blymph"
"237",0.00404815494201361,"Tmem163","DOWN","blymph"
"238",0.00404895088570252,"Ndufa4","UP","blymph"
"239",0.00413830071027723,"Mrpl42","UP","blymph"
"240",0.00416721057357369,"Narf","DOWN","blymph"
"241",0.00416969960251619,"Tle1","DOWN","blymph"
"242",0.00417107864721354,"Foxp1","DOWN","blymph"
"243",0.00429091608819351,"Vps18","UP","blymph"
"244",0.00433602803368006,"Ezh2","DOWN","blymph"
"245",0.00433820891558896,"Tfap2b","UP","blymph"
"246",0.00436969676750376,"Ppa2","UP","blymph"
"247",0.00440827387164632,"Ftl1","UP","blymph"
"248",0.00443788211158017,"Hoxa7","UP","blymph"
"249",0.00445285880169727,"Cat","UP","blymph"
"250",0.00446378525941562,"Krr1","UP","blymph"
"251",0.00447543413778932,"Gclc","UP","blymph"
"252",0.00450438542665367,"Phb","UP","blymph"
"253",0.00450737741235835,"Arhgap15","DOWN","blymph"
"254",0.00451113196796935,"Aga","UP","blymph"
"255",0.00452185260911989,"Ppp1r1a","UP","blymph"
"256",0.00455882281899485,"Sytl2","UP","blymph"
"257",0.0046188560255828,"Dnajc15","UP","blymph"
"258",0.00475627235452175,"Uso1","DOWN","blymph"
"259",0.00475937256457774,"Rpl35","UP","blymph"
"260",0.00483713336899435,"Rplp2","UP","blymph"
"261",0.00485574748938179,"Tmem252","DOWN","blymph"
"262",0.00489606346624541,"S100g","UP","blymph"
"263",0.00489755379653691,"Gm12576","UP","blymph"
"264",0.00491493211931215,"Ripor2","DOWN","blymph"
"265",0.0050538651572141,"Sdha","UP","blymph"
"266",0.00507591095957717,"Mertk","DOWN","blymph"
"267",0.00509544315011666,"Tcim","UP","blymph"
"268",0.00511518531289469,"Capza1","DOWN","blymph"
"269",0.00518179228712088,"Lekr1","UP","blymph"
"270",0.00520061512954859,"Msi2","DOWN","blymph"
"271",0.00525722751491248,"Eif4e2","UP","blymph"
"272",0.00527013029086713,"Zfp420","UP","blymph"
"273",0.00530110193158528,"Pdlim1","DOWN","blymph"
"274",0.00534017175960534,"Sp100","DOWN","blymph"
"275",0.00537448500471078,"Tgfbr2","DOWN","blymph"
"276",0.00538422781024715,"Tut7","DOWN","blymph"
"277",0.00547569743444197,"Bmp4","UP","blymph"
"278",0.00547776941896656,"Phldb2","UP","blymph"
"279",0.00557462855425549,"Pde7a","DOWN","blymph"
"280",0.00558271033258143,"Impad1","UP","blymph"
"281",0.0056045669448523,"Arid1b","DOWN","blymph"
"282",0.00561509040750159,"Naxe","UP","blymph"
"283",0.00561952733993828,"Rpl41","UP","blymph"
"284",0.00565264984405885,"Lcp1","UP","blymph"
"285",0.00565933754531505,"Shmt1","UP","blymph"
"286",0.00571005511622216,"Jmjd1c","DOWN","blymph"
"287",0.00575305613433774,"Tubb4b","UP","blymph"
"288",0.00579905479929257,"Slco1a1","DOWN","blymph"
"289",0.00586968679207032,"Pdlim5","DOWN","blymph"
"290",0.00588604113330614,"Scaf4","DOWN","blymph"
"291",0.00589325631184906,"Dapk1","UP","blymph"
"292",0.00591396089996023,"Pou2af1","DOWN","blymph"
"293",0.00599267778149574,"Alas1","DOWN","blymph"
"294",0.00605089625732494,"Elovl6","UP","blymph"
"295",0.00609602892101643,"Pspc1","DOWN","blymph"
"296",0.00611271321493289,"Zfp598","DOWN","blymph"
"297",0.00617072772187864,"Tent4a","DOWN","blymph"
"298",0.00621715722279286,"Spag9","DOWN","blymph"
"299",0.00626240813387215,"Ndufa5","UP","blymph"
"300",0.0063082409159991,"P4ha1","DOWN","blymph"
"301",0.006334551382739,"Crot","UP","blymph"
"302",0.006397688919499,"Fam91a1","UP","blymph"
"303",0.00642925857333257,"Mical2","UP","blymph"
"304",0.00643120634492514,"Chic2","UP","blymph"
"305",0.00654020445821557,"Igf2bp2","UP","blymph"
"306",0.00663873882176238,"Gsdme","UP","blymph"
"307",0.00669511536111512,"E230001N04Rik","DOWN","blymph"
"308",0.0067229752601905,"Cdkl1","UP","blymph"
"309",0.0067499143970441,"Aplp2","UP","blymph"
"310",0.00687114521675832,"mt-Nd5","UP","blymph"
"311",0.00687757486987683,"Tsc22d3","DOWN","blymph"
"312",0.00694282660605504,"Nat8f1","UP","blymph"
"313",0.00698748073503039,"Tiam2","UP","blymph"
"314",0.00701914145389532,"Slc18b1","UP","blymph"
"315",0.00707068456617296,"Dcdc2a","UP","blymph"
"316",0.00707882416148271,"4930523C07Rik","DOWN","blymph"
"317",0.00707962724439804,"Gulp1","UP","blymph"
"318",0.00715268818638291,"Tsc2","UP","blymph"
"319",0.00720779954024031,"Gpc3","UP","blymph"
"320",0.00726202558625281,"Upb1","UP","blymph"
"321",0.00729494294973158,"Cdh6","UP","blymph"
"322",0.00740953138347457,"Gapdh","UP","blymph"
"323",0.00742486752954463,"Zhx2","DOWN","blymph"
"324",0.00742664430501155,"Hsd11b2","UP","blymph"
"325",0.00748138594315291,"Anxa4","UP","blymph"
"326",0.00748365001853202,"Hnrnpa1","UP","blymph"
"327",0.00754850977139231,"Ubash3b","UP","blymph"
"328",0.00756678106659547,"Papss2","UP","blymph"
"329",0.00757435042354867,"Zswim7","UP","blymph"
"330",0.0076200187973826,"Pde3b","DOWN","blymph"
"331",0.00762044516133891,"Zfp788","UP","blymph"
"332",0.00766373332256644,"Hsp90aa1","UP","blymph"
"333",0.00767845120143659,"Tenm2","UP","blymph"
"334",0.00776899511598754,"Fbn1","UP","blymph"
"335",0.00779204754436771,"AU020206","DOWN","blymph"
"336",0.00785832871820396,"Atp5g1","UP","blymph"
"337",0.00786353154511693,"Lins1","UP","blymph"
"338",0.00787270298446575,"Vgll4","DOWN","blymph"
"339",0.00787587680783593,"Cox7b","UP","blymph"
"340",0.00789829572674716,"Ppib","UP","blymph"
"341",0.00790591865164291,"Smdt1","UP","blymph"
"342",0.00795617812863459,"Cfh","UP","blymph"
"343",0.00797197123091404,"Lmbrd1","DOWN","blymph"
"344",0.00797663587337465,"Pcyt1a","DOWN","blymph"
"345",0.00800585216224249,"Dgkd","DOWN","blymph"
"346",0.00801308785012584,"Acy3","UP","blymph"
"347",0.00812154995046727,"Ddhd2","UP","blymph"
"348",0.00821340576590217,"Anxa5","UP","blymph"
"349",0.00827201453179462,"Banp","DOWN","blymph"
"350",0.00828940254633594,"Ssh2","DOWN","blymph"
"351",0.00840760044984308,"Pex2","UP","blymph"
"352",0.00843046959197354,"Bgn","UP","blymph"
"353",0.00846635815677126,"Zbtb14","DOWN","blymph"
"354",0.00849634093626624,"Aldh2","UP","blymph"
"355",0.00858373264653553,"Mrps16","UP","blymph"
"356",0.00858426161567866,"Ppp2cb","DOWN","blymph"
"357",0.00865686589646345,"Tmem86b","DOWN","blymph"
"358",0.00882997423856284,"Ahcy","UP","blymph"
"359",0.0089499480264401,"Atp5h","UP","blymph"
"360",0.00901505915591562,"Klhl9","UP","blymph"
"361",0.0091145217414494,"Eda","UP","blymph"
"362",0.00924216034423552,"Commd3","UP","blymph"
"363",0.00929331418002885,"Asnsd1","UP","blymph"
"364",0.00929536431837206,"Paqr5","UP","blymph"
"365",0.009335836020645,"Gm14764","DOWN","blymph"
"366",0.00935527137809337,"Cystm1","UP","blymph"
"367",0.00936089766877994,"Eci3","UP","blymph"
"368",0.00937804112505011,"Sostdc1","UP","blymph"
"369",0.00939689970065815,"Mep1a","UP","blymph"
"370",0.00951721647865979,"Oxct1","UP","blymph"
"371",0.00952152051743826,"Rps23","UP","blymph"
"372",0.00954783050185711,"D730003I15Rik","UP","blymph"
"373",0.0095943136775103,"Cyp4b1","DOWN","blymph"
"374",0.00960255098404666,"Cmss1","UP","blymph"
"375",0.00961362677353972,"Igfbp7","UP","blymph"
"376",0.00970916922692191,"Pkig","DOWN","blymph"
"377",0.00981053498911318,"Timm44","UP","blymph"
"378",0.00981711239258674,"Phb2","UP","blymph"
"379",0.00984959805729191,"Atp5e","UP","blymph"
"380",0.00985619476299651,"Nupr1","UP","blymph"
"381",0.00998858700948483,"Spp1","UP","blymph"
"382",1.05802372964758e-153,"Egr1","DOWN","CD.PC"
"383",1.23778566093433e-124,"Zbtb16","DOWN","CD.PC"
"384",1.37051848088656e-120,"Nr4a1","DOWN","CD.PC"
"385",3.14516385268464e-113,"Hivep2","DOWN","CD.PC"
"386",3.5319952852776e-110,"Kap","UP","CD.PC"
"387",1.75636410243346e-99,"Nr1d2","DOWN","CD.PC"
"388",1.01453775889723e-97,"Pde3b","DOWN","CD.PC"
"389",1.62446802588448e-97,"Sik3","DOWN","CD.PC"
"390",4.12376924303326e-97,"Aldob","UP","CD.PC"
"391",2.85190973745375e-91,"Fxyd2","UP","CD.PC"
"392",1.4813281797059e-84,"mt-Co1","UP","CD.PC"
"393",5.55306211170729e-81,"Arid5b","DOWN","CD.PC"
"394",3.7727134417065e-75,"Sh3rf1","DOWN","CD.PC"
"395",4.84157468400738e-74,"mt-Co3","UP","CD.PC"
"396",1.77221702688108e-73,"Arntl","UP","CD.PC"
"397",1.10083893050956e-68,"Gpx3","UP","CD.PC"
"398",1.36599670786235e-67,"Gm42418","UP","CD.PC"
"399",1.07326023639222e-65,"Stim2","DOWN","CD.PC"
"400",1.74761281033718e-63,"Zswim6","DOWN","CD.PC"
"401",3.22831212450578e-62,"Rpl41","UP","CD.PC"
"402",7.50069711559122e-62,"Napsa","UP","CD.PC"
"403",1.53835884116071e-58,"mt-Co2","UP","CD.PC"
"404",2.13358319021699e-58,"Umod","UP","CD.PC"
"405",3.89683415902566e-58,"Gatm","UP","CD.PC"
"406",4.81567806234281e-57,"Cox6c","UP","CD.PC"
"407",6.31940081670382e-55,"Fosl2","DOWN","CD.PC"
"408",7.10441697093482e-54,"Lncpint","DOWN","CD.PC"
"409",2.17598430350219e-53,"Igfbp5","UP","CD.PC"
"410",5.14887145552993e-53,"Fth1","UP","CD.PC"
"411",1.03347807308985e-52,"P3h2","DOWN","CD.PC"
"412",2.19913514309959e-52,"Ptprj","DOWN","CD.PC"
"413",6.85542801692187e-52,"Pde7b","DOWN","CD.PC"
"414",1.96298042716462e-51,"Fam129a","DOWN","CD.PC"
"415",2.34695844864267e-51,"Prdx5","UP","CD.PC"
"416",5.51356100241089e-51,"Nr4a2","DOWN","CD.PC"
"417",1.55581589166219e-50,"Akr1c21","UP","CD.PC"
"418",8.71367032578196e-50,"Spp1","UP","CD.PC"
"419",1.13696439161539e-48,"Rps29","UP","CD.PC"
"420",2.17903141263511e-48,"Cox7c","UP","CD.PC"
"421",3.17327625949118e-48,"Fkbp5","DOWN","CD.PC"
"422",3.65130479343751e-48,"Gm43305","DOWN","CD.PC"
"423",4.59990217216964e-48,"Npas2","UP","CD.PC"
"424",4.71520256690511e-48,"Per1","DOWN","CD.PC"
"425",3.96899813466851e-47,"Ndufa4","UP","CD.PC"
"426",4.85526535840441e-47,"Setbp1","DOWN","CD.PC"
"427",1.19342600280399e-46,"Cox4i1","UP","CD.PC"
"428",1.64022352988518e-46,"Eef1a1","UP","CD.PC"
"429",2.65438062793961e-46,"Ftl1","UP","CD.PC"
"430",4.42990658708925e-46,"Cltrn","UP","CD.PC"
"431",7.80226029105176e-46,"Nuak2","UP","CD.PC"
"432",1.85807604563285e-45,"Tpt1","UP","CD.PC"
"433",1.89992560309063e-45,"Errfi1","DOWN","CD.PC"
"434",4.36358411365856e-45,"Gm49980","DOWN","CD.PC"
"435",1.01671213239167e-44,"Gsta2","UP","CD.PC"
"436",1.15220583607852e-44,"Cox8a","UP","CD.PC"
"437",2.08106537958402e-44,"Chchd2","UP","CD.PC"
"438",4.67851500496596e-44,"Neat1","DOWN","CD.PC"
"439",1.14614065972182e-43,"Chchd10","UP","CD.PC"
"440",1.99479679953091e-43,"Slc12a1","UP","CD.PC"
"441",5.20439835351042e-43,"Fign","UP","CD.PC"
"442",7.40505976609671e-42,"Rps23","UP","CD.PC"
"443",1.82415619248891e-41,"Kansl1l","DOWN","CD.PC"
"444",2.06565701870235e-40,"Tacc2","DOWN","CD.PC"
"445",4.87566257273468e-40,"Hbegf","DOWN","CD.PC"
"446",1.03952417572991e-39,"Atp5g1","UP","CD.PC"
"447",1.38644589616396e-39,"Gstm1","UP","CD.PC"
"448",1.67754439590493e-39,"Cmss1","UP","CD.PC"
"449",4.39673038837832e-39,"Uqcrh","UP","CD.PC"
"450",7.92732845162968e-39,"Rpl26","UP","CD.PC"
"451",8.20523554515854e-39,"Ndrg1","UP","CD.PC"
"452",8.30733713735381e-39,"Ndufb9","UP","CD.PC"
"453",1.12082476500592e-38,"Rps8","UP","CD.PC"
"454",2.4954884015153e-38,"Atp5b","UP","CD.PC"
"455",3.4019920772607e-38,"Atp5a1","UP","CD.PC"
"456",6.55974084420123e-38,"Camk1d","UP","CD.PC"
"457",2.07232135359263e-37,"Sema4b","DOWN","CD.PC"
"458",5.64497180246598e-37,"Spred2","DOWN","CD.PC"
"459",8.07662290051176e-37,"Ndufa13","UP","CD.PC"
"460",1.05085896784836e-36,"Stk40","DOWN","CD.PC"
"461",1.24801850731111e-36,"Uqcr10","UP","CD.PC"
"462",3.35668538954808e-36,"mt-Nd2","UP","CD.PC"
"463",3.73671983950036e-36,"Myh9","DOWN","CD.PC"
"464",4.24425965500464e-36,"Cox5b","UP","CD.PC"
"465",4.58602421121923e-36,"Itgav","DOWN","CD.PC"
"466",5.00305344454371e-36,"S100g","UP","CD.PC"
"467",9.44925283698577e-36,"Ssh2","DOWN","CD.PC"
"468",1.4974727147702e-35,"Itpkb","DOWN","CD.PC"
"469",1.56750308568645e-35,"Rpl13","UP","CD.PC"
"470",2.05356420218324e-35,"mt-Nd4","UP","CD.PC"
"471",2.66147349691813e-35,"Morf4l2","DOWN","CD.PC"
"472",6.1659716182103e-35,"Abtb2","DOWN","CD.PC"
"473",6.3475398361317e-35,"Dnase1","UP","CD.PC"
"474",6.61078745793593e-35,"Spink1","UP","CD.PC"
"475",1.04230598189987e-34,"Cox7a2","UP","CD.PC"
"476",1.12346043567216e-34,"Arih1","DOWN","CD.PC"
"477",1.51599911954694e-34,"Srpk2","DOWN","CD.PC"
"478",2.51574439912268e-34,"Kdm2a","DOWN","CD.PC"
"479",2.52189720755079e-34,"Usp53","DOWN","CD.PC"
"480",4.00554830510865e-34,"Chka","DOWN","CD.PC"
"481",4.02924261726444e-34,"Acadm","UP","CD.PC"
"482",5.70673438747855e-34,"Btbd9","DOWN","CD.PC"
"483",6.74538427957821e-34,"Hdac4","DOWN","CD.PC"
"484",1.23286208921985e-33,"Zeb2","UP","CD.PC"
"485",1.29063014257773e-33,"Esrp1","DOWN","CD.PC"
