"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"Rtn41",0.000214194812873841,0.149217040308788,0.889,0.893,1,"heterozygous","Rtn4","oligodendrocytes"
"Zfp638",0.000216698967754026,0.201001660617337,0.697,0.671,1,"heterozygous","Zfp638","oligodendrocytes"
"Abcg1",0.000217699809172895,-0.143230403140526,0.25,0.321,1,"heterozygous","Abcg1","oligodendrocytes"
"Tprn",0.000222656649781288,-0.128311626600322,0.07,0.109,1,"heterozygous","Tprn","oligodendrocytes"
"Nectin1",0.000224298621358006,0.279334284878527,0.279,0.232,1,"heterozygous","Nectin1","oligodendrocytes"
"Fam171b1",0.000227172995713797,-0.130011023153525,0.4,0.485,1,"heterozygous","Fam171b","oligodendrocytes"
"Slmap",0.000227293509213414,-0.148529016911615,0.261,0.33,1,"heterozygous","Slmap","oligodendrocytes"
"Napepld",0.000227494208329743,-0.15762866111892,0.152,0.205,1,"heterozygous","Napepld","oligodendrocytes"
"Kndc1",0.000227764721090983,-0.16986464787671,0.533,0.609,1,"heterozygous","Kndc1","oligodendrocytes"
"Itgav2",0.000231544221979894,-0.163599241607592,0.258,0.324,1,"heterozygous","Itgav","oligodendrocytes"
"Arl8b",0.000238901509134856,-0.140897277234312,0.154,0.208,1,"heterozygous","Arl8b","oligodendrocytes"
"Cbx5",0.000239997699846603,-0.168825688702558,0.165,0.221,1,"heterozygous","Cbx5","oligodendrocytes"
"Abca2",0.000242639160591391,-0.148468006116783,0.659,0.72,1,"heterozygous","Abca2","oligodendrocytes"
"Syne3",0.000249977319840779,-0.140910879935018,0.063,0.1,1,"heterozygous","Syne3","oligodendrocytes"
"Pim31",0.000253525520966887,-0.166452764464027,0.146,0.199,1,"heterozygous","Pim3","oligodendrocytes"
"Galntl61",0.000257056286151724,-0.12379165838986,0.116,0.165,1,"heterozygous","Galntl6","oligodendrocytes"
"Lipa",0.000257831131581995,-0.114795799722131,0.171,0.23,1,"heterozygous","Lipa","oligodendrocytes"
"Gm10863",0.000258217420686182,0.340174043008541,0.388,0.358,1,"heterozygous","Gm10863","oligodendrocytes"
"Lrrtm31",0.00025898888188865,-0.119260074878551,0.435,0.513,1,"heterozygous","Lrrtm3","oligodendrocytes"
"Ccar1",0.000261634932125915,-0.124530036168659,0.305,0.378,1,"heterozygous","Ccar1","oligodendrocytes"
"Kpna4",0.00026873713059622,-0.118648634381665,0.329,0.41,1,"heterozygous","Kpna4","oligodendrocytes"
"Dyrk1a",0.00027163083992359,-0.149436792384371,0.34,0.413,1,"heterozygous","Dyrk1a","oligodendrocytes"
"Canx",0.000272462844352827,-0.116078187040247,0.234,0.303,1,"heterozygous","Canx","oligodendrocytes"
"Tmem127",0.000276396810349136,-0.119836222913762,0.066,0.104,1,"heterozygous","Tmem127","oligodendrocytes"
"Cpt1c",0.000281151973793538,-0.121870129587907,0.171,0.23,1,"heterozygous","Cpt1c","oligodendrocytes"
"Sccpdh",0.000284232732714696,-0.170114838829571,0.316,0.391,1,"heterozygous","Sccpdh","oligodendrocytes"
"A230057D06Rik",0.000289560532057882,-0.182163404400351,0.38,0.445,1,"heterozygous","A230057D06Rik","oligodendrocytes"
"Eps15l1",0.000291752975529214,-0.127474069142387,0.243,0.308,1,"heterozygous","Eps15l1","oligodendrocytes"
"4930420G21Rik",0.000301504349259112,-0.187396147826582,0.418,0.488,1,"heterozygous","4930420G21Rik","oligodendrocytes"
"Ip6k2",0.000306043598455153,-0.127126794167167,0.09,0.133,1,"heterozygous","Ip6k2","oligodendrocytes"
"Zbtb44",0.000308768710040413,-0.194791330854389,0.118,0.164,1,"heterozygous","Zbtb44","oligodendrocytes"
"Phldb1",0.000310549622454781,0.17388250170272,0.809,0.805,1,"heterozygous","Phldb1","oligodendrocytes"
"Hmgb1",0.000318284660438466,-0.128986504583013,0.16,0.217,1,"heterozygous","Hmgb1","oligodendrocytes"
"Nceh1",0.000318936454968229,-0.140752074308908,0.142,0.193,1,"heterozygous","Nceh1","oligodendrocytes"
"Rbmx",0.000323616941030314,-0.129701842832384,0.155,0.209,1,"heterozygous","Rbmx","oligodendrocytes"
"Trafd1",0.000325236965211581,-0.181550987425255,0.152,0.201,1,"heterozygous","Trafd1","oligodendrocytes"
"Sec61a1",0.000334857717109855,-0.144479592114755,0.132,0.181,1,"heterozygous","Sec61a1","oligodendrocytes"
"Arntl1",0.000338150905693274,0.274293433028296,0.124,0.088,1,"heterozygous","Arntl","oligodendrocytes"
"Dusp10",0.000343500483064792,0.259286337348664,0.224,0.178,1,"heterozygous","Dusp10","oligodendrocytes"
"Ncbp1",0.000344720838262382,-0.147408104746162,0.102,0.145,1,"heterozygous","Ncbp1","oligodendrocytes"
"Vamp21",0.000345757741822507,-0.117036873417815,0.144,0.197,1,"heterozygous","Vamp2","oligodendrocytes"
"Zeb22",0.000346189961142391,0.123267332169066,0.934,0.933,1,"heterozygous","Zeb2","oligodendrocytes"
"Grb141",0.000349279526322188,-0.132457417496345,0.67,0.728,1,"heterozygous","Grb14","oligodendrocytes"
"Orc2",0.000354475754623892,-0.136844811386865,0.113,0.159,1,"heterozygous","Orc2","oligodendrocytes"
"Kdm4a",0.000354654780021207,-0.136533440365239,0.14,0.191,1,"heterozygous","Kdm4a","oligodendrocytes"
"Stmn4",0.00035537442482344,0.269072275898075,0.507,0.496,1,"heterozygous","Stmn4","oligodendrocytes"
"Crebbp2",0.000356852320601868,-0.119195491653177,0.493,0.582,1,"heterozygous","Crebbp","oligodendrocytes"
"Agpat5",0.000359212677675187,-0.144753168029679,0.078,0.117,1,"heterozygous","Agpat5","oligodendrocytes"
"Gpsm2",0.000359271603977683,-0.107689263026873,0.106,0.152,1,"heterozygous","Gpsm2","oligodendrocytes"
"Fez1",0.000367229987656711,0.243440436860698,0.43,0.399,1,"heterozygous","Fez1","oligodendrocytes"
"Lrmda1",0.000369833085072861,-0.254036677872763,0.258,0.316,1,"heterozygous","Lrmda","oligodendrocytes"
"Tmem178b1",0.000373508116734972,0.149441139849387,0.848,0.849,1,"heterozygous","Tmem178b","oligodendrocytes"
"Lman2l",0.000382011377577014,-0.152509552372449,0.067,0.104,1,"heterozygous","Lman2l","oligodendrocytes"
"Gab1",0.000386914309522597,0.192124403076314,0.76,0.769,1,"heterozygous","Gab1","oligodendrocytes"
"Agpat4",0.000393780331168572,0.202502127458268,0.605,0.582,1,"heterozygous","Agpat4","oligodendrocytes"
"Arhgap31",0.000397971299189508,-0.191728911655517,0.192,0.246,1,"heterozygous","Arhgap31","oligodendrocytes"
"Lbr",0.000398837037762367,-0.103188094780462,0.197,0.259,1,"heterozygous","Lbr","oligodendrocytes"
"Lars22",0.00040174622032873,-0.124023395686583,0.371,0.453,1,"heterozygous","Lars2","oligodendrocytes"
"Tmem170b",0.000405078049609072,-0.118762588368143,0.081,0.121,1,"heterozygous","Tmem170b","oligodendrocytes"
"Pus7",0.000407555092909421,-0.142018368229378,0.107,0.152,1,"heterozygous","Pus7","oligodendrocytes"
"Wdr20",0.000411310359161914,-0.122458767149953,0.399,0.481,1,"heterozygous","Wdr20","oligodendrocytes"
"Timp31",0.000423508704624262,-0.333303500545238,0.097,0.137,1,"heterozygous","Timp3","oligodendrocytes"
"Paxx1",0.000433633639247742,-0.141183374537056,0.149,0.2,1,"heterozygous","Paxx","oligodendrocytes"
"Sh3bp2",0.000434397414852153,-0.134480301041276,0.077,0.116,1,"heterozygous","Sh3bp2","oligodendrocytes"
"Ube4b",0.000436501423550372,-0.14146968832854,0.259,0.321,1,"heterozygous","Ube4b","oligodendrocytes"
"Susd61",0.000450748568730242,-0.179027795365671,0.229,0.292,1,"heterozygous","Susd6","oligodendrocytes"
"Sfswap1",0.000463415121433348,-0.119113908068882,0.288,0.359,1,"heterozygous","Sfswap","oligodendrocytes"
"Dpf2",0.000473835457628298,-0.111281280142009,0.142,0.195,1,"heterozygous","Dpf2","oligodendrocytes"
"Tafa5",0.000479070364733164,-0.180441999066027,0.343,0.404,1,"heterozygous","Tafa5","oligodendrocytes"
"Prickle22",0.000486659503568616,-0.109099896500665,0.887,0.917,1,"heterozygous","Prickle2","oligodendrocytes"
"Tmem19",0.000490916754811051,-0.1449874759887,0.089,0.129,1,"heterozygous","Tmem19","oligodendrocytes"
"Atp5a1",0.000500547289538595,-0.165964004065545,0.184,0.235,1,"heterozygous","Atp5a1","oligodendrocytes"
"Fau",0.000511928920089965,-0.138668404489996,0.138,0.187,1,"heterozygous","Fau","oligodendrocytes"
"Syn3",0.000521266801637724,-0.154843705954943,0.118,0.163,1,"heterozygous","Syn3","oligodendrocytes"
"Tprkb1",0.000531134791991635,0.207919338763945,0.15,0.112,1,"heterozygous","Tprkb","oligodendrocytes"
"Ctdspl2",0.000541537055227936,-0.132545170532556,0.187,0.243,1,"heterozygous","Ctdspl2","oligodendrocytes"
"Arl6ip11",0.000543709717058402,-0.14582194697982,0.144,0.193,1,"heterozygous","Arl6ip1","oligodendrocytes"
"Grm32",0.000543899686722185,-0.13050405710536,0.824,0.836,1,"heterozygous","Grm3","oligodendrocytes"
"Rps6kb11",0.000551215683108849,-0.117143592635371,0.313,0.384,1,"heterozygous","Rps6kb1","oligodendrocytes"
"Mllt6",0.000561266646913565,-0.125352048785263,0.105,0.149,1,"heterozygous","Mllt6","oligodendrocytes"
"Edem31",0.000576068213321577,-0.135596371587608,0.141,0.19,1,"heterozygous","Edem3","oligodendrocytes"
"Cpe2",0.000588861712381689,-0.207021757371171,0.119,0.161,1,"heterozygous","Cpe","oligodendrocytes"
"Ints9",0.000596656108967101,-0.168405832635131,0.121,0.165,1,"heterozygous","Ints9","oligodendrocytes"
"Baz2a",0.000598975141581141,-0.140702056220974,0.135,0.182,1,"heterozygous","Baz2a","oligodendrocytes"
"Tmem191c",0.000604992558355446,-0.1613714057422,0.089,0.128,1,"heterozygous","Tmem191c","oligodendrocytes"
"Tfdp2",0.000605676191785827,-0.166795237138959,0.382,0.45,1,"heterozygous","Tfdp2","oligodendrocytes"
"Angptl2",0.00061442615607309,-0.131804378329571,0.154,0.205,1,"heterozygous","Angptl2","oligodendrocytes"
"Kctd17",0.000615295174278928,-0.111324796921748,0.112,0.157,1,"heterozygous","Kctd17","oligodendrocytes"
"Ephb1",0.000619251797787746,0.17827415230019,0.655,0.635,1,"heterozygous","Ephb1","oligodendrocytes"
"Rsf11",0.00062311118232276,-0.104727670325208,0.368,0.446,1,"heterozygous","Rsf1","oligodendrocytes"
"Zfp239",0.000625412063806805,-0.155549354078367,0.095,0.136,1,"heterozygous","Zfp239","oligodendrocytes"
"Atn1",0.000632388422380825,-0.130352763365699,0.11,0.153,1,"heterozygous","Atn1","oligodendrocytes"
"Tcf12",0.000645756701431336,0.123580917510112,0.914,0.916,1,"heterozygous","Tcf12","oligodendrocytes"
"Trmt1l",0.000650913204918143,-0.141238278124563,0.123,0.169,1,"heterozygous","Trmt1l","oligodendrocytes"
"Eif5b",0.000651489767070612,-0.121029170100146,0.135,0.183,1,"heterozygous","Eif5b","oligodendrocytes"
"Dtnb1",0.00065977894863121,-0.156274309868118,0.207,0.258,1,"heterozygous","Dtnb","oligodendrocytes"
"Sesn31",0.000672934470204062,-0.130829110863369,0.11,0.154,1,"heterozygous","Sesn3","oligodendrocytes"
"Adamts61",0.000681409973228178,0.212519624462776,0.268,0.222,1,"heterozygous","Adamts6","oligodendrocytes"
"Ttc3",0.000690638829828848,-0.114542291078818,0.47,0.549,1,"heterozygous","Ttc3","oligodendrocytes"
"Crebzf1",0.000699079391617802,0.200013702166383,0.451,0.413,1,"heterozygous","Crebzf","oligodendrocytes"
"Zfp592",0.000705883012680967,-0.125160399479475,0.104,0.146,1,"heterozygous","Zfp592","oligodendrocytes"
"Pds5b",0.000707973027396044,-0.127025369742385,0.278,0.345,1,"heterozygous","Pds5b","oligodendrocytes"
"Mapk8",0.000714617242714685,-0.141624148640532,0.155,0.205,1,"heterozygous","Mapk8","oligodendrocytes"
"Chn2",0.00072743559153235,-0.152251195117604,0.352,0.418,1,"heterozygous","Chn2","oligodendrocytes"
"Tmem245",0.000742105409924303,-0.110337705723776,0.276,0.342,1,"heterozygous","Tmem245","oligodendrocytes"
"Cdh10",0.000763936818942769,0.188209241157319,0.703,0.691,1,"heterozygous","Cdh10","oligodendrocytes"
"Ppp3r1",0.000765874952665302,-0.129149482346642,0.087,0.126,1,"heterozygous","Ppp3r1","oligodendrocytes"
"Capn5",0.000796174900580375,-0.140760050946064,0.077,0.113,1,"heterozygous","Capn5","oligodendrocytes"
"Msl2",0.000803369273889488,-0.10700123082827,0.137,0.186,1,"heterozygous","Msl2","oligodendrocytes"
"Igf1r2",0.000819691912407375,0.206147818574939,0.545,0.511,1,"heterozygous","Igf1r","oligodendrocytes"
"Ring1",0.000832963083156532,-0.149285246913794,0.152,0.201,1,"heterozygous","Ring1","oligodendrocytes"
"Ankrd121",0.000833837153033514,-0.145427605338174,0.45,0.518,1,"heterozygous","Ankrd12","oligodendrocytes"
"Rcl1",0.000844380349053182,-0.116598161532961,0.07,0.106,1,"heterozygous","Rcl1","oligodendrocytes"
"2900052L18Rik",0.000849815404833195,0.246694220413084,0.26,0.219,1,"heterozygous","2900052L18Rik","oligodendrocytes"
"Actr10",0.00085079960001635,-0.105820054335024,0.099,0.139,1,"heterozygous","Actr10","oligodendrocytes"
"Chd4",0.000887182869571046,-0.135729930840835,0.269,0.331,1,"heterozygous","Chd4","oligodendrocytes"
"Bmp1",0.000888855758932595,-0.161375088690844,0.159,0.209,1,"heterozygous","Bmp1","oligodendrocytes"
"Sufu",0.000911250057067465,-0.104922511497221,0.096,0.136,1,"heterozygous","Sufu","oligodendrocytes"
"Mapk42",0.000913647644427381,-0.359764867483698,0.089,0.125,1,"heterozygous","Mapk4","oligodendrocytes"
"Pik3c2b",0.000932559938757248,-0.120996094887044,0.529,0.595,1,"heterozygous","Pik3c2b","oligodendrocytes"
"Drosha",0.000938337705046721,-0.111817402241575,0.121,0.165,1,"heterozygous","Drosha","oligodendrocytes"
"Arid21",0.000942724851562415,-0.147014211102295,0.298,0.365,1,"heterozygous","Arid2","oligodendrocytes"
"Man1a2",0.000955156747754494,-0.163878184653618,0.197,0.25,1,"heterozygous","Man1a2","oligodendrocytes"
"Naaladl2",0.000959922706269679,0.143850993176859,0.813,0.801,1,"heterozygous","Naaladl2","oligodendrocytes"
"Ppm1l2",0.000967653890926934,-0.137986655280058,0.171,0.223,1,"heterozygous","Ppm1l","oligodendrocytes"
"Cds2",0.000978560491337072,-0.123566244448018,0.157,0.207,1,"heterozygous","Cds2","oligodendrocytes"
"Gnb4",0.000980400421365494,0.252517562056451,0.213,0.173,1,"heterozygous","Gnb4","oligodendrocytes"
"Nup214",0.000982649170457172,-0.121710296033514,0.183,0.237,1,"heterozygous","Nup214","oligodendrocytes"
"Pik3c2a1",0.000989248243973335,-0.113288736899231,0.316,0.385,1,"heterozygous","Pik3c2a","oligodendrocytes"
"Edem2",0.00100164318529046,-0.122481764010724,0.087,0.125,1,"heterozygous","Edem2","oligodendrocytes"
"Tfcp2",0.0010184299471072,-0.116624627559337,0.147,0.194,1,"heterozygous","Tfcp2","oligodendrocytes"
"Gab2",0.00102280017151901,0.172798689892347,0.353,0.303,1,"heterozygous","Gab2","oligodendrocytes"
"Ppp1r9a",0.00102412499150936,-0.138507167089857,0.398,0.468,1,"heterozygous","Ppp1r9a","oligodendrocytes"
"1700063D05Rik",0.00102720801419833,0.220960022354519,0.115,0.082,1,"heterozygous","1700063D05Rik","oligodendrocytes"
"Crybg3",0.00102883502433311,-0.171649417523704,0.229,0.285,1,"heterozygous","Crybg3","oligodendrocytes"
"Abi11",0.00103601003073693,-0.104344499798701,0.272,0.337,1,"heterozygous","Abi1","oligodendrocytes"
"Supt16",0.0010402531920743,-0.130849526494603,0.149,0.196,1,"heterozygous","Supt16","oligodendrocytes"
"Wnk1",0.00105361248503902,0.15655432463183,0.866,0.871,1,"heterozygous","Wnk1","oligodendrocytes"
"Ppp4r1",0.00105982598314162,-0.162031006742244,0.236,0.291,1,"heterozygous","Ppp4r1","oligodendrocytes"
"Lig3",0.00107775795454009,-0.107857980186639,0.139,0.188,1,"heterozygous","Lig3","oligodendrocytes"
"Cxxc51",0.00110163894456073,0.233461468885705,0.218,0.178,1,"heterozygous","Cxxc5","oligodendrocytes"
"Ptcd3",0.00110460220032782,-0.132981617364737,0.159,0.207,1,"heterozygous","Ptcd3","oligodendrocytes"
"Tasor1",0.00111776244527078,0.152911401959174,0.625,0.605,1,"heterozygous","Tasor","oligodendrocytes"
"Brap",0.00114259207562358,-0.112872854722602,0.091,0.13,1,"heterozygous","Brap","oligodendrocytes"
"Dvl3",0.00114645319836072,-0.119018197790755,0.102,0.142,1,"heterozygous","Dvl3","oligodendrocytes"
"Txlng",0.00115236853420833,-0.121120122324829,0.163,0.213,1,"heterozygous","Txlng","oligodendrocytes"
"Sass6",0.00115333103843542,-0.165234559777426,0.178,0.224,1,"heterozygous","Sass6","oligodendrocytes"
"Cadm2",0.00115631569617128,0.181000555514972,0.87,0.865,1,"heterozygous","Cadm2","oligodendrocytes"
"Memo1",0.00117080385235018,-0.144494096605321,0.237,0.296,1,"heterozygous","Memo1","oligodendrocytes"
"Opcml1",0.00117277985106717,0.212050678693921,0.676,0.658,1,"heterozygous","Opcml","oligodendrocytes"
"Smad11",0.00117584142975701,-0.13712641131322,0.123,0.165,1,"heterozygous","Smad1","oligodendrocytes"
"Zfp207",0.001194899575044,-0.107911927041295,0.276,0.343,1,"heterozygous","Zfp207","oligodendrocytes"
"Rnf181",0.00121961701068644,-0.105047729239464,0.119,0.162,1,"heterozygous","Rnf181","oligodendrocytes"
"Trpc4ap",0.00122364052044302,-0.158031502788536,0.278,0.336,1,"heterozygous","Trpc4ap","oligodendrocytes"
"Ncald",0.001232695976582,0.284467016267444,0.333,0.307,1,"heterozygous","Ncald","oligodendrocytes"
"St6galnac3",0.00126332361857133,-0.113817773995783,0.872,0.878,1,"heterozygous","St6galnac3","oligodendrocytes"
"Mecp2",0.00127689014701582,-0.148475762972679,0.292,0.355,1,"heterozygous","Mecp2","oligodendrocytes"
"Kcmf1",0.0012834340174582,-0.124821466106142,0.241,0.301,1,"heterozygous","Kcmf1","oligodendrocytes"
"Spred11",0.00129479996889141,0.218438315317077,0.345,0.306,1,"heterozygous","Spred1","oligodendrocytes"
"Rbbp4",0.001297258493294,-0.120582952181478,0.174,0.224,1,"heterozygous","Rbbp4","oligodendrocytes"
"Ncam21",0.00131523387635105,0.126782178310678,0.841,0.84,1,"heterozygous","Ncam2","oligodendrocytes"
"Glod4",0.0013173099299929,-0.120564982415252,0.188,0.24,1,"heterozygous","Glod4","oligodendrocytes"
"Nrxn11",0.00132007324633018,-0.134566984153923,0.43,0.504,1,"heterozygous","Nrxn1","oligodendrocytes"
"Ralgapa1",0.00134537165800136,0.167928329803431,0.595,0.587,1,"heterozygous","Ralgapa1","oligodendrocytes"
"Rin21",0.00137265300924227,0.286078491969866,0.195,0.157,1,"heterozygous","Rin2","oligodendrocytes"
"Pacrg1",0.00137459302715024,0.201680512334686,0.755,0.755,1,"heterozygous","Pacrg","oligodendrocytes"
"4632427E13Rik2",0.00137733536376621,0.174942066919667,0.399,0.358,1,"heterozygous","4632427E13Rik","oligodendrocytes"
"Atrn",0.00137744856427071,-0.111195270119138,0.507,0.592,1,"heterozygous","Atrn","oligodendrocytes"
"Cyld",0.00141189450082927,-0.137068617843148,0.358,0.424,1,"heterozygous","Cyld","oligodendrocytes"
"Camk2n12",0.0014254035952223,-0.141607227230755,0.136,0.182,1,"heterozygous","Camk2n1","oligodendrocytes"
"Hectd41",0.00144204284809441,-0.104800743843635,0.276,0.342,1,"heterozygous","Hectd4","oligodendrocytes"
"D7Ertd443e",0.00145641901472254,-0.149545252556721,0.769,0.793,1,"heterozygous","D7Ertd443e","oligodendrocytes"
"Pik3ca",0.00146607628895271,-0.145469273454248,0.256,0.314,1,"heterozygous","Pik3ca","oligodendrocytes"
"Clasp21",0.00147463142181101,0.115934663936008,0.882,0.887,1,"heterozygous","Clasp2","oligodendrocytes"
"Stard3",0.00148526538340498,-0.103004863434018,0.149,0.196,1,"heterozygous","Stard3","oligodendrocytes"
"Erc21",0.00148631936427332,-0.122650233657735,0.157,0.204,1,"heterozygous","Erc2","oligodendrocytes"
"Kif2a",0.00150774102161572,-0.135912834355597,0.179,0.229,1,"heterozygous","Kif2a","oligodendrocytes"
"Csrp1",0.00154944666287786,0.200159103733383,0.512,0.488,1,"heterozygous","Csrp1","oligodendrocytes"
"Osbpl7",0.00155241058552888,0.287779653281221,0.252,0.215,1,"heterozygous","Osbpl7","oligodendrocytes"
"Zfp560",0.00155754763500061,0.176018607363662,0.107,0.076,1,"heterozygous","Zfp560","oligodendrocytes"
"Fhit2",0.00156073023462333,-0.216716570310923,0.183,0.23,1,"heterozygous","Fhit","oligodendrocytes"
"Irf3",0.00157832702957043,-0.123550895929207,0.134,0.179,1,"heterozygous","Irf3","oligodendrocytes"
"Mettl7a1",0.00158050652527219,-0.133286738483305,0.24,0.298,1,"heterozygous","Mettl7a1","oligodendrocytes"
"Ap3b1",0.00158657326584071,-0.118507482072468,0.374,0.449,1,"heterozygous","Ap3b1","oligodendrocytes"
"Cblb",0.00160949966899567,-0.151620088913867,0.291,0.349,1,"heterozygous","Cblb","oligodendrocytes"
"Zhx31",0.0016387185333204,-0.122187560760756,0.27,0.333,1,"heterozygous","Zhx3","oligodendrocytes"
"Ywhag1",0.00168071886349263,-0.147021180139264,0.151,0.193,1,"heterozygous","Ywhag","oligodendrocytes"
"Spire12",0.00168142620457977,-0.149974564832381,0.295,0.35,1,"heterozygous","Spire1","oligodendrocytes"
"Ankra2",0.00169436208812551,-0.111656939640716,0.102,0.14,1,"heterozygous","Ankra2","oligodendrocytes"
"Kat6b",0.00169705658504715,-0.130142448838078,0.235,0.294,1,"heterozygous","Kat6b","oligodendrocytes"
"Mob4",0.00169894105034349,-0.126963360890341,0.189,0.243,1,"heterozygous","Mob4","oligodendrocytes"
"R3hdm11",0.00171824649674496,0.156870569212513,0.768,0.756,1,"heterozygous","R3hdm1","oligodendrocytes"
"Mbtd1",0.00173782077610275,-0.132334891426052,0.367,0.436,1,"heterozygous","Mbtd1","oligodendrocytes"
"Jmy",0.00175060011415909,-0.106828178532955,0.179,0.227,1,"heterozygous","Jmy","oligodendrocytes"
"Hmox2",0.00175408272589577,-0.123891508352273,0.263,0.325,1,"heterozygous","Hmox2","oligodendrocytes"
"Dmpk",0.00176836057916095,-0.115859075831128,0.137,0.182,1,"heterozygous","Dmpk","oligodendrocytes"
"Sox81",0.00177866844907438,-0.118573048544138,0.226,0.28,1,"heterozygous","Sox8","oligodendrocytes"
"Elf1",0.0018194091595008,-0.13359007486369,0.251,0.309,1,"heterozygous","Elf1","oligodendrocytes"
"Ldlrap1",0.00184613763526584,-0.109358280337787,0.076,0.11,1,"heterozygous","Ldlrap1","oligodendrocytes"
"Psma31",0.00188180809695436,-0.109503967366168,0.226,0.283,1,"heterozygous","Psma3","oligodendrocytes"
"Tns31",0.0019253905139107,-0.127110317267977,0.316,0.38,1,"heterozygous","Tns3","oligodendrocytes"
"Nav22",0.00194234078513465,-0.140037620749313,0.218,0.268,1,"heterozygous","Nav2","oligodendrocytes"
"Rusc2",0.00194957112793507,-0.118614474197343,0.184,0.235,1,"heterozygous","Rusc2","oligodendrocytes"
"Selenop1",0.00198943457249703,-0.192976235213203,0.204,0.251,1,"heterozygous","Selenop","oligodendrocytes"
"Ppp2r2c",0.00202030942278286,-0.126596697242094,0.243,0.298,1,"heterozygous","Ppp2r2c","oligodendrocytes"
"Tex10",0.0020226953469694,-0.140047841917628,0.148,0.193,1,"heterozygous","Tex10","oligodendrocytes"
"Prox1",0.00203216649532996,0.227649866299309,0.401,0.376,1,"heterozygous","Prox1","oligodendrocytes"
"Eipr1",0.00204233485735213,-0.124162839056713,0.101,0.138,1,"heterozygous","Eipr1","oligodendrocytes"
"Traf6",0.00204259924262608,-0.117959800763946,0.219,0.274,1,"heterozygous","Traf6","oligodendrocytes"
"Adamtsl1",0.00207004995376269,0.238704711355582,0.537,0.516,1,"heterozygous","Adamtsl1","oligodendrocytes"
"Brk1",0.00207416799636965,-0.101525032138539,0.104,0.142,1,"heterozygous","Brk1","oligodendrocytes"
"Mkln11",0.00209642104539341,-0.112456521322364,0.39,0.462,1,"heterozygous","Mkln1","oligodendrocytes"
"Mical21",0.00212488201660975,0.184303654484948,0.136,0.102,1,"heterozygous","Mical2","oligodendrocytes"
"9330182L06Rik",0.00212734001093018,0.284101836197691,0.356,0.325,1,"heterozygous","9330182L06Rik","oligodendrocytes"
"Fbxo21",0.0021289382343055,-0.116905847781198,0.152,0.199,1,"heterozygous","Fbxo21","oligodendrocytes"
"Paip2",0.00215829052649929,-0.119043537300475,0.509,0.583,1,"heterozygous","Paip2","oligodendrocytes"
"Cpd",0.00220143284154826,0.201853758001629,0.417,0.385,1,"heterozygous","Cpd","oligodendrocytes"
"Hps5",0.00221460136837061,-0.105754502473219,0.099,0.136,1,"heterozygous","Hps5","oligodendrocytes"
"Utp14b",0.00222010033480007,0.207762670433319,0.107,0.077,1,"heterozygous","Utp14b","oligodendrocytes"
"Rfx3",0.0022276840879339,-0.112315511016382,0.298,0.36,1,"heterozygous","Rfx3","oligodendrocytes"
"Capn7",0.00222858617175994,-0.108561242394077,0.181,0.231,1,"heterozygous","Capn7","oligodendrocytes"
"Ap4e1",0.00227623055015182,-0.110434117726887,0.131,0.172,1,"heterozygous","Ap4e1","oligodendrocytes"
"Acsl31",0.00230981724667043,0.239038915708113,0.38,0.343,1,"heterozygous","Acsl3","oligodendrocytes"
"Mrpl411",0.00239068497437394,-0.137499894054975,0.126,0.167,1,"heterozygous","Mrpl41","oligodendrocytes"
"Efhd1",0.00242017159317392,-0.118087739245643,0.153,0.199,1,"heterozygous","Efhd1","oligodendrocytes"
"Ipo7",0.00242397318099271,-0.102136776533025,0.133,0.173,1,"heterozygous","Ipo7","oligodendrocytes"
"Xrcc5",0.00243643702749493,-0.104406406442957,0.098,0.134,1,"heterozygous","Xrcc5","oligodendrocytes"
"Acyp2",0.00249396419888932,0.2241860563484,0.428,0.395,1,"heterozygous","Acyp2","oligodendrocytes"
"Zfyve11",0.00251197342445533,-0.108555051755423,0.345,0.412,1,"heterozygous","Zfyve1","oligodendrocytes"
"Sort11",0.00251900998029678,-0.128756591259209,0.455,0.524,1,"heterozygous","Sort1","oligodendrocytes"
"Rhob1",0.00252338173153401,0.242438649584491,0.212,0.177,1,"heterozygous","Rhob","oligodendrocytes"
"Gm48512",0.00254510195540577,0.22473329902436,0.245,0.209,1,"heterozygous","Gm48512","oligodendrocytes"
"Farp21",0.00256850995092386,-0.12471549583399,0.161,0.206,1,"heterozygous","Farp2","oligodendrocytes"
"Clmn",0.00260589073214419,-0.126799373443351,0.647,0.711,1,"heterozygous","Clmn","oligodendrocytes"
"Bptf",0.00261358870533404,-0.132615431915535,0.411,0.48,1,"heterozygous","Bptf","oligodendrocytes"
"Mob2",0.00266066101673498,-0.111592173232452,0.132,0.174,1,"heterozygous","Mob2","oligodendrocytes"
"Arsg",0.00268861284416438,0.215078111537179,0.421,0.399,1,"heterozygous","Arsg","oligodendrocytes"
"Inpp5f",0.00270958096113055,0.19528684785436,0.539,0.536,1,"heterozygous","Inpp5f","oligodendrocytes"
"Kif21a",0.00273228915027579,-0.11574101520235,0.681,0.734,1,"heterozygous","Kif21a","oligodendrocytes"
"Vezf1",0.00275188547942756,-0.120616381888951,0.128,0.169,1,"heterozygous","Vezf1","oligodendrocytes"
