"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"Spire1",2.12904148022294e-104,-0.170875113866793,0.838,0.903,6.87339751475174e-100,"heterozygous","Spire1","excitatory_neurons"
"Gm46367",2.22490346247439e-104,0.253563665478555,0.751,0.725,7.18287833825233e-100,"heterozygous","Gm46367","excitatory_neurons"
"Ablim3",2.41244870666105e-104,-0.127732875752272,0.266,0.384,7.78834940458452e-100,"heterozygous","Ablim3","excitatory_neurons"
"Csnk1a1",2.84233034972062e-104,-0.15774387021249,0.851,0.911,9.17617930103804e-100,"heterozygous","Csnk1a1","excitatory_neurons"
"Anxa7",3.86362083876222e-104,-0.108817477797537,0.234,0.35,1.24733135158599e-99,"heterozygous","Anxa7","excitatory_neurons"
"2210408F21Rik",4.9785420833264e-104,-0.178448322324345,0.77,0.854,1.60727252618109e-99,"heterozygous","2210408F21Rik","excitatory_neurons"
"Ociad2",5.12197951968688e-104,-0.173597853072601,0.522,0.645,1.65357986813571e-99,"heterozygous","Ociad2","excitatory_neurons"
"Kctd16",5.4358955050901e-104,0.222873099512348,0.965,0.959,1.75492450486329e-99,"heterozygous","Kctd16","excitatory_neurons"
"Pgbd5",6.04948808564417e-104,-0.170848104070024,0.669,0.769,1.95301673356936e-99,"heterozygous","Pgbd5","excitatory_neurons"
"Shc3",3.50748542170152e-103,-0.172693577222298,0.587,0.7,1.13235659354212e-98,"heterozygous","Shc3","excitatory_neurons"
"Ahdc1",9.8265203713379e-103,-0.117901115973446,0.351,0.48,3.17239383668273e-98,"heterozygous","Ahdc1","excitatory_neurons"
"Mapk10",1.63028483605162e-102,-0.141920548136646,0.982,0.988,5.26321156470906e-98,"heterozygous","Mapk10","excitatory_neurons"
"Arpc2",6.92661556404128e-102,-0.157475485155996,0.556,0.677,2.23618856869509e-97,"heterozygous","Arpc2","excitatory_neurons"
"Rnf165",1.60723502318082e-101,-0.152346759979817,0.587,0.712,5.18879754883694e-97,"heterozygous","Rnf165","excitatory_neurons"
"Ptpre",3.20925458091281e-101,-0.132683517085358,0.244,0.359,1.03607574890189e-96,"heterozygous","Ptpre","excitatory_neurons"
"Pde10a",7.57592458559772e-101,0.189854863726004,0.979,0.982,2.44581149321437e-96,"heterozygous","Pde10a","excitatory_neurons"
"Map4k3",9.30877097957583e-101,-0.157658736890417,0.792,0.867,3.00524362304626e-96,"heterozygous","Map4k3","excitatory_neurons"
"Sez6l2",9.30936399590414e-101,-0.149146930906841,0.529,0.655,3.00543507243769e-96,"heterozygous","Sez6l2","excitatory_neurons"
"Vrk2",1.13625077231868e-100,0.214791203218122,0.198,0.12,3.66827199335361e-96,"heterozygous","Vrk2","excitatory_neurons"
"Cadps2",3.17213838057114e-100,0.439392095285055,0.794,0.76,1.02409315478359e-95,"heterozygous","Cadps2","excitatory_neurons"
"Gm26691",1.27764096181654e-99,-0.2003960473429,0.386,0.502,4.12473608112851e-95,"heterozygous","Gm26691","excitatory_neurons"
"Tnfrsf21",1.57868753324246e-99,-0.120953243085197,0.318,0.442,5.09663483231996e-95,"heterozygous","Tnfrsf21","excitatory_neurons"
"Slc2a3",2.56094139473994e-99,-0.155395196699032,0.58,0.697,8.26774319877843e-95,"heterozygous","Slc2a3","excitatory_neurons"
"Arhgap21",4.15737787771237e-99,-0.160328296560807,0.815,0.879,1.34216787404066e-94,"heterozygous","Arhgap21","excitatory_neurons"
"Sgcz",8.00512326342345e-99,-0.222569174748886,0.92,0.956,2.58437399436363e-94,"heterozygous","Sgcz","excitatory_neurons"
"Hdac7",8.93905718176037e-99,-0.152384577185203,0.529,0.655,2.88588522055952e-94,"heterozygous","Hdac7","excitatory_neurons"
"Rufy3",1.40375769618993e-98,-0.151980052904944,0.79,0.87,4.53189134637955e-94,"heterozygous","Rufy3","excitatory_neurons"
"Syngr3",1.66222106689292e-98,-0.109066908105721,0.285,0.408,5.36631449235709e-94,"heterozygous","Syngr3","excitatory_neurons"
"Fry",1.69746098796611e-98,-0.152423900881201,0.93,0.959,5.48008305354979e-94,"heterozygous","Fry","excitatory_neurons"
"Spock2",2.20151925490956e-98,-0.149034202313359,0.625,0.749,7.10738476255003e-94,"heterozygous","Spock2","excitatory_neurons"
"Stat4",8.38885266740172e-98,0.106524305901404,0.11,0.05,2.70825719514397e-93,"heterozygous","Stat4","excitatory_neurons"
"Slc6a7",9.73118806022478e-98,-0.171700854689391,0.327,0.436,3.14161675336297e-93,"heterozygous","Slc6a7","excitatory_neurons"
"Kirrel3",1.04861583490486e-97,-0.37344994984905,0.565,0.665,3.38535136140686e-93,"heterozygous","Kirrel3","excitatory_neurons"
"Tmsb10",1.08832209881604e-97,-0.13961990032675,0.268,0.385,3.51353906381771e-93,"heterozygous","Tmsb10","excitatory_neurons"
"Galnt16",1.29839088400769e-97,-0.163532824576172,0.356,0.47,4.19172512993044e-93,"heterozygous","Galnt16","excitatory_neurons"
"Neurl1a",1.5103350832918e-97,-0.137147894219892,0.397,0.518,4.87596578289925e-93,"heterozygous","Neurl1a","excitatory_neurons"
"Per2",2.55337488973429e-97,-0.10973278419422,0.279,0.398,8.24331549401819e-93,"heterozygous","Per2","excitatory_neurons"
"Aak1",2.96758189198111e-97,-0.133587938082874,0.943,0.965,9.58054138007183e-93,"heterozygous","Aak1","excitatory_neurons"
"Elfn2",3.06301167793797e-97,-0.106179482229498,0.282,0.402,9.88862690105493e-93,"heterozygous","Elfn2","excitatory_neurons"
"Cttnbp2",5.94173058129684e-97,0.170460772708318,0.981,0.981,1.91822830086587e-92,"heterozygous","Cttnbp2","excitatory_neurons"
"Pak1",8.04792444293698e-97,-0.188647698659794,0.702,0.798,2.59819192715777e-92,"heterozygous","Pak1","excitatory_neurons"
"Pcdh1",3.58483012983447e-96,-0.131143785058353,0.397,0.521,1.15732655911576e-91,"heterozygous","Pcdh1","excitatory_neurons"
"Cmip",1.83220972353274e-95,-0.14187156996043,0.85,0.914,5.91510587145311e-91,"heterozygous","Cmip","excitatory_neurons"
"Lrrc4b",1.90934192507841e-95,-0.123040836399129,0.336,0.459,6.16411947092314e-91,"heterozygous","Lrrc4b","excitatory_neurons"
"Fam110b",3.52561105339723e-95,-0.169219997604321,0.496,0.612,1.13820827247876e-90,"heterozygous","Fam110b","excitatory_neurons"
"C730002L08Rik",8.88736482974523e-95,0.224977943922822,0.347,0.265,2.86919686163495e-90,"heterozygous","C730002L08Rik","excitatory_neurons"
"5330438D12Rik",9.94887790885117e-95,0.204066698478411,0.871,0.858,3.21189574409351e-90,"heterozygous","5330438D12Rik","excitatory_neurons"
"Dlg1",1.37422686700407e-94,0.155679069122649,0.968,0.968,4.43655401743593e-90,"heterozygous","Dlg1","excitatory_neurons"
"Tmsb4x",5.21040094483569e-94,-0.164883411515735,0.537,0.662,1.68212584103075e-89,"heterozygous","Tmsb4x","excitatory_neurons"
"Mcf2l",6.86154323540006e-94,-0.155954357762862,0.786,0.86,2.21518061811656e-89,"heterozygous","Mcf2l","excitatory_neurons"
"Tox3",9.51112357994447e-94,-0.138806075917975,0.133,0.22,3.07057113654927e-89,"heterozygous","Tox3","excitatory_neurons"
"Chrm1",1.25840394545416e-93,-0.118594659359317,0.325,0.445,4.06263129750422e-89,"heterozygous","Chrm1","excitatory_neurons"
"Akt3",1.70092111039355e-93,0.162274404179596,0.987,0.985,5.49125371279453e-89,"heterozygous","Akt3","excitatory_neurons"
"Sema4d",1.85065487779905e-93,-0.127099804970941,0.446,0.575,5.97465420748644e-89,"heterozygous","Sema4d","excitatory_neurons"
"Mir124-2hg",2.22514425387977e-93,0.216208567685434,0.767,0.745,7.18365570922544e-89,"heterozygous","Mir124-2hg","excitatory_neurons"
"Mtmr12",3.02108071816484e-93,-0.151677782831561,0.619,0.728,9.75325699052336e-89,"heterozygous","Mtmr12","excitatory_neurons"
"Frmd4a",3.79962110365891e-93,-0.156962060030916,0.975,0.984,1.22666967710524e-88,"heterozygous","Frmd4a","excitatory_neurons"
"Atp2b4",6.11421722475202e-93,-0.211883558890383,0.412,0.52,1.97391388883894e-88,"heterozygous","Atp2b4","excitatory_neurons"
"Sytl2",8.98445974692249e-93,0.225817551143786,0.608,0.554,2.90054298469646e-88,"heterozygous","Sytl2","excitatory_neurons"
"Fkbp1a",1.25501542389819e-92,-0.125489040139589,0.436,0.562,4.05169179451292e-88,"heterozygous","Fkbp1a","excitatory_neurons"
"Nyap2",2.91463962887484e-92,0.223045362076297,0.892,0.888,9.40962257785954e-88,"heterozygous","Nyap2","excitatory_neurons"
"Cdh2",3.29285420334101e-92,-0.162679534047154,0.925,0.957,1.06306505100661e-87,"heterozygous","Cdh2","excitatory_neurons"
"Cntnap2",5.3675166646337e-92,0.194699554007398,0.992,0.992,1.73284908001034e-87,"heterozygous","Cntnap2","excitatory_neurons"
"Ctif",5.50899835731832e-92,-0.142961838893144,0.617,0.732,1.77852502967665e-87,"heterozygous","Ctif","excitatory_neurons"
"Aff2",6.13460588310946e-92,-0.194477395100802,0.635,0.731,1.98049616330306e-87,"heterozygous","Aff2","excitatory_neurons"
"Plekha6",3.86933828742103e-91,-0.145859555245927,0.723,0.815,1.24917717271101e-86,"heterozygous","Plekha6","excitatory_neurons"
"Rab6b",4.20724455628739e-91,-0.144994787253758,0.789,0.866,1.35826683255182e-86,"heterozygous","Rab6b","excitatory_neurons"
"Tub",1.25004998084916e-90,-0.153117753512687,0.675,0.772,4.03566135817341e-86,"heterozygous","Tub","excitatory_neurons"
"Snph",1.46641336404028e-89,-0.145695325863835,0.703,0.801,4.73416890446764e-85,"heterozygous","Snph","excitatory_neurons"
"Gtf2ird1",3.14702467570816e-89,-0.120041040903488,0.36,0.481,1.01598544630562e-84,"heterozygous","Gtf2ird1","excitatory_neurons"
"Hsph1",3.47749530976857e-89,-0.116834003114528,0.38,0.503,1.12267458580568e-84,"heterozygous","Hsph1","excitatory_neurons"
"Selenow",4.9619300183836e-89,-0.151406589691056,0.544,0.663,1.60190948713496e-84,"heterozygous","Selenow","excitatory_neurons"
"Etl4",6.18932044212791e-89,0.210991513174103,0.962,0.958,1.99816021153657e-84,"heterozygous","Etl4","excitatory_neurons"
"Upp2",1.43706897715845e-88,-0.155926979259026,0.827,0.889,4.63943348585833e-84,"heterozygous","Upp2","excitatory_neurons"
"Syt11",2.85403436635077e-88,-0.152972309493662,0.731,0.828,9.21396454832684e-84,"heterozygous","Syt11","excitatory_neurons"
"Mrtfa",4.51906652618988e-88,-0.161729404705774,0.702,0.789,1.45893543731514e-83,"heterozygous","Mrtfa","excitatory_neurons"
"Rgs17",8.79029651103723e-88,-0.191867732374746,0.619,0.721,2.83785932562326e-83,"heterozygous","Rgs17","excitatory_neurons"
"Tmem117",9.77448865614861e-88,-0.15110235528177,0.351,0.463,3.15559591775102e-83,"heterozygous","Tmem117","excitatory_neurons"
"Crebzf",1.02776680049098e-87,0.17330326339782,0.8,0.786,3.31804233870507e-83,"heterozygous","Crebzf","excitatory_neurons"
"Lrrc3b",1.72088784684674e-87,-0.136921919557602,0.365,0.483,5.55571432476e-83,"heterozygous","Lrrc3b","excitatory_neurons"
"Lpin2",1.81242742860527e-87,-0.139387153082475,0.581,0.697,5.85124071050925e-83,"heterozygous","Lpin2","excitatory_neurons"
"Kif1a",3.08787049893378e-87,-0.143062572339389,0.752,0.84,9.96888111875783e-83,"heterozygous","Kif1a","excitatory_neurons"
"Smad1",7.11839005860788e-87,-0.109781437177391,0.32,0.435,2.29810104652097e-82,"heterozygous","Smad1","excitatory_neurons"
"Fam189a1",1.57221300315442e-86,-0.175854123304554,0.858,0.914,5.07573245938372e-82,"heterozygous","Fam189a1","excitatory_neurons"
"Srpk2",1.77726204922103e-86,-0.122862095540583,0.948,0.97,5.73771279970516e-82,"heterozygous","Srpk2","excitatory_neurons"
"Pcdh15",1.8194417799445e-86,0.501535834888854,0.832,0.807,5.87388584237282e-82,"heterozygous","Pcdh15","excitatory_neurons"
"Kansl1",2.70598769843537e-86,-0.123850005850223,0.955,0.975,8.73601068562876e-82,"heterozygous","Kansl1","excitatory_neurons"
"Slc38a2",4.79113027397096e-86,-0.142866008433566,0.622,0.74,1.54676849764879e-81,"heterozygous","Slc38a2","excitatory_neurons"
"Anxa6",1.00763433182268e-85,-0.108057904983925,0.301,0.412,3.25304667685635e-81,"heterozygous","Anxa6","excitatory_neurons"
"Bcr",1.97605493598248e-85,-0.126096044335318,0.438,0.555,6.37949575532585e-81,"heterozygous","Bcr","excitatory_neurons"
"Ephb2",2.41878485134897e-85,-0.142390132335676,0.509,0.626,7.80880501409501e-81,"heterozygous","Ephb2","excitatory_neurons"
"Sntb2",5.14557736088099e-85,-0.186938308930485,0.61,0.717,1.66119819518682e-80,"heterozygous","Sntb2","excitatory_neurons"
"Wscd2",5.23615297349075e-85,-0.130662779142127,0.435,0.556,1.69043962596175e-80,"heterozygous","Wscd2","excitatory_neurons"
"Kcnip4",7.03773529783015e-85,-0.212692989596752,0.982,0.991,2.27206246355149e-80,"heterozygous","Kcnip4","excitatory_neurons"
"Ankrd33b",8.42203438822009e-85,-0.15572043024877,0.756,0.839,2.71896958189297e-80,"heterozygous","Ankrd33b","excitatory_neurons"
"Gm1043",1.39501637289793e-84,-0.13781431632754,0.551,0.665,4.50367085826369e-80,"heterozygous","Gm1043","excitatory_neurons"
"Ssbp3",1.83150243631922e-84,-0.142357202127667,0.56,0.674,5.91282246541298e-80,"heterozygous","Ssbp3","excitatory_neurons"
"Ankrd27",2.08810065596369e-84,-0.110547705845486,0.372,0.489,6.74122415771318e-80,"heterozygous","Ankrd27","excitatory_neurons"
"Ovol2",2.63507225097873e-84,-0.111323445523477,0.186,0.28,8.50706725505974e-80,"heterozygous","Ovol2","excitatory_neurons"
"Ncs1",2.80735666393072e-84,-0.11334134217293,0.399,0.518,9.06327025383395e-80,"heterozygous","Ncs1","excitatory_neurons"
"Cadps",7.28692565237141e-84,-0.104122570025114,0.995,0.995,2.35251107761159e-79,"heterozygous","Cadps","excitatory_neurons"
"Clvs1",8.97773101242928e-84,-0.145672460059186,0.769,0.846,2.89837068005267e-79,"heterozygous","Clvs1","excitatory_neurons"
"Abhd6",9.5115785333859e-84,-0.13458970186423,0.432,0.546,3.0707180137183e-79,"heterozygous","Abhd6","excitatory_neurons"
"Mbnl1",2.83916559774932e-83,-0.155239461620875,0.72,0.811,9.16596221577389e-79,"heterozygous","Mbnl1","excitatory_neurons"
"Gm11418",7.87906787551525e-83,0.214374748346368,0.495,0.423,2.54367827293134e-78,"heterozygous","Gm11418","excitatory_neurons"
"Mmp17",1.26229256630271e-82,-0.141241722916642,0.424,0.538,4.07518532105166e-78,"heterozygous","Mmp17","excitatory_neurons"
"Cetn3",1.2831906553464e-82,0.194729701955397,0.557,0.503,4.14265271172032e-78,"heterozygous","Cetn3","excitatory_neurons"
"Mvb12b",1.35734058216476e-82,-0.113957634194929,0.431,0.551,4.38203833546072e-78,"heterozygous","Mvb12b","excitatory_neurons"
"Gabbr1",1.97187307760512e-82,-0.145635235236367,0.774,0.857,6.36599504374037e-78,"heterozygous","Gabbr1","excitatory_neurons"
"Ahi1",2.61692755831211e-82,0.178426890405078,0.982,0.982,8.44848892925481e-78,"heterozygous","Ahi1","excitatory_neurons"
"App",8.95605428296887e-82,-0.118954490272871,0.967,0.983,2.89137256471367e-77,"heterozygous","App","excitatory_neurons"
"Slc1a1",2.07906933656414e-81,-0.147823962891867,0.566,0.676,6.71206744616369e-77,"heterozygous","Slc1a1","excitatory_neurons"
"Syn2",3.42117341237146e-81,-0.158648932853219,0.9,0.935,1.10449162445e-76,"heterozygous","Syn2","excitatory_neurons"
"Camk2n1",4.30511186478584e-81,-0.198666421796193,0.688,0.772,1.38986231442746e-76,"heterozygous","Camk2n1","excitatory_neurons"
"Ilf3",7.48044333327017e-81,-0.108037981546829,0.398,0.514,2.41498632571294e-76,"heterozygous","Ilf3","excitatory_neurons"
"Luc7l3",2.36398308630056e-80,0.164165909256194,0.909,0.908,7.63188299581273e-76,"heterozygous","Luc7l3","excitatory_neurons"
"Rasgef1a",2.89643523809189e-80,-0.149910986014385,0.756,0.837,9.35085152265586e-76,"heterozygous","Rasgef1a","excitatory_neurons"
"Gm5820",4.15503145625955e-80,0.139721149282087,0.251,0.174,1.34141035533883e-75,"heterozygous","Gm5820","excitatory_neurons"
"Tiam1",4.599670248697e-80,-0.162630463986367,0.566,0.677,1.48495754308934e-75,"heterozygous","Tiam1","excitatory_neurons"
"Sobp",5.2181324187953e-80,-0.144649663370555,0.9,0.935,1.68462187008387e-75,"heterozygous","Sobp","excitatory_neurons"
"Bmerb1",6.90854050581022e-80,-0.142413402440193,0.702,0.796,2.23035321689577e-75,"heterozygous","Bmerb1","excitatory_neurons"
"Stox2",8.35494119022434e-80,-0.16643487729371,0.76,0.841,2.69730921385203e-75,"heterozygous","Stox2","excitatory_neurons"
"Inpp4a",2.18834666932335e-79,-0.148460243524965,0.717,0.808,7.0648583872435e-75,"heterozygous","Inpp4a","excitatory_neurons"
"Foxg1",2.33528038396285e-79,0.194334755635898,0.474,0.41,7.53921919158566e-75,"heterozygous","Foxg1","excitatory_neurons"
"Shank2",3.19991360030803e-79,-0.148992962188918,0.843,0.898,1.03306010672344e-74,"heterozygous","Shank2","excitatory_neurons"
"Gm43948",4.58422344898133e-79,0.218519327878292,0.398,0.326,1.47997069826913e-74,"heterozygous","Gm43948","excitatory_neurons"
"Mapt",5.22193578193953e-79,-0.123070362046795,0.945,0.969,1.68584974784136e-74,"heterozygous","Mapt","excitatory_neurons"
"Oip5os1",8.24326056115958e-79,-0.114724109282401,0.446,0.565,2.66125423956476e-74,"heterozygous","Oip5os1","excitatory_neurons"
"Gnao1",1.18060519835567e-78,-0.133380866397123,0.863,0.917,3.81146582237144e-74,"heterozygous","Gnao1","excitatory_neurons"
"Myt1l",1.2738568701382e-78,-0.121868307904516,0.985,0.989,4.11251951955418e-74,"heterozygous","Myt1l","excitatory_neurons"
"Map6",1.63338913214975e-78,-0.127298093827265,0.643,0.747,5.27323347423224e-74,"heterozygous","Map6","excitatory_neurons"
"Gse1",2.0933938163718e-78,-0.145073150220334,0.611,0.719,6.75831259677473e-74,"heterozygous","Gse1","excitatory_neurons"
"Ccdc85a",2.32608576946497e-78,-0.168897823701698,0.628,0.726,7.50953529814071e-74,"heterozygous","Ccdc85a","excitatory_neurons"
"Sept3",3.6334837299967e-78,-0.142430194697485,0.556,0.67,1.17303388739213e-73,"heterozygous","Sept3","excitatory_neurons"
"Spred2",3.68620042549067e-78,-0.107554417309273,0.776,0.893,1.19005294536541e-73,"heterozygous","Spred2","excitatory_neurons"
"Flnb",7.66908759274267e-78,-0.136636936308045,0.668,0.769,2.47588823844104e-73,"heterozygous","Flnb","excitatory_neurons"
"Ajap1",1.84248425982705e-77,-0.137802124415309,0.414,0.518,5.94827618442564e-73,"heterozygous","Ajap1","excitatory_neurons"
"Gm20275",2.1922109014595e-77,0.194569754106038,0.834,0.827,7.07733367427186e-73,"heterozygous","Gm20275","excitatory_neurons"
"Grid2",3.68654017506289e-77,0.280557336868327,0.892,0.872,1.1901626301173e-72,"heterozygous","Grid2","excitatory_neurons"
"Srgap2",8.21069248354074e-77,-0.144051230014426,0.832,0.894,2.65073996138629e-72,"heterozygous","Srgap2","excitatory_neurons"
"Lrtm1",1.14690593048834e-76,0.222267496947803,0.438,0.368,3.70267110598854e-72,"heterozygous","Lrtm1","excitatory_neurons"
"Camk2d",2.53890331950503e-76,-0.240422939216711,0.42,0.517,8.19659547669003e-72,"heterozygous","Camk2d","excitatory_neurons"
"E330009J07Rik",4.34909203283992e-76,-0.101913065247697,0.352,0.467,1.40406087188204e-71,"heterozygous","E330009J07Rik","excitatory_neurons"
"Scai",4.41998539041691e-76,0.172574510120832,0.931,0.927,1.4269480834422e-71,"heterozygous","Scai","excitatory_neurons"
"Kcnj3",4.50318823511782e-76,0.215177839101249,0.943,0.945,1.45380928982544e-71,"heterozygous","Kcnj3","excitatory_neurons"
"Ap2b1",9.70386210325688e-76,-0.131799525218025,0.69,0.783,3.13279484141545e-71,"heterozygous","Ap2b1","excitatory_neurons"
"Slc4a10",1.09582114544412e-75,0.173094465654421,0.975,0.974,3.53774898595179e-71,"heterozygous","Slc4a10","excitatory_neurons"
"Zbtb7c",1.22547430515241e-75,-0.120668482397144,0.195,0.282,3.95632124675404e-71,"heterozygous","Zbtb7c","excitatory_neurons"
"Mthfd1l",1.39751191149323e-75,-0.102289344810931,0.298,0.405,4.51172745506474e-71,"heterozygous","Mthfd1l","excitatory_neurons"
"Ctnnd2",1.47832927841599e-75,-0.112998220778535,0.995,0.996,4.77263824243817e-71,"heterozygous","Ctnnd2","excitatory_neurons"
"Kcnh4",1.63909092275727e-75,-0.107644430333856,0.245,0.343,5.29164113502956e-71,"heterozygous","Kcnh4","excitatory_neurons"
"Sipa1l3",2.51038023356153e-75,-0.106836783307681,0.35,0.46,8.10451154603005e-71,"heterozygous","Sipa1l3","excitatory_neurons"
"Gm34544",3.46360496473469e-75,0.242993312369427,0.23,0.152,1.11819022681495e-70,"heterozygous","Gm34544","excitatory_neurons"
