"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"Foxo1.1",9.60207387795853e-10,0.212159561983795,0.525,0.427,3.09993353076013e-05,"control","Foxo1","astrocytes"
"Nudt3.1",9.6987802739506e-10,0.183488313386003,0.47,0.37,3.13115422364221e-05,"control","Nudt3","astrocytes"
"Garem1.1",9.92998452067633e-10,0.22465544355868,0.684,0.603,3.20579620265515e-05,"control","Garem1","astrocytes"
"Klf15.1",9.99049529928347e-10,0.203851169851951,0.263,0.183,3.22533150242068e-05,"control","Klf15","astrocytes"
"Ezr.1",1.15963200165428e-09,0.205557363605211,0.321,0.233,3.74375595414069e-05,"control","Ezr","astrocytes"
"Sox2.1",1.26445578913908e-09,-0.31477967252749,0.23,0.301,4.08216906965661e-05,"control","Sox2","astrocytes"
"Lrp6.1",1.31072999396245e-09,0.193186317212088,0.429,0.338,4.23156071250837e-05,"control","Lrp6","astrocytes"
"Cntn5.12",1.46565208218479e-09,0.225452133155201,0.221,0.148,4.73171118212537e-05,"control","Cntn5","astrocytes"
"Mcu.1",1.56166841870673e-09,0.268476309001459,0.592,0.514,5.04169032295282e-05,"control","Mcu","astrocytes"
"Ophn1.1",1.58021610767254e-09,-0.274984626603806,0.434,0.499,5.10156968201004e-05,"control","Ophn1","astrocytes"
"Camk1d.11",1.62205278757367e-09,0.167764247716735,0.897,0.845,5.23663521940283e-05,"control","Camk1d","astrocytes"
"Sept8.1",1.65841277352098e-09,-0.29122092217569,0.288,0.359,5.35401979803512e-05,"control","Sept8","astrocytes"
"Zfhx3.1",2.45096000568723e-09,0.251228032238241,0.25,0.174,7.91267928236067e-05,"control","Zfhx3","astrocytes"
"Fut8.1",2.62111638384204e-09,-0.225045283108584,0.631,0.678,8.46201213359564e-05,"control","Fut8","astrocytes"
"Ifrd1.11",2.64423737972342e-09,0.188404505840219,0.411,0.319,8.53665595669908e-05,"control","Ifrd1","astrocytes"
"Nadk.1",2.65415023436137e-09,0.206007960073275,0.368,0.28,8.56865861661226e-05,"control","Nadk","astrocytes"
"Glrb.1",2.82607391772129e-09,0.15397769256123,0.374,0.283,9.1236970359714e-05,"control","Glrb","astrocytes"
"Gm48747.1",3.318717424996e-09,-0.317983304648296,0.437,0.489,0.000107141473348571,"control","Gm48747","astrocytes"
"Gm11417.1",3.90094950515487e-09,0.190912431959731,0.13,0.076,0.00012593825382442,"control","Gm11417","astrocytes"
"Ssbp3.11",4.06360848332129e-09,0.168169471425106,0.251,0.175,0.000131189536275545,"control","Ssbp3","astrocytes"
"Id4.1",4.14135036816098e-09,0.257258027669186,0.462,0.373,0.000133699355285709,"control","Id4","astrocytes"
"B4galt6.1",4.6383722168684e-09,0.225814779283838,0.223,0.155,0.000149745208649379,"control","B4galt6","astrocytes"
"Gm47423.1",5.08700005917879e-09,0.191238873103205,0.268,0.193,0.000164228709910528,"control","Gm47423","astrocytes"
"Mt3.1",5.36106358185526e-09,0.268981593228096,0.584,0.498,0.000173076576676615,"control","Mt3","astrocytes"
"Fam110b.11",5.64341815788886e-09,0.222989031202108,0.354,0.268,0.000182192111809284,"control","Fam110b","astrocytes"
"Suz12.1",5.71995790932399e-09,0.149206799806651,0.376,0.284,0.000184663121144616,"control","Suz12","astrocytes"
"Mrps6.12",5.75717361082027e-09,0.159955646455374,0.145,0.088,0.000185864592851722,"control","Mrps6","astrocytes"
"Gm48742.1",5.81368399281814e-09,-0.317300435152656,0.479,0.528,0.000187688974024141,"control","Gm48742","astrocytes"
"Rbm39.11",5.83312993259166e-09,-0.186742832359732,0.866,0.878,0.000188316766743789,"control","Rbm39","astrocytes"
"Hipk2.1",5.83509557041013e-09,0.218782021924539,0.664,0.58,0.000188380225395121,"control","Hipk2","astrocytes"
"Cntnap5a.11",6.00707836712737e-09,0.251006115232734,0.131,0.078,0.00019393251800434,"control","Cntnap5a","astrocytes"
"Zswim6.1",6.23497176523218e-09,0.210793505525026,0.665,0.578,0.000201289828468756,"control","Zswim6","astrocytes"
"Zfp664.1",6.24280341059988e-09,0.148416708104247,0.171,0.11,0.000201542665307807,"control","Zfp664","astrocytes"
"Shisa9.11",6.41496657244675e-09,0.281924473075979,0.396,0.317,0.000207100780824871,"control","Shisa9","astrocytes"
"Gm14211.1",6.63980015090706e-09,0.173301313962412,0.127,0.074,0.000214359308071884,"control","Gm14211","astrocytes"
"Kdm3a.1",7.57431566674404e-09,0.210254733499679,0.396,0.31,0.000244529206985165,"control","Kdm3a","astrocytes"
"Kcnd3.1",8.04584178019844e-09,0.212900135600484,0.207,0.142,0.000259751956031926,"control","Kcnd3","astrocytes"
"Rnf24.1",8.37388413592426e-09,0.195198801060322,0.307,0.229,0.000270342475444179,"control","Rnf24","astrocytes"
"Rbfox1.12",8.41796295205437e-09,0.272883477400296,0.595,0.503,0.000271765515944123,"control","Rbfox1","astrocytes"
"Aplp1.1",8.65969387380005e-09,0.202438903993841,0.459,0.366,0.000279569557021761,"control","Aplp1","astrocytes"
"Slc38a2.12",8.68139631332715e-09,0.541439179988127,0.272,0.2,0.000280270198579454,"control","Slc38a2","astrocytes"
"Prr5.1",9.20415746372771e-09,0.196759189224995,0.231,0.16,0.000297147019558985,"control","Prr5","astrocytes"
"Csmd1.1",9.29988499926715e-09,0.244585382039606,0.669,0.583,0.000300237487316341,"control","Csmd1","astrocytes"
"Tspan9.1",9.85585278972287e-09,-0.273924905975515,0.52,0.567,0.000318186351463413,"control","Tspan9","astrocytes"
"Gm26532.1",1.0453919268267e-08,0.171647125662799,0.204,0.138,0.000337494329656733,"control","Gm26532","astrocytes"
"Clybl.1",1.04892316626812e-08,-0.224524901564455,0.57,0.635,0.000338634354998001,"control","Clybl","astrocytes"
"Plk2.1",1.22377314120433e-08,0.124951744303897,0.1,0.054,0.000395082920906405,"control","Plk2","astrocytes"
"Gm41492.1",1.23160472117581e-08,-0.276005336053932,0.136,0.195,0.0003976112681844,"control","Gm41492","astrocytes"
"Ilk.1",1.37439944378237e-08,0.162312616093649,0.24,0.167,0.000443711116430701,"control","Ilk","astrocytes"
"Rev1.1",1.40856587765738e-08,0.233168461914797,0.412,0.333,0.000454741407942907,"control","Rev1","astrocytes"
"Rab4a.1",1.47021043568094e-08,0.130764693629968,0.12,0.07,0.000474642737055236,"control","Rab4a","astrocytes"
"Camkv.11",1.51501294891679e-08,0.150240651411957,0.16,0.102,0.000489106780428296,"control","Camkv","astrocytes"
"Adgrb3.1",1.61480722585745e-08,0.140043525385904,0.934,0.928,0.000521324364795819,"control","Adgrb3","astrocytes"
"Crim1.1",1.62531262973952e-08,0.20563129047961,0.346,0.264,0.000524715929385105,"control","Crim1","astrocytes"
"Hsph1.12",1.74007101244714e-08,0.147959565813053,0.151,0.095,0.000561764525658435,"control","Hsph1","astrocytes"
"Cbs.1",1.75674101880058e-08,-0.244368614185732,0.399,0.467,0.000567146270509579,"control","Cbs","astrocytes"
"Fam13c.1",1.84210091344474e-08,-0.23114294063594,0.617,0.666,0.000594703858896499,"control","Fam13c","astrocytes"
"Mrtfb.11",1.89969875218206e-08,0.223099159083526,0.402,0.322,0.000613298745154456,"control","Mrtfb","astrocytes"
"Erc1.1",1.93093932399029e-08,0.180876478752879,0.552,0.466,0.000623384451357025,"control","Erc1","astrocytes"
"Lcorl.11",1.98108396032302e-08,0.191763194399467,0.436,0.35,0.000639573145750685,"control","Lcorl","astrocytes"
"Gm39323.1",2.02069993563045e-08,-0.197979928407452,0.069,0.116,0.000652362767218935,"control","Gm39323","astrocytes"
"Ptprz1.1",2.0775986082722e-08,-0.180993116382232,0.872,0.876,0.000670731934694597,"control","Ptprz1","astrocytes"
"App.12",2.13304318768006e-08,0.15908593613138,0.383,0.295,0.000688631662710632,"control","App","astrocytes"
"Itprid2.11",2.22065966495249e-08,0.193256137321017,0.35,0.27,0.000716917766233261,"control","Itprid2","astrocytes"
"Irf2.11",2.30847665717425e-08,0.161163206169501,0.483,0.387,0.000745268604002134,"control","Irf2","astrocytes"
"Dennd6a.11",2.30853762755002e-08,0.181085293423043,0.347,0.265,0.000745288287678248,"control","Dennd6a","astrocytes"
"Plcb4.11",2.56804237691063e-08,0.223827032986723,0.642,0.562,0.000829066800961828,"control","Plcb4","astrocytes"
"Ckb.1",2.95191007498617e-08,-0.193472477747046,0.81,0.832,0.000952994648608534,"control","Ckb","astrocytes"
"Lamc1.12",3.16252320627901e-08,0.179169187395493,0.22,0.152,0.00102098899191511,"control","Lamc1","astrocytes"
"Calr.1",3.22819949846856e-08,-0.286509923791281,0.193,0.252,0.00104219192608559,"control","Calr","astrocytes"
"Ccdc6.1",3.30303407906179e-08,0.132485536682764,0.213,0.146,0.00106635152208431,"control","Ccdc6","astrocytes"
"Gm21860.11",3.56869453402075e-08,-0.25542361023194,0.101,0.153,0.00115211734336326,"control","Gm21860","astrocytes"
"Epc1.11",3.59752813954752e-08,0.182097287827936,0.667,0.57,0.00116142598457152,"control","Epc1","astrocytes"
"Acsl6.1",3.60411499104987e-08,-0.22238511213521,0.694,0.727,0.00116355248371054,"control","Acsl6","astrocytes"
"Gpm6b.11",3.66242896677022e-08,-0.150459792156309,0.902,0.915,0.0011823785676321,"control","Gpm6b","astrocytes"
"Arhgef10l.1",4.10581492283709e-08,-0.272032881713191,0.363,0.424,0.00132552128968873,"control","Arhgef10l","astrocytes"
"Gabra4.11",4.2921309112371e-08,0.201903934877465,0.306,0.232,0.00138567154338378,"control","Gabra4","astrocytes"
"Ank2.1",4.88413497783638e-08,0.122954848865498,0.981,0.978,0.0015767941362447,"control","Ank2","astrocytes"
"Coq10b.1",5.01674384786783e-08,0.135360691096497,0.171,0.112,0.00161960558384565,"control","Coq10b","astrocytes"
"Mmp14.1",5.33339640232416e-08,-0.225404073929377,0.125,0.183,0.00172183369452633,"control","Mmp14","astrocytes"
"Dtna.1",5.34276703184367e-08,-0.146103141692357,0.927,0.931,0.00172485890856041,"control","Dtna","astrocytes"
"Lrrc8a.1",5.62566542985182e-08,0.108296756820942,0.136,0.083,0.00181618982737336,"control","Lrrc8a","astrocytes"
"Cecr2.1",5.63751849178344e-08,-0.299200404857438,0.344,0.402,0.00182001646988737,"control","Cecr2","astrocytes"
"Srgap3.11",5.93246390361412e-08,-0.209131374799619,0.735,0.764,0.00191523664664278,"control","Srgap3","astrocytes"
"Ddx5.1",6.30378931580757e-08,-0.153023806294406,0.939,0.938,0.00203511534271532,"control","Ddx5","astrocytes"
"Camkk1.11",6.32368106147078e-08,0.110540446132132,0.101,0.057,0.00204153719388523,"control","Camkk1","astrocytes"
"Kcnd2.11",6.33262626121746e-08,0.171920235551281,0.605,0.519,0.00204442506217145,"control","Kcnd2","astrocytes"
"Hgf.1",6.39827476444724e-08,-0.243111811942796,0.14,0.198,0.00206561902495415,"control","Hgf","astrocytes"
"Nrxn2.11",6.53786097227348e-08,0.151746572260113,0.626,0.538,0.00211068303628877,"control","Nrxn2","astrocytes"
"Atxn1.11",6.56804264869352e-08,0.187732035393105,0.613,0.533,0.00212042688870422,"control","Atxn1","astrocytes"
"Ptk2b.11",6.72179719763916e-08,0.136891289098566,0.129,0.08,0.00217006500728583,"control","Ptk2b","astrocytes"
"Cdc37l1.11",7.09197220981713e-08,0.177846590960467,0.509,0.426,0.00228957230821736,"control","Cdc37l1","astrocytes"
"Chst2.1",7.35102647179014e-08,0.182290166897241,0.402,0.32,0.00237320538615273,"control","Chst2","astrocytes"
"Sybu.1",7.48741291156596e-08,-0.239323281792568,0.62,0.651,0.00241723638436995,"control","Sybu","astrocytes"
"Gm973.1",7.74053807406894e-08,-0.260377837621269,0.419,0.472,0.00249895531183242,"control","Gm973","astrocytes"
"Rgs6.1",7.75101852700048e-08,-0.265737316187807,0.729,0.756,0.00250233882125683,"control","Rgs6","astrocytes"
"Tox.11",7.8511517524867e-08,0.227936167430015,0.722,0.664,0.0025346658317728,"control","Tox","astrocytes"
"Prom1.1",8.8099256882012e-08,0.194981014118544,0.112,0.066,0.00284419640917888,"control","Prom1","astrocytes"
"Cep85l.11",9.06782382533684e-08,-0.250078161124311,0.662,0.682,0.00292745624377175,"control","Cep85l","astrocytes"
"Ttyh3.1",9.6643522379136e-08,0.234255936204498,0.603,0.524,0.00312003947648803,"control","Ttyh3","astrocytes"
"Gnao1.11",9.6765930088551e-08,-0.172685775461624,0.905,0.915,0.00312399128697878,"control","Gnao1","astrocytes"
"Slc4a4.11",1.03742256693197e-07,-0.170225404249149,0.923,0.92,0.00334921501508317,"control","Slc4a4","astrocytes"
"4930488L21Rik.1",1.09350307937476e-07,-0.238464215784695,0.608,0.65,0.00353026534145346,"control","4930488L21Rik","astrocytes"
"Macf1.11",1.10142490443579e-07,-0.117471399936509,0.977,0.983,0.0035558401614805,"control","Macf1","astrocytes"
"Emc2.1",1.11877681349718e-07,0.173823764219323,0.323,0.246,0.0036118590646943,"control","Emc2","astrocytes"
"Apoe.11",1.20191432503621e-07,-0.180370880561418,0.947,0.958,0.00388026020694691,"control","Apoe","astrocytes"
"Dach1.1",1.2198218774181e-07,0.257760158635474,0.294,0.226,0.00393807294905659,"control","Dach1","astrocytes"
"Ssbp2.1",1.22434625806654e-07,0.1693688001665,0.761,0.696,0.00395267945954201,"control","Ssbp2","astrocytes"
"Fzd2.1",1.24578526861857e-07,0.175203904285143,0.303,0.231,0.00402189316120818,"control","Fzd2","astrocytes"
"Ptprn2.1",1.30310684283893e-07,0.194445434622623,0.298,0.223,0.00420695013142121,"control","Ptprn2","astrocytes"
"Hspa5.1",1.3113548807003e-07,-0.26724939304422,0.229,0.29,0.00423357809685286,"control","Hspa5","astrocytes"
"Smox.11",1.34591510184466e-07,0.191647905069379,0.372,0.296,0.00434515231479531,"control","Smox","astrocytes"
"Pik3r1.1",1.3917845245329e-07,0.174869663957965,0.725,0.645,0.00449323715900203,"control","Pik3r1","astrocytes"
"Tent4b.11",1.42124726859148e-07,0.152797924567982,0.293,0.22,0.00458835468192073,"control","Tent4b","astrocytes"
"Plpp3.1",1.45502533016362e-07,-0.158298650307816,0.906,0.916,0.00469740377590023,"control","Plpp3","astrocytes"
"Fgf14.1",1.48084969713895e-07,0.193032820399337,0.779,0.715,0.00478077516224338,"control","Fgf14","astrocytes"
"Maob.1",1.6428749707885e-07,0.251569810005587,0.311,0.239,0.00530385755569358,"control","Maob","astrocytes"
"Abi1.1",1.67045135431163e-07,0.171089883515878,0.701,0.628,0.00539288515225966,"control","Abi1","astrocytes"
"Nav3.1",1.97290616304274e-07,0.238326540207974,0.469,0.387,0.00636933025676719,"control","Nav3","astrocytes"
"Slc25a18.1",1.98776695140666e-07,-0.29335868378466,0.369,0.42,0.00641730682592127,"control","Slc25a18","astrocytes"
"Ctnnd2.11",2.00996500345644e-07,-0.127560274598407,0.922,0.93,0.00648897101715876,"control","Ctnnd2","astrocytes"
"R3hdm4.1",2.02945057787985e-07,0.119478513970796,0.169,0.113,0.00655187824562731,"control","R3hdm4","astrocytes"
"Fth1.11",2.15675868436041e-07,0.174938144484408,0.543,0.452,0.00696287973658916,"control","Fth1","astrocytes"
"Stx18.1",2.2143266927602e-07,0.161026623537326,0.284,0.214,0.00714873229490703,"control","Stx18","astrocytes"
"Mical2.1",2.21978952717121e-07,0.184684927182167,0.733,0.665,0.00716636850951952,"control","Mical2","astrocytes"
"Rasgef1a.11",2.24847878766363e-07,0.173209724402414,0.153,0.103,0.00725898891809325,"control","Rasgef1a","astrocytes"
"Cmss1.1",2.40942500965831e-07,-0.173831166740257,0.894,0.916,0.00777858770118089,"control","Cmss1","astrocytes"
"Chl1.1",2.46189100136818e-07,0.215388568423754,0.263,0.198,0.00794796890881704,"control","Chl1","astrocytes"
"Ywhag.11",2.47554642340782e-07,0.125122707227992,0.23,0.166,0.0079920540733298,"control","Ywhag","astrocytes"
"Rasgrp1.1",2.63940739360663e-07,0.149608330755408,0.215,0.154,0.00852106282951964,"control","Rasgrp1","astrocytes"
"Nck2.12",2.74239946574847e-07,0.157647721043235,0.216,0.155,0.00885356243522237,"control","Nck2","astrocytes"
"Ptprf.11",2.74883764667904e-07,0.154147740747797,0.25,0.183,0.00887434745853862,"control","Ptprf","astrocytes"
"Pde3a.1",2.83828063721058e-07,-0.239678799289728,0.072,0.116,0.00916310520917065,"control","Pde3a","astrocytes"
"Fry.11",2.90763760383992e-07,0.200648305721499,0.651,0.58,0.00938701724023681,"control","Fry","astrocytes"
"Map1b.11",2.97218792391987e-07,0.214742270547293,0.205,0.149,0.00959541149358292,"control","Map1b","astrocytes"
"Farp2.11",3.14932209893635e-07,0.166860289263144,0.234,0.171,0.0101672714642061,"control","Farp2","astrocytes"
"Robo1.1",3.36656839754445e-07,0.128530762995082,0.46,0.378,0.0108686294146325,"control","Robo1","astrocytes"
"Sv2b.11",3.37036831741922e-07,0.196424589884825,0.182,0.127,0.0108808970759562,"control","Sv2b","astrocytes"
"Ctdspl.12",3.66739660542027e-07,0.193866053884612,0.474,0.397,0.0118398232009388,"control","Ctdspl","astrocytes"
"Srpk2.11",3.68681378769288e-07,0.142190183165813,0.721,0.64,0.0119025096321877,"control","Srpk2","astrocytes"
"Nup98.1",3.80690458934249e-07,0.174004538752707,0.419,0.34,0.0122902107762333,"control","Nup98","astrocytes"
"Rgs11.1",3.83751159653524e-07,0.107397948833554,0.107,0.064,0.0123890224382544,"control","Rgs11","astrocytes"
"Mdn1.1",3.9111686197742e-07,0.136077992862485,0.274,0.205,0.012626816772079,"control","Mdn1","astrocytes"
"Tnfrsf19.1",3.95607971113229e-07,-0.28799533191498,0.501,0.544,0.0127718077394195,"control","Tnfrsf19","astrocytes"
"Dync1h1.11",4.0536808861896e-07,0.138035017990296,0.389,0.307,0.0130869033729745,"control","Dync1h1","astrocytes"
"Rgs7.1",4.13526809870861e-07,-0.183514720043262,0.827,0.841,0.0133502995298709,"control","Rgs7","astrocytes"
"Rnf217.1",4.17438481404891e-07,0.143318497971232,0.246,0.182,0.0134765839336755,"control","Rnf217","astrocytes"
"Zfp651.1",4.55495499454791e-07,0.136980512139826,0.162,0.109,0.0147052167043985,"control","Zfp651","astrocytes"
"Baiap2.11",4.69084842119362e-07,0.215262827888903,0.193,0.139,0.0151439350429815,"control","Baiap2","astrocytes"
"Prickle2.12",4.93590641494184e-07,0.198537330470566,0.487,0.411,0.0159350802699983,"control","Prickle2","astrocytes"
"Lpin2.11",5.03608277055702e-07,0.13705508505237,0.282,0.212,0.0162584896164663,"control","Lpin2","astrocytes"
"Ak3.11",5.10631577740274e-07,0.152719015604373,0.238,0.175,0.016485229855767,"control","Ak3","astrocytes"
"Smarcd2.1",5.11350981102943e-07,0.151960034365742,0.151,0.1,0.0165084550739274,"control","Smarcd2","astrocytes"
"Bcar1.11",5.28186434278637e-07,0.147958037450937,0.165,0.112,0.0170519708442515,"control","Bcar1","astrocytes"
"Nrxn3.11",5.36171180294301e-07,0.106892145594967,0.643,0.56,0.0173097503846212,"control","Nrxn3","astrocytes"
"Sdk1.11",5.44752171988814e-07,0.277788913833419,0.165,0.113,0.0175867791204869,"control","Sdk1","astrocytes"
"Capn2.1",5.579196937724e-07,0.127036180597554,0.308,0.233,0.0180118793937482,"control","Capn2","astrocytes"
"Sesn1.11",5.88984484543938e-07,0.152353579322651,0.507,0.427,0.0190147750990165,"control","Sesn1","astrocytes"
"Rgs7bp.1",5.99951034529206e-07,0.195735319794549,0.415,0.341,0.0193688191987409,"control","Rgs7bp","astrocytes"
"Add1.11",6.19382594986484e-07,0.154236159191666,0.569,0.484,0.0199961476965437,"control","Add1","astrocytes"
"Gas6.1",6.39966582044748e-07,0.11773985411915,0.204,0.143,0.0206606811347327,"control","Gas6","astrocytes"
"Osbpl6.1",6.40347280426055e-07,0.192066079218151,0.302,0.234,0.0206729716012748,"control","Osbpl6","astrocytes"
"Fstl1.1",6.41348763194564e-07,0.183912977251091,0.344,0.272,0.0207053034709733,"control","Fstl1","astrocytes"
"Nav2.12",6.47628409765899e-07,0.129175967433347,0.692,0.612,0.0209080355808823,"control","Nav2","astrocytes"
"Znrf3.1",6.49918026143899e-07,0.16663796153844,0.729,0.661,0.0209819535560296,"control","Znrf3","astrocytes"
"Glcci1.11",6.58775019203924e-07,0.18231239012446,0.297,0.227,0.0212678927199795,"control","Glcci1","astrocytes"
"Syt1.11",6.63351527351736e-07,0.141325514178309,0.43,0.353,0.0214156407090235,"control","Syt1","astrocytes"
"Acvr2a.11",6.80393461237499e-07,0.136072139305827,0.235,0.172,0.0219658225025914,"control","Acvr2a","astrocytes"
"Gng12.12",6.86668872381765e-07,0.188481310997314,0.515,0.433,0.0221684178759729,"control","Gng12","astrocytes"
"Acsl3.11",7.17957705246185e-07,0.174475693941128,0.872,0.844,0.0231785465561678,"control","Acsl3","astrocytes"
"Slc1a2.11",7.45158503042008e-07,-0.108012210990742,0.922,0.944,0.0240566971122082,"control","Slc1a2","astrocytes"
"Robo2.12",7.56847489013304e-07,0.17979565539762,0.578,0.497,0.0244340643353055,"control","Robo2","astrocytes"
"Vcan.1",7.64113342243421e-07,0.158734630931745,0.117,0.072,0.0246686351409866,"control","Vcan","astrocytes"
"Oscp1.1",7.83927479488283e-07,0.151081560328685,0.156,0.106,0.0253083147477997,"control","Oscp1","astrocytes"
"Ppp1r3g.1",7.84901640313901e-07,0.13442024568842,0.134,0.086,0.025339764555894,"control","Ppp1r3g","astrocytes"
"Hipk1.1",7.9328156796187e-07,0.134428530821541,0.274,0.203,0.025610302140081,"control","Hipk1","astrocytes"
"Pdss1.1",8.2072080103851e-07,0.167643404826789,0.243,0.182,0.0264961503407273,"control","Pdss1","astrocytes"
"9630014M24Rik.11",8.6115422984449e-07,-0.250628902795186,0.336,0.39,0.0278015031562995,"control","9630014M24Rik","astrocytes"
"Aldoc.1",8.70321342220847e-07,0.177200208049674,0.586,0.514,0.0280974542122578,"control","Aldoc","astrocytes"
"Pias1.1",8.83956707468134e-07,0.141520341600184,0.611,0.533,0.0285376583439012,"control","Pias1","astrocytes"
"Slc7a10.1",9.04034639227219e-07,-0.223359723133024,0.647,0.672,0.0291858542928115,"control","Slc7a10","astrocytes"
"A330023F24Rik.11",9.13118581244374e-07,0.154508259245878,0.672,0.596,0.0294791202768934,"control","A330023F24Rik","astrocytes"
"Por.1",9.33457687516561e-07,0.171296022633861,0.293,0.226,0.0301357479837847,"control","Por","astrocytes"
"Bccip.1",9.3515877121094e-07,0.113209169903056,0.103,0.062,0.030190665769774,"control","Bccip","astrocytes"
"Idh2.1",9.53716506258555e-07,0.141966782677987,0.243,0.179,0.0307897836880512,"control","Idh2","astrocytes"
"Zfand3.11",9.55776324216497e-07,0.172481288364481,0.661,0.589,0.0308562828510054,"control","Zfand3","astrocytes"
"Fam117b.11",1.02240761553651e-06,0.135817762151669,0.208,0.15,0.0330074074599808,"control","Fam117b","astrocytes"
"Sptan1.1",1.0423574005543e-06,0.188742483848275,0.464,0.39,0.0336514663194951,"control","Sptan1","astrocytes"
"Kpna1.1",1.04397187383286e-06,0.112595510327931,0.243,0.18,0.0337035879748201,"control","Kpna1","astrocytes"
"Auts2.11",1.05006877580448e-06,0.119611440021004,0.985,0.976,0.033900420358072,"control","Auts2","astrocytes"
"Nudt4.1",1.0665961210959e-06,0.219082796427404,0.137,0.09,0.0344339891734599,"control","Nudt4","astrocytes"
"Nacc1.1",1.14945579758685e-06,0.143656017140496,0.131,0.085,0.0371090309692939,"control","Nacc1","astrocytes"
"Actb.12",1.16670656976527e-06,-0.242974085215257,0.323,0.379,0.0376659548983021,"control","Actb","astrocytes"
"Mbnl2.11",1.21168912288767e-06,0.177317525240293,0.72,0.662,0.0391181716433055,"control","Mbnl2","astrocytes"
"Fgd6.1",1.25493129559063e-06,0.157824419233234,0.615,0.536,0.0405142019468479,"control","Fgd6","astrocytes"
"Pabpc1.1",1.26308304205686e-06,0.110533820819129,0.197,0.139,0.0407773729297635,"control","Pabpc1","astrocytes"
"Plcl1.12",1.26472639492029e-06,0.236643794281088,0.626,0.55,0.0408304269336065,"control","Plcl1","astrocytes"
"Trerf1.1",1.27627545686453e-06,0.20451614533664,0.435,0.368,0.0412032768494146,"control","Trerf1","astrocytes"
"Nkain2.1",1.29226868933065e-06,0.159401611937156,0.408,0.33,0.0417196023663507,"control","Nkain2","astrocytes"
"Slc17a7.12",1.33761605920848e-06,0.15536499784996,0.256,0.194,0.0431835968554866,"control","Slc17a7","astrocytes"
"S100a16.11",1.47130378758823e-06,-0.219354649550557,0.131,0.182,0.0474995714784985,"control","S100a16","astrocytes"
"Ppp1r9b.1",1.47883328604736e-06,0.151546760512003,0.229,0.17,0.047742653806753,"control","Ppp1r9b","astrocytes"
"Cers5.1",1.49267887927808e-06,0.162684654308752,0.277,0.213,0.0481896449386137,"control","Cers5","astrocytes"
"Hnrnpa2b1.1",1.53017731079025e-06,-0.152695362872683,0.876,0.878,0.0494002443015524,"control","Hnrnpa2b1","astrocytes"
"Trim9.11",1.54809668473776e-06,-0.19597660514763,0.836,0.831,0.0499787533700737,"control","Trim9","astrocytes"
"Dap3.1",1.66923341955795e-06,0.123779372371361,0.201,0.144,0.0538895317170088,"control","Dap3","astrocytes"
"Kank1.1",1.86254499693356e-06,-0.228922875440096,0.595,0.633,0.0601304026810032,"control","Kank1","astrocytes"
"Cdip1.11",1.93638344339141e-06,0.143942610157836,0.397,0.323,0.0625142030864483,"control","Cdip1","astrocytes"
"Dennd6b.1",1.9451020144948e-06,0.120156820410817,0.149,0.101,0.06279567343595,"control","Dennd6b","astrocytes"
"Scrib.1",2.06171267928112e-06,0.106564348790734,0.119,0.075,0.0665603321379115,"control","Scrib","astrocytes"
"Tango2.11",2.10305641077371e-06,0.123876491986598,0.244,0.183,0.0678950731654186,"control","Tango2","astrocytes"
"Tpgs2.1",2.10824092468126e-06,0.113550055332294,0.153,0.104,0.0680624500124099,"control","Tpgs2","astrocytes"
"Arhgef12.1",2.21786791567271e-06,-0.179157316996449,0.82,0.824,0.0716016477895777,"control","Arhgef12","astrocytes"
"Sept7.1",2.24704478434872e-06,0.150155280729327,0.663,0.581,0.072543593817914,"control","Sept7","astrocytes"
"Itsn2.11",2.30935586896177e-06,0.167111166329371,0.494,0.421,0.0745552448735617,"control","Itsn2","astrocytes"
"Hlf.11",2.32663488511939e-06,0.135274247699909,0.471,0.386,0.0751130806311942,"control","Hlf","astrocytes"
"Psd2.1",2.3381145157239e-06,-0.242929254506206,0.511,0.546,0.0754836890256305,"control","Psd2","astrocytes"
"Dym.1",2.39097819774551e-06,0.154065917034845,0.345,0.277,0.0771903401360161,"control","Dym","astrocytes"
"Ak4.1",2.41090935852484e-06,0.116210026470932,0.199,0.143,0.0778337977306159,"control","Ak4","astrocytes"
"Lrpprc.1",2.45500064450213e-06,0.132716381911446,0.264,0.204,0.0792572408071066,"control","Lrpprc","astrocytes"
"Arih1.1",2.50677696273516e-06,0.15639851684694,0.595,0.519,0.0809287874649419,"control","Arih1","astrocytes"
"Tjp1.1",2.52445124816946e-06,-0.14039250661773,0.86,0.882,0.0814993840959028,"control","Tjp1","astrocytes"
"Usp54.11",2.53286431065454e-06,0.158542613017012,0.57,0.492,0.0817709914051711,"control","Usp54","astrocytes"
"Spop.1",2.5643962670224e-06,-0.227576390616332,0.427,0.466,0.0827889690845512,"control","Spop","astrocytes"
"Tprkb.1",2.61324564169914e-06,-0.336010656393141,0.576,0.607,0.0843660222966151,"control","Tprkb","astrocytes"
"0610010F05Rik.1",2.66704056068288e-06,0.117543450738114,0.221,0.163,0.086102737461086,"control","0610010F05Rik","astrocytes"
"Pde7b.1",2.71347147296422e-06,-0.205321684788215,0.653,0.687,0.087601713033177,"control","Pde7b","astrocytes"
"Dgkz.1",2.71721248995625e-06,0.149181925309164,0.269,0.206,0.0877224880257476,"control","Dgkz","astrocytes"
