"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.82986429872218e-08,1.17244356546426,0.999,0.76,0.00188211339019947,"1","Etl4"
5.96769290806533e-08,1.2689127309479,0.773,0.249,0.00192660997843981,"1","Cdh9"
6.20603461313245e-08,0.982599193080777,0.945,0.526,0.00200355621450368,"1","Esrrg"
7.46469882032931e-08,1.05548516011002,0.999,0.768,0.00240990336715511,"1","Gria3"
7.73768362236553e-08,1.03473484989688,0.802,0.381,0.00249803378064449,"1","Galnt9"
7.73875945721652e-08,1.14292862561129,0.994,0.736,0.00249838110316778,"1","Chsy3"
1.28689621265447e-07,0.936143772733937,0.696,0.133,0.00415461573293369,"1","Rai14"
1.29747206443848e-07,0.97097039784274,0.977,0.751,0.00418875881283319,"1","Cdh11"
1.35559242039062e-07,0.845551733394353,0.988,0.667,0.00437639456998907,"1","Sox5"
1.88522479997404e-07,0.809164853355186,0.768,0.365,0.00608625974423619,"1","Prkcg"
1.96693830321934e-07,0.836489157163951,0.958,0.667,0.00635006361811332,"1","Gm26871"
2.2083055877835e-07,0.831338689964779,0.982,0.763,0.00712929375960026,"1","Sh3gl2"
2.54580118200696e-07,0.797471958751112,0.82,0.497,0.00821886453599128,"1","Stim2"
2.73143249251633e-07,0.781878329219734,0.999,0.784,0.00881815665883973,"1","Ryr2"
2.87791823657469e-07,0.515077080671448,0.943,0.646,0.00929107123495774,"1","Camk4"
3.26718775203663e-07,0.914322554690314,0.661,0.153,0.0105477889386751,"1","Rell1"
3.5588618043202e-07,1.03579948847781,0.82,0.343,0.0114894294490673,"1","Iqgap2"
4.09664206469394e-07,0.74513052314882,0.994,0.788,0.0132255992416579,"1","Myt1l"
5.12403446162484e-07,0.689401084553966,0.848,0.52,0.0165424328559096,"1","Pde4a"
5.51353174844941e-07,0.480977980236483,0.691,0.43,0.0177998858966941,"1","Slc7a14"
6.98769804326808e-07,1.33946400121613,0.788,0.478,0.0225590843628867,"1","Pdzrn4"
9.20412759184679e-07,0.845518072956006,0.745,0.293,0.0297146055175182,"1","Gng12"
9.3691684096375e-07,0.884031997889061,0.954,0.671,0.0302474232936737,"1","Sh3rf3"
9.61278285565571e-07,0.609768795867899,0.955,0.707,0.0310339081711989,"1","Sema6d"
1.6951297497719e-06,0.632977938255487,0.513,0.121,0.0547255688416362,"1","Rnf152"
1.72613792504688e-06,0.561715995096922,0.796,0.524,0.0557266367722135,"1","St6gal2"
1.74813594310163e-06,1.13598904765948,0.853,0.249,0.0564368207870932,"1","Bcl11b"
1.84564084299847e-06,0.685254362539577,0.94,0.638,0.0595846689753627,"1","Runx1t1"
1.87804427374792e-06,0.412611752222968,0.72,0.454,0.0606307813336779,"1","B3gat1"
1.93379152303632e-06,0.329290004552557,0.8,0.48,0.0624305255297047,"1","Pitpnc1"
1.99430887665502e-06,0.76045265564099,0.567,0.121,0.0643842677739308,"1","Serinc2"
2.16532446149722e-06,0.823533399503396,0.451,0.079,0.0699053349149761,"1","Col12a1"
2.23529685137343e-06,0.750085385706428,0.99,0.778,0.0721643235497398,"1","Slc4a10"
2.26165449111675e-06,0.487909347160372,0.827,0.618,0.0730152535912131,"1","Pcnx"
2.4939797264392e-06,0.611191602050126,0.919,0.709,0.0805156414883631,"1","Dtnb"
2.56170952683999e-06,0.273151728247787,0.978,0.751,0.0827022303645024,"1","Gria1"
2.59417908377541e-06,0.747056926695068,0.733,0.399,0.0837504775406054,"1","Ephb2"
2.66685753310047e-06,0.386282869540118,0.493,0.165,0.0860968285986156,"1","Ddah1"
3.14206815992716e-06,0.646263549418429,0.976,0.774,0.101438528475088,"1","Dok6"
3.16749724796771e-06,0.640912577801603,0.734,0.426,0.10225948115339,"1","Prkar2b"
3.53671476083424e-06,0.727956851786481,0.529,0.216,0.114179299338773,"1","Sema3e"
3.66147174432278e-06,0.764392710546343,0.985,0.783,0.118206953793717,"1","Mmp16"
3.72299836291281e-06,0.652836891106559,0.247,0.04,0.120193279148277,"1","Cpa6"
3.91294312786564e-06,0.84182253560701,0.942,0.691,0.126325455940014,"1","Plxna2"
4.00228695294607e-06,0.571175456120777,0.853,0.623,0.129209831988911,"1","Arhgap44"
4.0425417800493e-06,0.510038995791963,0.839,0.628,0.130509418827111,"1","Reep1"
4.76890081829903e-06,0.361149944205613,0.87,0.665,0.153959194017966,"1","Arap2"
5.72957366631235e-06,0.534515136806089,0.93,0.522,0.184973556243228,"1","Nfia"
6.14675399735672e-06,0.836730189726244,0.774,0.319,0.198441806050664,"1","Sez6"
6.25153731713852e-06,0.286267619776119,0.848,0.542,0.2018246307465,"1","Dscaml1"
6.62833889498093e-06,0.772644438336597,0.914,0.582,0.213989292885564,"1","Baiap2"
7.51161240909766e-06,0.707956955796625,0.869,0.546,0.242504895015309,"1","Ldb2"
8.2134996321112e-06,0.828274745624366,0.926,0.617,0.265164622123078,"1","Prkag2"
9.35763943580037e-06,0.737417757796724,0.53,0.08,0.302102031545379,"1","Arhgap25"
1.05489645383395e-05,0.828523093153577,0.619,0.19,0.340562771155753,"1","Sema5a"
1.16721627656914e-05,0.61465891260331,0.45,0.08,0.376824102727582,"1","Crym"
1.21278907596236e-05,0.559533408668112,0.617,0.304,0.391536825283687,"1","B3galt2"
1.26526623996609e-05,0.736579307844147,0.453,0.124,0.408478552910652,"1","Sulf1"
1.42383846027258e-05,0.541611748410216,0.727,0.448,0.459672008514398,"1","Tmem132a"
1.47902313135299e-05,0.706233614271395,0.986,0.695,0.477487827725998,"1","Hcn1"
1.57313425050968e-05,0.922367135898297,0.583,0.131,0.507870661434545,"1","Col5a1"
1.61000056655725e-05,0.761971335167066,0.979,0.729,0.519772582907341,"1","Clstn2"
1.61717686853887e-05,0.693681888738784,0.922,0.689,0.522089380239088,"1","Lpgat1"
1.73831351187292e-05,0.674099315458939,0.992,0.784,0.561197134173052,"1","Ctnna3"
1.76193572769049e-05,0.372575572006837,0.781,0.577,0.568823330327599,"1","Scn3a"
1.88760976412763e-05,0.695708907729159,0.512,0.135,0.609395936250966,"1","Col6a1"
2.05963520408798e-05,0.558406087123638,0.599,0.301,0.664932629287762,"1","Adgra1"
2.08789373133093e-05,0.517407210342809,0.935,0.681,0.674055612222878,"1","Syt16"
2.78543449313981e-05,0.669994736433804,0.788,0.505,0.899249671765255,"1","Klhl3"
3.06714103269025e-05,0.459257702572595,0.483,0.207,0.990195810993722,"1","Tbr1"
3.23872985920377e-05,0.528607828475533,0.35,0.036,1,"1","Rprm"
3.35077448024247e-05,0.564257566859067,0.537,0.232,1,"1","Susd1"
3.43333677041487e-05,0.537195311324881,0.863,0.628,1,"1","Madd"
3.87379975660073e-05,0.907311606785002,0.989,0.753,1,"1","Lrrtm3"
4.2579734983089e-05,0.879443835971184,0.882,0.528,1,"1","Lrfn2"
4.37642179146127e-05,0.460662999918974,0.637,0.382,1,"1","Gm28905"
4.67020878141207e-05,0.597299040888943,0.384,0.092,1,"1","Glra2"
4.73794653763545e-05,0.573873206408301,0.925,0.652,1,"1","Kcnn2"
4.80485183947763e-05,0.610334159134253,0.449,0.109,1,"1","D030068K23Rik"
5.0980421611924e-05,0.942029033469663,0.569,0.142,1,"1","Trabd2b"
5.54856289327841e-05,0.592439509877501,0.758,0.418,1,"1","Dkk3"
5.62956100917255e-05,0.591850507779783,0.613,0.292,1,"1","Gm48957"
5.9752012066956e-05,0.612241124732613,0.895,0.605,1,"1","Sel1l3"
6.8616915503243e-05,0.755095302020268,0.6,0.268,1,"1","Pou6f2"
6.95261723642474e-05,0.355586978189308,0.767,0.535,1,"1","Sgk1"
7.13515831842163e-05,0.719909310059637,0.964,0.657,1,"1","Slc17a7"
7.27309197941327e-05,0.668487706750045,1,0.773,1,"1","Arpp21"
7.36879379174571e-05,0.501518040800404,0.573,0.284,1,"1","Ephb6"
7.43331240355314e-05,0.735714135583985,0.471,0.052,1,"1","Ighm"
7.50260574662136e-05,0.480001114593312,0.819,0.556,1,"1","Ankrd33b"
7.52302603908988e-05,0.408074180653855,0.898,0.533,1,"1","Cadps2"
7.60349481050579e-05,0.407983935848647,0.862,0.607,1,"1","Galnt18"
9.3339599970488e-05,0.650188086405101,0.633,0.274,1,"1","Ndst1"
9.42485820455852e-05,0.736557626606154,0.927,0.627,1,"1","Slc35f4"
0.000107610360670368,0.745547563728211,0.941,0.62,1,"1","Rasgef1b"
0.00011568688350377,0.531063991647867,0.587,0.286,1,"1","Rasal1"
0.000122082471409205,0.568381114968229,0.73,0.374,1,"1","Kcnk2"
0.000128593403305668,0.572748774315946,0.776,0.472,1,"1","Meis2"
0.000136613231138245,0.627197621278299,0.888,0.638,1,"1","Kcnq2"
0.000138807890088395,0.662368994876556,0.94,0.696,1,"1","Flrt2"
0.000171012915129814,0.456416502336317,0.839,0.581,1,"1","Srrm4"
0.000178239898311384,0.475747247196764,0.582,0.343,1,"1","Lin28b"
0.000193458402701122,0.360816392062127,0.422,0.18,1,"1","Lrrtm2"
0.000193896286532619,0.669861378689544,0.815,0.502,1,"1","Epb41"
0.000205322808070867,0.400385000182026,0.757,0.546,1,"1","Spock2"
0.000215906991816466,0.67250777478705,0.864,0.592,1,"1","Epha7"
0.000221052336938338,0.654790415859999,0.864,0.578,1,"1","Trhde"
0.000222073154445865,0.340948794781634,0.57,0.365,1,"1","2900026A02Rik"
0.000240993103127293,0.398192952412871,0.71,0.48,1,"1","C78859"
0.000244393865033551,0.505307345262988,0.727,0.47,1,"1","Plekhg5"
0.000250873888589128,0.416911652201788,0.309,0.069,1,"1","Itga5"
0.000251609513831869,0.54577240817463,0.799,0.504,1,"1","Rasgrp1"
0.000283304690596119,0.382025420700673,0.686,0.481,1,"1","Dagla"
0.000283614783871828,0.54863215236071,0.952,0.675,1,"1","Chrm3"
0.000287787637216219,0.480634459861537,0.8,0.588,1,"1","Asap2"
0.000310073178561331,0.674420521985035,0.515,0.126,1,"1","Ptk7"
0.000314321649407016,0.438069260442374,0.398,0.109,1,"1","Cwh43"
0.000319101371770087,0.557151010720286,0.877,0.645,1,"1","Gabrg3"
0.000358919400066597,0.292100684476515,0.657,0.445,1,"1","Lmo7"
0.000370432535156227,0.489136252070481,0.685,0.433,1,"1","Gm45159"
0.000379148737851449,0.572962143269253,0.841,0.604,1,"1","Atf6"
0.000385443301223205,0.422388043491682,0.742,0.536,1,"1","Tub"
0.000404780072941327,0.681128385954638,0.989,0.733,1,"1","Cacna1e"
0.000413498617550917,0.372954432074066,0.804,0.538,1,"1","5330434G04Rik"
0.000414524733847001,0.483847547689331,0.564,0.292,1,"1","Zmiz1os1"
0.000447345519983605,0.453004993391468,0.715,0.422,1,"1","Pik3r3"
0.000460489508410041,0.294398158230483,0.304,0.076,1,"1","Shb"
0.000462912812874638,0.425706318569473,0.768,0.543,1,"1","Osbpl10"
0.000549851192925246,0.334472748901127,0.433,0.189,1,"1","Abcc4"
0.000564515085552235,0.810383622241759,0.629,0.213,1,"1","Slc16a10"
0.000589863070018711,0.598038109835568,0.954,0.691,1,"1","Rnf112"
0.000592899257090798,0.46027191527812,0.447,0.198,1,"1","1700019D03Rik"
0.000599344627372756,0.63269906239295,0.64,0.298,1,"1","Necab3"
0.000605802112058507,0.417615538231207,0.299,0.04,1,"1","Trbc2"
0.000608010625347473,0.647921156025743,0.674,0.321,1,"1","Mmp17"
0.000612070325718633,0.453517072301649,0.703,0.444,1,"1","Ryr3"
0.00069609309242862,0.619957166517516,0.961,0.726,1,"1","Dync1i1"
0.000722018881413142,0.482560106025067,0.595,0.295,1,"1","Lmo3"
0.00072296950548849,0.40115463225945,0.434,0.191,1,"1","Dpy19l3"
0.000726920497376363,0.516013982143231,0.909,0.706,1,"1","Osbpl9"
0.000754426779243054,0.561834698691266,0.96,0.747,1,"1","Map1b"
0.00079315102972708,0.590360614713175,0.988,0.778,1,"1","Unc80"
0.000813745912324411,0.747126405933506,0.982,0.746,1,"1","Itpr1"
0.000943687143945279,0.329833769955327,0.969,0.74,1,"1","Hecw1"
0.000956568074051633,0.602847317696321,0.637,0.281,1,"1","Plekha7"
0.00101061722842094,0.449081662541102,0.648,0.42,1,"1","Dzip1"
0.00102681001894383,0.366853405254236,0.75,0.54,1,"1","Nup93"
0.00107360564325247,0.621382901758831,0.766,0.481,1,"1","Rph3a"
0.00114497231555753,0.384059520673743,0.51,0.276,1,"1","Jcad"
0.00128596149826292,0.538003174126532,0.982,0.74,1,"1","Nrg3os"
0.001348693849523,0.553699323490074,0.76,0.473,1,"1","A330102I10Rik"
0.00135393635015969,0.322314537750686,0.981,0.776,1,"1","Agbl4"
0.00139202036322157,0.594123819466431,0.956,0.636,1,"1","Sv2b"
0.00146800180371119,0.462555678099651,0.821,0.596,1,"1","B230209E15Rik"
0.00173652730760347,0.561458928539183,0.88,0.669,1,"1","St7"
0.00176437650691295,0.58769244492545,0.69,0.39,1,"1","Rprml"
0.00186519934335899,0.469763389804857,0.975,0.739,1,"1","Rbfox3"
0.00191857428210974,0.317844857827753,0.51,0.278,1,"1","Pced1b"
0.00204861979744265,0.428215530828716,0.514,0.274,1,"1","Ube2ql1"
0.00204925482415887,0.352677881681846,0.411,0.161,1,"1","Sema5b"
0.00211219633388264,0.561622266713389,0.891,0.631,1,"1","Sez6l"
0.0022809724566093,0.441006399198787,0.565,0.298,1,"1","Tnfrsf21"
0.00234470150177647,0.62823345913507,0.88,0.66,1,"1","Ndfip2"
0.00263214506871833,0.37067363704331,0.733,0.499,1,"1","Ngef"
0.0027786978410306,0.580114042746994,0.844,0.61,1,"1","Efr3a"
0.00284358396552467,0.407222580428489,0.813,0.604,1,"1","Mir124-2hg"
0.00297601586538476,0.495088507722895,0.839,0.603,1,"1","Matk"
0.0030273610460992,0.474477141279327,0.976,0.774,1,"1","Scn2a"
0.00311178645805559,0.472485769767132,0.912,0.677,1,"1","Elmod1"
0.00311685694803618,0.655085769686997,0.922,0.632,1,"1","Igsf9b"
0.00317924437948523,0.471686949130986,0.7,0.457,1,"1","Nck2"
0.00335285420725772,0.431019845628718,0.562,0.317,1,"1","Ogfrl1"
0.00343633904715241,0.388040591084514,0.577,0.359,1,"1","Pxdn"
0.00350760706796774,0.459784949936533,0.54,0.27,1,"1","Zdhhc23"
0.00353896537166218,0.464121433268074,0.705,0.452,1,"1","Slc8a2"
0.00373215630977056,0.440886605689072,0.593,0.319,1,"1","Cplx2"
0.00384961758001775,0.661479450846197,0.762,0.41,1,"1","Nhsl2"
0.00388714638516348,0.338270679545392,0.357,0.149,1,"1","Ttc9b"
0.00402901499476808,0.324643296860983,0.946,0.705,1,"1","Fam135b"
0.00413067347165815,0.426839918239317,0.768,0.524,1,"1","Kcnip3"
0.00445467551314479,0.420695811563967,0.837,0.62,1,"1","Mpped2"
0.00451787190214677,0.438574475245203,0.733,0.5,1,"1","Jph1"
0.00484012771860319,0.261526536271497,0.405,0.15,1,"1","2610203C22Rik"
0.00503013311060455,0.311193877595078,0.604,0.383,1,"1","Ksr1"
0.0054955517602364,0.445589609053015,0.478,0.252,1,"1","Gm13963"
0.00570751899895492,0.369899466014495,0.411,0.194,1,"1","Gm42456"
0.00570910049944118,0.647516179543672,0.812,0.544,1,"1","Gse1"
0.00584645499479508,0.259061825008565,0.549,0.335,1,"1","Kcna6"
0.00597378399218861,0.377673074398485,0.534,0.317,1,"1","4933413L06Rik"
0.00601408008827534,0.385426910506407,0.805,0.605,1,"1","5330417C22Rik"
0.00617413397696071,0.459118835066638,0.364,0.144,1,"1","Abi3bp"
0.00620137389079272,0.74478340169922,0.708,0.329,1,"1","Slit1"
0.00641037420427984,0.668053653364495,0.65,0.293,1,"1","Diras2"
0.00683975713418808,0.42604718030948,0.458,0.17,1,"1","Il17ra"
0.0070720575078546,0.442677720756443,0.715,0.502,1,"1","Smurf1"
0.00728058827625224,0.479853023065593,0.997,0.76,1,"1","Pcsk2"
0.00760483525130243,0.552325781926962,0.573,0.312,1,"1","Tmem196"
0.00762024789649365,0.39617400753033,0.525,0.283,1,"1","E230016M11Rik"
0.00854994340658023,0.492581317612436,0.95,0.733,1,"1","Celf4"
0.00879685971960957,0.454052457807622,0.516,0.283,1,"1","Ina"
0.00881777085410598,0.487820861056572,0.658,0.349,1,"1","Scg3"
0.00896928041500454,0.547169536180091,0.731,0.465,1,"1","Sept3"
0.00945453477194604,0.685134702534426,0.893,0.644,1,"1","Rnf150"
0.0095569354089028,0.615804800272266,0.967,0.698,1,"1","Bcl11a"
0.00958055726133167,0.389004472659821,0.967,0.721,1,"1","Adcy2"
0.00981270690548915,0.597311756326941,0.927,0.711,1,"1","Plcl2"
0.00989715877135787,0.360117148522109,0.292,0.078,1,"1","Cdh24"
2.95196916764732e-13,1.22322733075301,0.947,0.413,9.5301372608326e-09,"2","Rasgrf2"
9.22256370979057e-11,1.20151117542011,0.995,0.595,2.97741246806879e-06,"2","Slit3"
2.2522193958853e-10,1.78434167903039,0.993,0.438,7.2710650976761e-06,"2","Tafa1"
3.21854155913529e-10,1.46451408199211,1,0.776,1.03907395695124e-05,"2","Lrrtm4"
4.29150938049345e-10,0.295107042038233,0.935,0.504,1.38547088839851e-05,"2","Enpp2"
6.16062334784979e-10,1.40960062806217,0.997,0.54,1.98889564161982e-05,"2","Pdzrn3"
1.54037920293542e-09,0.666889298903215,0.978,0.601,4.97296021875672e-05,"2","Tmem108"
1.79778387132325e-09,0.84676141303688,0.802,0.242,5.80396545017997e-05,"2","Lamp5"
2.69769622475792e-09,0.609744944799852,0.762,0.288,8.70924249200846e-05,"2","Cpne9"
3.8941294294178e-09,0.56211803156719,0.909,0.545,0.000125718074499324,"2","Gm28376"
4.79140437747431e-09,0.919666006308127,0.754,0.267,0.000154685698922381,"2","Robo3"
5.05953015554792e-09,1.19928712415722,0.976,0.511,0.000163341871541709,"2","Pde7b"
7.52889534959095e-09,0.925487745626621,0.97,0.597,0.000243062857466194,"2","Cux1"
8.17861159780952e-09,0.875715693218007,1,0.774,0.000264038296823682,"2","Gria3"
8.72288996752556e-09,1.23942052819493,1,0.703,0.000281609779711595,"2","Lingo2"
1.02472626998497e-08,0.5261244045961,0.636,0.262,0.000330822629001947,"2","Rad51ap2"
1.05805214473051e-08,1.32016040252208,0.999,0.705,0.000341581554404797,"2","Rgs6"
1.35165801626821e-08,0.764499786284341,0.909,0.544,0.000436369273972028,"2","Pdzd2"
2.13790543816344e-08,0.924532366979736,1,0.797,0.000690201391656686,"2","Lrfn5"
2.65753884465435e-08,0.859506208266555,0.995,0.786,0.00085795984060821,"2","Arl15"
3.3487831867498e-08,0.87400009255827,0.998,0.786,0.0010811211640103,"2","Prkca"
3.43585970304697e-08,0.797247293813684,0.996,0.739,0.00110923294653168,"2","Ntrk3"
4.55999541928491e-08,0.8386514690086,0.812,0.296,0.00147214892116194,"2","Gsg1l"
5.18619069445889e-08,1.10227414245618,0.927,0.418,0.00167430980379911,"2","Gm16599"
5.36076307294835e-08,0.566389935068629,0.936,0.611,0.00173066875047065,"2","9530059O14Rik"
5.73488932932369e-08,0.773723315896741,0.515,0.094,0.00185145167107886,"2","Igfn1"
5.75749393928347e-08,0.523580596051567,0.605,0.192,0.00185874934335828,"2","Gucy1a1"
8.2967312897198e-08,1.04252496858425,0.955,0.421,0.00267851672957314,"2","Cux2"
8.96718284249298e-08,0.993716436856161,0.946,0.542,0.00289496530887043,"2","Sorbs2os"
1.04385337434153e-07,0.948808440506973,0.91,0.354,0.00336997623372419,"2","Col19a1"
1.09652368392932e-07,0.850940671793121,0.876,0.449,0.00354001706119741,"2","Epha10"
1.26557010508621e-07,0.889726211289249,0.935,0.482,0.00408576652726033,"2","Arhgap10"
1.26894050279834e-07,0.821413033037212,0.973,0.656,0.00409664751923415,"2","Slc9a9"
1.39672881584477e-07,0.786814211363874,0.832,0.342,0.00450919930907327,"2","Pip5k1b"
1.53701777326023e-07,0.906619293313992,0.967,0.566,0.00496210817919331,"2","Mlip"
1.54382531008126e-07,0.93060032151288,1,0.792,0.00498408563106633,"2","Ralyl"
1.99100396680918e-07,0.947874738061643,1,0.772,0.00642775720644676,"2","Camk2a"
2.01569642189949e-07,0.702457602211199,0.947,0.603,0.00650747432846033,"2","Cabp1"
2.14253949473912e-07,1.01971844445803,0.985,0.674,0.00691697450481577,"2","Atp1a1"
2.24778595520511e-07,0.584903674616329,0.622,0.19,0.00725675217778417,"2","C730002L08Rik"
3.18121560134833e-07,0.737833175672347,0.937,0.505,0.010270236447393,"2","Sphkap"
3.36162934750925e-07,0.339162075127267,0.391,0.084,0.0108526841854989,"2","Etnk2"
3.47569467393367e-07,0.423192583876177,0.871,0.563,0.0112209326853275,"2","Dmtn"
5.7334558990568e-07,0.29688817472921,0.487,0.21,0.018509889024515,"2","Gm41505"
6.06378334369496e-07,1.11065080085633,0.998,0.677,0.0195763181467848,"2","Chrm3"
6.6782505000123e-07,0.710442745987479,0.706,0.118,0.0215600639142397,"2","Stard8"
7.07654966610109e-07,0.649228032393285,0.974,0.731,0.0228459329420407,"2","Trerf1"
7.20369049786395e-07,0.845071233079513,0.996,0.671,0.023256394403304,"2","Kcnb2"
8.31211770063361e-07,0.588129382920657,0.85,0.475,0.0268348407847256,"2","Actn1"
9.41429521709854e-07,1.05292836599253,0.996,0.589,0.0303931106788809,"2","Unc5d"
9.47589510303491e-07,0.394946208344955,0.825,0.497,0.0305919797506379,"2","Jph1"
1.01033747431013e-06,0.901056972787912,0.999,0.787,0.0326177350206284,"2","Brinp1"
1.04867664540648e-06,0.377151586113555,0.457,0.115,0.0338554768203027,"2","Evc2"
1.06466790551289e-06,1.00049314821449,0.962,0.549,0.0343717386615783,"2","Cacng3"
1.12865328915553e-06,0.775759709983709,1,0.782,0.0364374427870972,"2","Cacna2d1"
1.29992729812271e-06,0.70127053753134,0.982,0.701,0.0419668528925937,"2","Cap2"
1.38089434860682e-06,0.481411138561201,0.94,0.673,0.0445807931504227,"2","Man1a2"
1.48443087180779e-06,0.299831504311468,0.583,0.285,0.0479233662654426,"2","Gabrd"
1.65232718081643e-06,0.886527723291366,1,0.781,0.0533437307054777,"2","Kctd16"
1.79612464180501e-06,0.829222489259392,0.978,0.685,0.057986087936033,"2","Tmem132d"
1.89061533016591e-06,0.46548171596041,0.569,0.187,0.0610366253190762,"2","Cdh22"
1.92041669454779e-06,0.458707055214072,0.732,0.362,0.0619987325667807,"2","Rps6ka2"
1.96197217730629e-06,0.433641944433391,0.482,0.116,0.0633403097721563,"2","Ccbe1"
2.09440619097229e-06,1.21564862535843,0.991,0.584,0.0676158094693494,"2","Fstl4"
2.11610388278081e-06,0.442399633979052,0.771,0.393,0.0683162977516956,"2","Kcnh3"
2.13473182056706e-06,0.776892967945415,0.788,0.291,0.068917682095187,"2","Greb1l"
2.1576498011248e-06,0.452567420829496,0.713,0.325,0.069657566179513,"2","Ajap1"
2.3129255649988e-06,0.803447694604651,0.711,0.291,0.0746704889404214,"2","B230216N24Rik"
